OID,Id,ORIG_FID,dswrf1,dswrf2,dswrf3,dswrf4,dswrf5,dswrf6,dswrf7,dswrf8,dswrf9,dswrf10,dswrf11,dswrf12
2910,57523,16380,1.333286405,25.89662361,99.34661102,201.7566223,290.6065979,321.9466248,269.749939,191.7266235,116.2632828,46.38995361,5.213286877,0.126619637
2911,57524,16381,1.333286405,25.89662361,99.34661102,201.7566223,290.6065979,321.9466248,269.749939,191.7266235,116.2632828,46.38995361,5.213286877,0.126619637
2912,57525,16382,1.329952955,25.53328514,98.94995117,200.6999664,289.663269,320.9532471,270.2333374,190.9266205,115.5832825,46.11328506,5.179953098,0.119952969
2913,57526,16383,1.329952955,25.53328514,98.94995117,200.6999664,289.663269,320.9532471,270.2333374,190.9266205,115.5832825,46.11328506,5.179953098,0.119952969
2914,57527,16384,1.319953084,25.56661987,99.68662262,201.4899597,290.7933044,321.0766296,271.7466125,191.0266266,115.7532806,46.14994812,5.216620445,0.123286299
2915,57528,16385,1.319953084,25.56661987,99.68662262,201.4899597,290.7933044,321.0766296,271.7466125,191.0266266,115.7532806,46.14994812,5.216620445,0.123286299
2916,57529,16386,1.353286505,26.20661736,101.639946,205.1932831,294.9032898,323.5665894,274.2666626,193.2465973,117.389946,46.71661758,5.333286762,0.123286299
2917,57530,16387,1.353286505,26.20661736,101.639946,205.1932831,294.9032898,323.5665894,274.2666626,193.2465973,117.389946,46.71661758,5.333286762,0.123286299
2918,57531,16388,1.369953036,26.58995438,102.716629,207.8699646,298.3866577,325.3899536,276.6299744,195.4466095,118.8832932,47.16329193,5.419952869,0.123286299
2919,57532,16389,1.393286228,26.74328613,102.9366302,209.4999847,301.2366638,326.4899292,278.8733215,197.6266327,120.2299576,47.45995712,5.466619968,0.129952967
2920,57533,16390,1.393286228,26.74328613,102.9366302,209.4999847,301.2366638,326.4899292,278.8733215,197.6266327,120.2299576,47.45995712,5.466619968,0.129952967
2921,57534,16391,1.353286505,26.13329124,101.1466141,207.4632874,300.1066284,324.4032898,278.4566345,197.936615,120.0199509,46.9132843,5.379953384,0.133286297
2922,57535,16392,1.353286505,26.13329124,101.1466141,207.4632874,300.1066284,324.4032898,278.4566345,197.936615,120.0199509,46.9132843,5.379953384,0.133286297
2923,57536,16393,1.323286414,25.37661743,98.81328583,204.5499573,297.3265991,320.7566528,278.0665894,197.5966339,119.1199417,46.02662277,5.253286362,0.133286297
2924,57537,16394,1.323286414,25.37661743,98.81328583,204.5499573,297.3265991,320.7566528,278.0665894,197.5966339,119.1199417,46.02662277,5.253286362,0.133286297
2925,57538,16395,1.276619673,24.4432869,95.95329285,200.7699585,292.8999634,315.5832825,277.6632385,196.6066132,117.5432892,44.83662033,5.0866189,0.129952967
2926,57539,16396,1.276619673,24.4432869,95.95329285,200.7699585,292.8999634,315.5832825,277.6632385,196.6066132,117.5432892,44.83662033,5.0866189,0.129952967
2927,57540,16397,1.253286362,24.25328445,95.61328125,199.7999573,291.9432678,314.6566467,277.7865601,196.4232941,117.0832977,44.74328613,5.059952259,0.116619632
2928,57541,16398,1.253286362,24.25328445,95.61328125,199.7999573,291.9432678,314.6566467,277.7865601,196.4232941,117.0832977,44.74328613,5.059952259,0.116619632
2929,57542,16399,1.273286343,24.53994942,96.81661987,201.7299347,293.2833252,315.5733032,278.559967,197.1899567,117.8066254,45.21995163,5.119953632,0.126619622
2930,57543,16400,1.273286343,24.53994942,96.81661987,201.7299347,293.2833252,315.5733032,278.559967,197.1899567,117.8066254,45.21995163,5.119953632,0.126619622
2931,57544,16401,1.319953084,25.34661865,99.53994751,206.5866241,296.913269,318.2999573,279.9799805,198.8932648,119.7332916,46.27996063,5.273286343,0.133286297
2932,57545,16402,1.319953084,25.34661865,99.53994751,206.5866241,296.913269,318.2999573,279.9799805,198.8932648,119.7332916,46.27996063,5.273286343,0.133286297
2933,57546,16403,1.359953165,26.28662109,102.6166229,212.4399567,302.72995,324.226593,283.7566223,201.4132996,123.5399475,47.76329041,5.453286648,0.136619627
2934,57547,16404,1.379953146,26.93662071,104.7899475,216.6899414,307.0966492,327.5332947,286.3666077,203.2266083,125.7432709,48.76329422,5.549952507,0.139952973
2935,57548,16405,1.379953146,26.93662071,104.7899475,216.6899414,307.0966492,327.5332947,286.3666077,203.2266083,125.7432709,48.76329422,5.549952507,0.139952973
2936,57549,16406,1.399953008,27.30995369,106.0266113,219.3366394,309.97995,328.2698975,287.8432617,204.3332672,126.3666153,49.26327896,5.609953403,0.136619642
2937,57550,16407,1.399953008,27.30995369,106.0266113,219.3366394,309.97995,328.2698975,287.8432617,204.3332672,126.3666153,49.26327896,5.609953403,0.136619642
2938,57551,16408,1.343286276,26.91328812,104.9499512,217.4066467,308.7299194,332.5233459,290.269928,202.9833069,124.4399338,48.65995789,5.539953232,0.129952982
2939,57552,16409,1.343286276,26.91328812,104.9499512,217.4066467,308.7299194,332.5233459,290.269928,202.9833069,124.4399338,48.65995789,5.539953232,0.129952982
2940,57553,16410,1.323286295,26.25995255,103.0232849,214.009964,302.8866272,326.2966003,286.913269,200.8666077,122.0532761,47.70661926,5.446619987,0.129952982
2941,57554,16411,1.323286295,26.25995255,103.0232849,214.009964,302.8866272,326.2966003,286.913269,200.8666077,122.0532761,47.70661926,5.446619987,0.129952982
2942,57555,16412,1.276619792,25.31662178,100.209938,209.1665955,292.4566345,309.6166382,277.7299805,198.0066071,119.2132721,46.32328796,5.323286533,0.126619637
2943,57556,16413,1.276619792,25.31662178,100.209938,209.1665955,292.4566345,309.6166382,277.7299805,198.0066071,119.2132721,46.32328796,5.323286533,0.126619637
2944,57557,16414,1.259953141,24.69661903,98.36328125,205.4466248,291.0265808,308.5232849,273.519989,194.7599945,118.9266281,46.27994919,5.24328661,0.116619639
2945,57558,16415,1.259953141,24.69661903,98.36328125,205.4466248,291.0265808,308.5232849,273.519989,194.7599945,118.9266281,46.27994919,5.24328661,0.116619639
2946,57559,16416,1.246619701,24.54328537,97.65661621,203.5599213,290.6366577,309.1099548,271.8766174,192.6233063,118.4632721,46.10661697,5.196619511,0.116619624
2947,57560,16417,1.246619701,24.54328537,97.65661621,203.5599213,290.6366577,309.1099548,271.8766174,192.6233063,118.4632721,46.10661697,5.196619511,0.116619624
2948,57561,16418,1.259953022,24.85661888,98.0466156,203.4799347,291.3165894,311.3165894,272.7432861,191.6133118,117.7832794,45.79328918,5.233285904,0.129952952
2949,57562,16419,1.286619663,25.60662079,100.2132874,206.8999634,294.3099365,313.603302,273.7866211,193.5499725,118.8399582,46.60995102,5.32328701,0.129952967
2950,57563,16420,1.286619663,25.60662079,100.2132874,206.8999634,294.3099365,313.603302,273.7866211,193.5499725,118.8399582,46.60995102,5.32328701,0.129952967
2951,57564,16421,1.313286424,26.3032856,102.2932816,210.5032806,295.6966248,315.3033447,275.0832825,196.0432892,119.7066345,47.26662445,5.396620274,0.136619627
2952,57565,16422,1.313286424,26.3032856,102.2932816,210.5032806,295.6966248,315.3033447,275.0832825,196.0432892,119.7066345,47.26662445,5.396620274,0.136619627
2953,57566,16423,1.323286414,26.91995239,104.3066254,214.2466431,295.5332947,316.3833313,276.5899658,199.0966339,120.3299637,47.74328995,5.449953556,0.149952978
2954,57567,16424,1.323286414,26.91995239,104.3066254,214.2466431,295.5332947,316.3833313,276.5899658,199.0966339,120.3299637,47.74328995,5.449953556,0.149952978
2955,57568,16425,1.313286424,27.16661835,105.0399475,216.1066437,296.8033142,320.1966553,279.3032532,200.8999329,121.2232666,48.09328079,5.456620216,0.139952973
2956,57569,16426,1.313286424,27.16661835,105.0399475,216.1066437,296.8033142,320.1966553,279.3032532,200.8999329,121.2232666,48.09328079,5.456620216,0.139952973
2957,57570,16427,1.323286414,27.3832798,105.8632813,218.4166107,302.7065735,326.1299438,282.436615,198.986618,118.3399658,47.8966217,5.459952831,0.136619627
2958,57571,16428,1.323286414,27.3832798,105.8632813,218.4166107,302.7065735,326.1299438,282.436615,198.986618,118.3399658,47.8966217,5.459952831,0.136619627
2959,57572,16429,1.316619754,27.5232811,106.7832794,221.1932983,313.2966003,334.1766052,285.9999695,193.3432922,111.7432861,47.1099472,5.46995306,0.129952967
2960,57573,16430,1.316619754,27.5232811,106.7832794,221.1932983,313.2966003,334.1766052,285.9999695,193.3432922,111.7432861,47.1099472,5.46995306,0.129952967
2961,57574,16431,1.303286314,27.28661919,105.72995,220.0399475,312.0999756,335.7732849,286.6632996,192.4299164,110.3432846,46.34328842,5.409952641,0.133286297
2962,57575,16432,1.303286314,27.28661919,105.72995,220.0399475,312.0999756,335.7732849,286.6632996,192.4299164,110.3432846,46.34328842,5.409952641,0.133286297
2963,57576,16433,1.303286314,27.05661964,104.7266388,218.7266235,310.9699402,337.1733398,288.2766418,192.2632904,109.6366119,45.8732872,5.359952927,0.126619637
2964,57577,16434,1.309953094,26.80994797,103.7599564,217.1899414,309.8599854,338.3833008,290.8299561,192.8932953,109.649971,45.68328857,5.333285809,0.129952967
2965,57578,16435,1.309953094,26.80994797,103.7599564,217.1899414,309.8599854,338.3833008,290.8299561,192.8932953,109.649971,45.68328857,5.333285809,0.129952967
2966,57579,16436,1.306619644,26.62995148,103.2466278,215.69664,307.8399353,340.1399841,289.5299683,191.8332977,109.3199539,45.09661865,5.313286304,0.129952967
2967,57580,16437,1.306619644,26.62995148,103.2466278,215.69664,307.8399353,340.1399841,289.5299683,191.8332977,109.3199539,45.09661865,5.313286304,0.129952967
2968,57581,16438,1.323286295,26.55328941,102.8999558,214.2832489,305.8666382,340.39328,289.039978,192.1999359,109.6766205,44.91995621,5.323286533,0.123286299
2969,57582,16439,1.323286295,26.55328941,102.8999558,214.2832489,305.8666382,340.39328,289.039978,192.1999359,109.6766205,44.91995621,5.323286533,0.123286299
2970,57583,16440,1.336619735,26.51662064,102.7332764,212.9133148,303.9466248,339.1099854,289.313324,193.9699554,110.736618,45.14994812,5.339953423,0.126619637
2971,57584,16441,1.336619735,26.51662064,102.7332764,212.9133148,303.9466248,339.1099854,289.313324,193.9699554,110.736618,45.14994812,5.339953423,0.126619637
2972,57585,16442,1.343286395,26.50328636,102.6599579,211.5632782,303.353302,337.9499207,288.3066711,193.5699615,111.3132706,45.10661697,5.309952736,0.129952967
2973,57586,16443,1.343286395,26.50328636,102.6599579,211.5632782,303.353302,337.9499207,288.3066711,193.5699615,111.3132706,45.10661697,5.309952736,0.129952967
2974,57587,16444,1.346619844,26.50995064,102.5366287,210.14328,302.5299683,337.8865967,288.0299683,194.9166107,112.2232895,44.96661758,5.27995348,0.126619637
2975,57588,16445,1.346619844,26.50995064,102.5366287,210.14328,302.5299683,337.8865967,288.0299683,194.9166107,112.2232895,44.96661758,5.27995348,0.126619637
2976,57589,16446,1.346619368,26.50661659,102.39328,208.663269,301.4832764,338.8999634,288.4466248,197.9899292,113.4699478,44.733284,5.243286133,0.116619639
2977,57590,16447,1.346619368,26.50661659,102.39328,208.663269,301.4832764,338.8999634,288.4466248,197.9899292,113.4699478,44.733284,5.243286133,0.116619639
2978,57591,16448,1.356619716,26.52995491,102.459938,208.9432983,301.6766052,338.8799744,285.039978,195.549942,113.6166153,44.86995316,5.209953308,0.106619634
2979,57592,16449,1.353286266,26.58662033,102.6066055,209.029953,301.3199463,338.7066345,283.3533325,193.8499298,113.7332916,44.97661972,5.186619282,0.086619638
2980,57593,16450,1.353286266,26.58662033,102.6066055,209.029953,301.3199463,338.7066345,283.3533325,193.8499298,113.7332916,44.97661972,5.186619282,0.086619638
2981,57594,16451,1.359953046,26.68995094,102.8132782,208.9566193,300.4233398,338.3866272,283.4232788,192.883316,113.8599548,45.05995178,5.169952393,0.069952935
2982,57595,16452,1.359953046,26.68995094,102.8132782,208.9566193,300.4233398,338.3866272,283.4232788,192.883316,113.8599548,45.05995178,5.169952393,0.069952935
2983,57596,16453,1.379953027,26.75995445,103.1799622,208.8966675,299.3599854,340.2366333,281.3466492,191.0332947,113.2766266,44.72661972,5.136619568,0.053286266
2984,57597,16454,1.379953027,26.75995445,103.1799622,208.8966675,299.3599854,340.2366333,281.3466492,191.0332947,113.2766266,44.72661972,5.136619568,0.053286266
2985,57598,16455,1.379952908,26.59328842,102.2132874,206.176651,295.2432556,337.0033264,278.9599304,190.2133026,112.5999451,44.07995605,5.083286762,0.053286266
2986,57599,16456,1.379952908,26.59328842,102.2132874,206.176651,295.2432556,337.0033264,278.9599304,190.2133026,112.5999451,44.07995605,5.083286762,0.053286266
2987,57600,16457,1.376619577,26.17995071,99.90660858,200.7566071,288.0966187,328.6899719,276.3766174,190.4033203,111.8466034,43.13661575,4.976618767,0.053286266
2988,57601,16458,1.376619577,26.17995071,99.90660858,200.7566071,288.0966187,328.6899719,276.3766174,190.4033203,111.8466034,43.13661575,4.976618767,0.053286266
2989,57617,16459,1.443286538,27.58328819,107.4632874,215.8499451,312.0499573,342.7400208,279.7699585,187.0733032,110.7899475,42.46662521,4.899953365,0.053286266
2990,57618,16460,1.443286538,27.58328819,107.4632874,215.8499451,312.0499573,342.7400208,279.7699585,187.0733032,110.7899475,42.46662521,4.899953365,0.053286266
2991,57619,16461,1.483286381,27.7099514,107.4399643,215.9999542,315.0033264,342.6933289,282.9899292,188.4599304,111.0066299,43.15661621,4.96995306,0.053286266
2992,57620,16462,1.483286381,27.7099514,107.4399643,215.9999542,315.0033264,342.6933289,282.9899292,188.4599304,111.0066299,43.15661621,4.96995306,0.053286266
2993,57621,16463,1.499953032,27.74328613,107.3599701,215.8233032,317.0432739,344.1166687,286.5899353,190.1166229,111.389946,43.49662018,5.003286839,0.056619599
2994,57622,16464,1.516619802,27.70661736,107.1799469,215.3132782,318.1599426,347.0199585,290.563324,192.0399475,112.0199432,43.49660873,5.026619434,0.066619597
2995,57623,16465,1.516619802,27.70661736,107.1799469,215.3132782,318.1599426,347.0199585,290.563324,192.0399475,112.0199432,43.49660873,5.026619434,0.066619597
2996,57624,16466,1.513286352,27.65328789,106.7199631,214.7099915,317.809967,350.8733215,291.9466248,191.3599548,111.549942,43.59995651,5.066619396,0.059952933
2997,57625,16467,1.513286352,27.65328789,106.7199631,214.7099915,317.809967,350.8733215,291.9466248,191.3599548,111.549942,43.59995651,5.066619396,0.059952933
2998,57626,16468,1.523286343,27.63661957,106.6032944,214.8366394,318.0732727,352.563324,294.663269,191.7733002,111.233284,43.62661362,5.083285809,0.059952933
2999,57627,16469,1.523286343,27.63661957,106.6032944,214.8366394,318.0732727,352.563324,294.663269,191.7733002,111.233284,43.62661362,5.083285809,0.059952933
3000,57628,16470,1.519953012,27.67328644,106.8266144,215.6699524,318.9732971,352.0499268,298.6766357,193.2499542,111.0599594,43.54995346,5.093286514,0.059952933
3001,57629,16471,1.519953012,27.67328644,106.8266144,215.6699524,318.9732971,352.0499268,298.6766357,193.2499542,111.0599594,43.54995346,5.093286514,0.059952933
3002,57630,16472,1.533286333,27.81328392,107.2032852,216.226593,318.543335,352.0166321,301.7633057,194.9632416,111.3032913,43.5399437,5.093286514,0.063286267
3003,57631,16473,1.533286333,27.81328392,107.2032852,216.226593,318.543335,352.0166321,301.7633057,194.9632416,111.3032913,43.5399437,5.093286514,0.063286267
3004,57632,16474,1.549952984,27.983284,107.6032944,216.7266083,318.0865784,351.4533081,303.3165894,196.5166168,111.9166107,43.59662247,5.129953861,0.066619605
3005,57633,16475,1.549952984,27.983284,107.6032944,216.7266083,318.0865784,351.4533081,303.3165894,196.5166168,111.9166107,43.59662247,5.129953861,0.066619605
3006,57634,16476,1.563286185,28.19995499,108.0366211,217.1932678,317.559967,350.4033508,303.3366089,197.8866119,112.8866043,43.71995163,5.136619568,0.066619605
3007,57635,16477,1.563286185,28.19995499,108.0366211,217.1932678,317.559967,350.4033508,303.3366089,197.8866119,112.8866043,43.71995163,5.136619568,0.066619605
3008,57636,16478,1.549952745,28.23662186,107.8599548,217.0832825,315.0599976,349.7832642,301.3633118,196.8432922,112.8232803,43.63328552,5.129953384,0.066619605
3009,57637,16479,1.536619425,28.1866169,107.39328,216.6533051,313.6466064,348.9932861,299.4599915,196.1632843,112.4832764,43.53327942,5.093286991,0.066619605
3010,57649,16480,1.416619658,27.01661873,103.0566101,211.4833069,304.2733154,328.1099548,282.5866394,189.5366516,108.6232834,41.36661911,4.75661993,0.059952933
3011,57650,16481,1.416619658,27.01661873,103.0566101,211.4833069,304.2733154,328.1099548,282.5866394,189.5366516,108.6232834,41.36661911,4.75661993,0.059952933
3012,57651,16482,1.406619549,27.03995323,103.2199631,211.4499359,302.8199463,322.4599304,277.6966858,189.2966156,108.4299393,41.06328583,4.746619701,0.056619599
3013,57652,16483,1.419953108,27.09662056,103.4099503,211.406601,301.9299622,323.8266296,275.6499634,187.6132813,107.9799576,40.74661636,4.723286152,0.059952933
3014,57653,16484,1.419953108,27.09662056,103.4099503,211.406601,301.9299622,323.8266296,275.6499634,187.6132813,107.9799576,40.74661636,4.723286152,0.059952933
3015,57654,16485,1.419953108,27.19995308,103.6132736,211.1766205,301.0932617,328.6132813,278.103241,188.5199432,108.389946,40.72994614,4.709953308,0.063286267
3016,57655,16486,1.419953108,27.19995308,103.6132736,211.1766205,301.0932617,328.6132813,278.103241,188.5199432,108.389946,40.72994614,4.709953308,0.063286267
3017,57661,16487,1.429952979,27.19661713,103.1632996,210.2799683,306.7865906,353.2132568,299.1900024,202.4633026,116.2366028,43.90662003,4.736619473,0.05995293
3018,57662,16488,1.44661963,27.52328491,104.3099518,212.2099609,306.769989,348.6132813,290.1399536,195.0666199,110.0999603,41.57995224,4.766619682,0.05995293
3019,57663,16489,1.44661963,27.52328491,104.3099518,212.2099609,306.769989,348.6132813,290.1399536,195.0666199,110.0999603,41.57995224,4.766619682,0.05995293
3020,57664,16490,1.466619849,27.06995201,101.9432831,209.3066254,306.7832947,351.0699463,291.5566711,203.4099579,117.7699432,44.08328629,4.78662014,0.063286267
3021,57665,16491,1.466619849,27.06995201,101.9432831,209.3066254,306.7832947,351.0699463,291.5566711,203.4099579,117.7699432,44.08328629,4.78662014,0.063286267
3022,57666,16492,1.459953189,26.59328651,99.779953,206.8899384,305.603302,351.0432739,290.3966064,206.9899445,121.1899414,45.16661453,4.796620369,0.05995293
3023,57667,16493,1.46661973,26.0532856,97.80995178,204.9866333,303.2599182,348.5133057,286.6832886,205.7966461,120.3299484,44.83327866,4.783286572,0.05995293
3024,57668,16494,1.46661973,26.0532856,97.80995178,204.9866333,303.2599182,348.5133057,286.6832886,205.7966461,120.3299484,44.83327866,4.783286572,0.05995293
3025,57669,16495,1.466619849,25.8499527,96.59329224,203.9199677,301.8599854,348.2566528,288.3266296,206.4333038,120.5066147,44.54328537,4.763287067,0.053286266
3026,57670,16496,1.466619849,25.8499527,96.59329224,203.9199677,301.8599854,348.2566528,288.3266296,206.4333038,120.5066147,44.54328537,4.763287067,0.053286266
3027,57671,16497,1.45661974,25.83994865,96.21994781,203.7733307,301.1499634,348.2966614,290.2366333,207.4933167,120.5199509,44.34328842,4.776619434,0.059952933
3028,57672,16498,1.45661974,25.83994865,96.21994781,203.7733307,301.1499634,348.2966614,290.2366333,207.4933167,120.5199509,44.34328842,4.776619434,0.059952933
3029,57673,16499,1.44661963,26.00662041,96.75660706,204.5899353,301.1065979,348.5932922,292.3866272,208.9566345,120.3132858,44.1866188,4.789953232,0.056619599
3030,57674,16500,1.44661963,26.00662041,96.75660706,204.5899353,301.1065979,348.5932922,292.3866272,208.9566345,120.3132858,44.1866188,4.789953232,0.056619599
3031,57675,16501,1.439953089,26.37995148,98.45327759,207.0599518,305.9766235,353.3833313,302.8265991,212.3532867,121.7032852,44.65662003,4.809952736,0.056619599
3032,57676,16502,1.439953089,26.37995148,98.45327759,207.0599518,305.9766235,353.3833313,302.8265991,212.3532867,121.7032852,44.65662003,4.809952736,0.056619599
3033,57677,16503,1.383286357,26.64328194,100.5799561,210.3399811,310.789978,355.7366638,309.8466492,211.7832794,119.6599655,44.5832901,4.746620178,0.063286267
3034,57678,16504,1.383286357,26.64328194,100.5799561,210.3399811,310.789978,355.7366638,309.8466492,211.7832794,119.6599655,44.5832901,4.746620178,0.063286267
3035,57679,16505,1.276619554,26.76661873,103.1299515,214.4299469,315.5533142,355.6865845,313.4533081,207.2899933,114.1932907,43.97661972,4.573286533,0.056619599
3036,57683,16506,1.46995306,27.99661827,105.7999573,215.3866272,316.4499817,352.3733215,303.5599976,206.383255,116.073288,44.58327484,4.983286381,0.053286266
3037,57684,16507,1.479953051,27.89995766,104.5666199,211.1732941,311.3432922,350.2566834,298.6533508,209.0432739,122.3432922,45.52327347,5.003286362,0.053286266
3038,57685,16508,1.479953051,27.89995766,104.5666199,211.1732941,311.3432922,350.2566834,298.6533508,209.0432739,122.3432922,45.52327347,5.003286362,0.053286266
3039,57686,16509,1.496619701,27.7566185,103.7732849,208.7732697,307.9966125,349.3566589,304.5632935,211.5566101,122.3432922,45.15327835,5.056619644,0.053286266
3040,57687,16510,1.496619701,27.7566185,103.7732849,208.7732697,307.9966125,349.3566589,304.5632935,211.5566101,122.3432922,45.15327835,5.056619644,0.053286266
3041,57688,16511,1.519953012,27.79328728,103.6666183,208.4832611,306.9299927,347.5566101,306.0332947,207.466629,117.5533066,44.24662018,5.106620312,0.053286266
3042,57689,16512,1.519953012,27.79328728,103.6666183,208.4832611,306.9299927,347.5566101,306.0332947,207.466629,117.5533066,44.24662018,5.106620312,0.053286266
3043,57690,16513,1.543286443,28.0532856,104.2732849,210.3066254,308.1600037,344.8266296,303.0533142,196.7866364,107.939949,42.77994919,5.173286915,0.053286266
3044,57691,16514,1.543286443,28.0532856,104.2732849,210.3066254,308.1600037,344.8266296,303.0533142,196.7866364,107.939949,42.77994919,5.173286915,0.053286266
3045,57692,16515,1.526619673,26.86328506,99.05329132,201.9599609,299.6799622,343.7399292,304.5166016,207.7499542,116.8132706,43.57995224,5.083286762,0.053286266
3046,57693,16516,1.526619673,26.86328506,99.05329132,201.9599609,299.6799622,343.7399292,304.5166016,207.7499542,116.8132706,43.57995224,5.083286762,0.053286266
3047,57694,16517,1.519953012,26.29995155,96.68994904,198.009964,295.413269,342.5433044,301.8865967,209.4732819,120.6299515,44.14328766,5.009953499,0.053286266
3048,57695,16518,1.519953012,26.29995155,96.68994904,198.009964,295.413269,342.5433044,301.8865967,209.4732819,120.6299515,44.14328766,5.009953499,0.053286266
3049,57696,16519,1.513286471,26.30995369,97.17662048,198.5033112,295.353241,341.2632446,295.1732788,201.966629,119.3866119,44.43328476,4.976620674,0.066619597
3050,57697,16520,1.479953051,26.8266201,99.13994598,202.0699768,297.3432922,345.0499878,301.5732727,203.0565796,120.4799423,45.08661652,4.963286877,0.07328631
3051,57698,16521,1.479953051,26.8266201,99.13994598,202.0699768,297.3432922,345.0499878,301.5732727,203.0565796,120.4799423,45.08661652,4.963286877,0.07328631
3052,57699,16522,1.47328639,27.4432869,101.7332687,206.7633209,300.3599243,347.4832764,304.1099854,200.7199707,118.5599594,44.03661728,4.869953632,0.083286308
3053,57700,16523,1.47328639,27.4432869,101.7332687,206.7633209,300.3599243,347.4832764,304.1099854,200.7199707,118.5599594,44.03661728,4.869953632,0.083286308
3054,57701,16524,1.483286381,28.18662071,104.9632874,212.5765991,304.3699646,348.5833435,302.8132935,194.9832916,113.6266251,41.26329041,4.703286171,0.079952978
3055,57702,16525,1.483286381,28.18662071,104.9632874,212.5765991,304.3699646,348.5833435,302.8132935,194.9832916,113.6266251,41.26329041,4.703286171,0.079952978
3056,57703,16526,1.429953098,27.93328285,104.779953,212.0666046,300.8366089,343.206604,300.6133118,197.9799652,114.6866379,41.03661728,4.629951954,0.07328631
3057,57704,16527,1.429953098,27.93328285,104.779953,212.0666046,300.8366089,343.206604,300.6133118,197.9799652,114.6866379,41.03661728,4.629951954,0.07328631
3058,57705,16528,1.409953237,27.83995438,104.9432831,212.4166412,300.4399414,342.3067017,301.4799805,199.9032898,114.6732712,40.81995392,4.619952679,0.066619597
3059,57706,16529,1.409953237,27.83995438,104.9432831,212.4166412,300.4399414,342.3067017,301.4799805,199.9032898,114.6732712,40.81995392,4.619952679,0.066619597
3060,57707,16530,1.416619778,27.92662239,105.4532776,213.6532898,303.1866455,345.9166565,305.413269,200.7866364,113.5899582,40.58662033,4.653286457,0.073286317
3061,57708,16531,1.416619778,27.92662239,105.4532776,213.6532898,303.1866455,345.9166565,305.413269,200.7866364,113.5899582,40.58662033,4.653286457,0.073286317
3062,57709,16532,1.396619558,27.88661766,105.8232956,213.8966522,308.2166443,347.519989,295.0833435,192.6332703,111.2032852,41.24328613,4.703286171,0.079952978
3063,57710,16533,1.396619558,27.88661766,105.8232956,213.8966522,308.2166443,347.519989,295.0833435,192.6332703,111.2032852,41.24328613,4.703286171,0.079952978
3064,57711,16534,1.426619649,28.35328484,107.6032867,216.3733063,311.6865845,348.7666321,290.9499817,189.569931,110.5432968,41.6232872,4.809952736,0.083286308
3065,57712,16535,1.529953003,29.3199482,110.8032913,221.1166229,313.6199646,349.6732788,293.0533142,191.5765991,111.6232758,41.72328568,4.953286648,0.086619645
3066,57770,16536,1.126619458,21.19995308,76.56995392,156.4332886,228.7599335,275.7232971,243.3166046,175.72995,96.70661163,34.44328308,3.903286457,0.053286266
3067,57771,16537,1.116619468,20.63328743,74.92995453,151.9766388,223.4365845,270.8566284,240.7999878,173.4899597,95.11995697,34.24995422,3.846619368,0.053286266
3068,57798,16538,1.316619635,23.52328682,89.28994751,178.4432831,260.249939,302.519928,269.7333069,195.14328,108.7833023,39.79994965,4.673285961,0.083286315
3069,57799,16539,1.333286405,23.96661949,90.10996246,180.2866211,262.6166077,304.8432922,271.3265991,197.2399445,110.5599518,40.31661606,4.759953499,0.083286315
3070,57800,16540,1.333286405,23.96661949,90.10996246,180.2866211,262.6166077,304.8432922,271.3265991,197.2399445,110.5599518,40.31661606,4.759953499,0.083286315
3071,57801,16541,1.336619735,24.17661476,90.3599472,180.5632782,261.4533081,302.4533081,270.7666016,197.583252,111.3366241,40.42328644,4.753285885,0.083286315
3072,57802,16542,1.333286285,24.16995049,90.04995728,179.3266144,256.7066345,295.3566284,268.043335,196.1599579,111.1133041,40.1066246,4.686619282,0.083286315
3073,57803,16543,1.333286285,24.16995049,90.04995728,179.3266144,256.7066345,295.3566284,268.043335,196.1599579,111.1133041,40.1066246,4.686619282,0.083286315
3074,57804,16544,1.336619854,23.89995575,89.14328766,177.7366486,253.2199554,289.8966064,263.3233032,193.6399536,110.076622,39.89995193,4.666619301,0.079952978
3075,57805,16545,1.336619854,23.89995575,89.14328766,177.7366486,253.2199554,289.8966064,263.3233032,193.6399536,110.076622,39.89995193,4.666619301,0.079952978
3076,57806,16546,1.309952974,23.77662086,88.55996704,176.8299408,250.7866211,286.7566528,259.5066528,191.5832825,109.3466263,39.77328873,4.649952888,0.076619647
3077,57807,16547,1.309952974,23.77662086,88.55996704,176.8299408,250.7866211,286.7566528,259.5066528,191.5832825,109.3466263,39.77328873,4.649952888,0.076619647
3078,57808,16548,1.286619544,23.78328323,88.27994537,176.6299744,249.4466095,285.9666443,256.5766296,189.9866028,108.8999481,39.70328522,4.609952927,0.07328631
3079,57809,16549,1.286619544,23.78328323,88.27994537,176.6299744,249.4466095,285.9666443,256.5766296,189.9866028,108.8999481,39.70328522,4.609952927,0.07328631
3080,57810,16550,1.289953113,23.77995491,88.42328644,177.5166321,249.8166351,285.6599731,257.4065857,190.2599335,108.0799484,39.64328384,4.636619568,0.06995298
3081,57811,16551,1.289953113,23.77995491,88.42328644,177.5166321,249.8166351,285.6599731,257.4065857,190.2599335,108.0799484,39.64328384,4.636619568,0.06995298
3082,57833,16552,1.246619701,24.64995193,93.03327942,190.0633087,263.686615,290.4365845,265.333313,187.1699371,104.8166275,38.55661774,4.49328661,0.069952935
