OID,Id,ORIG_FID,vbdsf1,vbdsf2,vbdsf3,vbdsf4,vbdsf5,vbdsf6,vbdsf7,vbdsf8,vbdsf9,vbdsf10,vbdsf11,vbdsf12
0,53652,13470,2.846620798,12.58662224,34.3499527,56.11662674,72.27661896,80.89995575,69.73661804,50.07661819,34.40661621,17.09662056,4.416619778,1.203286886
1,53653,13471,2.806619883,12.26661968,33.83995056,55.27662277,72.44662476,81.85328674,70.46995544,50.40995407,35.23328781,16.97328568,4.279953957,1.173286796
2,53654,13472,2.806619883,12.26661968,33.83995056,55.27662277,72.44662476,81.85328674,70.46995544,50.40995407,35.23328781,16.97328568,4.279953957,1.173286796
3,53655,13473,2.753287077,11.83328724,33.12994766,54.53660965,72.82995605,82.9932785,71.96994781,51.26995087,36.40661621,17.21328735,4.296620369,1.173286796
4,53656,13474,2.753287077,11.83328724,33.12994766,54.53660965,72.82995605,82.9932785,71.96994781,51.26995087,36.40661621,17.21328735,4.296620369,1.173286796
5,53657,13475,2.673286915,11.31995201,32.17995453,53.88995361,73.41995239,84.33662415,74.23995972,52.61995316,37.92662048,17.8099556,4.476620674,1.183286667
6,53658,13476,2.673286915,11.31995201,32.17995453,53.88995361,73.41995239,84.33662415,74.23995972,52.61995316,37.92662048,17.8099556,4.476620674,1.183286667
7,53659,13477,2.696620226,11.11662006,31.87661552,54.3666153,73.60662079,85.05327606,73.96328735,53.99995041,38.07662201,17.65328598,4.576620579,1.186619997
8,53660,13478,2.696620226,11.11662006,31.87661552,54.3666153,73.60662079,85.05327606,73.96328735,53.99995041,38.07662201,17.65328598,4.576620579,1.186619997
9,53661,13479,2.913286924,11.84328556,33.87662125,58.0866127,77.66662598,87.72660828,76.233284,57.36328125,39.53328705,18.57995224,4.873287678,1.2932868
10,53662,13480,3.326620579,13.47995377,38.17328262,65.07328033,85.59329224,92.33995056,81.00328827,62.67995834,42.32661819,20.63328934,5.419953823,1.476620197
11,53663,13481,3.326620579,13.47995377,38.17328262,65.07328033,85.59329224,92.33995056,81.00328827,62.67995834,42.32661819,20.63328934,5.419953823,1.476620197
12,53664,13482,3.266619921,13.38662052,38.08661652,63.76328278,86.40995789,94.59329224,82.02328491,63.97994614,42.76661682,20.74995041,5.449953079,1.393286824
13,53665,13483,3.266619921,13.38662052,38.08661652,63.76328278,86.40995789,94.59329224,82.02328491,63.97994614,42.76661682,20.74995041,5.449953079,1.393286824
14,53666,13484,3.013286591,12.4432869,35.72328568,59.85328674,83.33995056,92.6199646,80.17662048,62.91328812,41.66328049,19.79995537,5.159953594,1.249953628
15,53667,13485,3.013286591,12.4432869,35.72328568,59.85328674,83.33995056,92.6199646,80.17662048,62.91328812,41.66328049,19.79995537,5.159953594,1.249953628
16,53668,13486,2.596619844,10.62328625,31.11328506,53.30662155,76.32995605,86.46327209,75.43995667,59.53328705,39.04995346,17.77328682,4.62662077,1.05328691
17,53669,13487,2.596619844,10.62328625,31.11328506,53.30662155,76.32995605,86.46327209,75.43995667,59.53328705,39.04995346,17.77328682,4.62662077,1.05328691
18,53670,13488,2.496620417,9.913286209,29.85995483,51.62994766,73.48661804,84.96995544,75.19661713,58.6399498,38.0066185,16.86662102,4.449953556,1.009953499
19,53671,13489,2.496620417,9.913286209,29.85995483,51.62994766,73.48661804,84.96995544,75.19661713,58.6399498,38.0066185,16.86662102,4.449953556,1.009953499
20,53672,13490,2.416619778,9.553286552,29.06995583,50.76328659,71.68328094,84.04994965,74.99996185,58.07328796,37.05995178,16.26328659,4.323286533,0.993286669
21,53673,13491,2.416619778,9.553286552,29.06995583,50.76328659,71.68328094,84.04994965,74.99996185,58.07328796,37.05995178,16.26328659,4.323286533,0.993286669
22,53675,13492,2.359953403,9.556621552,28.73995018,50.68994904,70.91995239,83.71328735,74.87661743,57.87662125,36.19329071,15.96995163,4.236620426,0.996620059
23,53676,13493,2.189953566,9.459952354,28.03328705,50.34995651,70.43328094,82.97661591,74.87661743,57.25995255,35.09661865,15.34995174,4.126619816,0.933286846
24,53678,13494,2.066620111,9.406620979,27.88995171,50.95995331,71.90329742,84.25328827,76.85328674,57.85662079,34.52661896,14.92995262,4.039954185,0.889953494
25,53679,13495,1.999953508,9.406620979,28.30328751,52.52995682,75.30662537,87.48995209,80.75662994,59.64661789,34.48661804,14.71661663,3.946619987,0.853286803
26,53680,13496,1.999953508,9.406620979,28.30328751,52.52995682,75.30662537,87.48995209,80.75662994,59.64661789,34.48661804,14.71661663,3.946619987,0.853286803
27,53681,13497,1.836620092,8.946619987,26.65328598,51.51662064,74.81328583,86.19662476,80.04994965,59.07661819,32.85995102,13.83995342,3.626620054,0.76328671
28,53682,13498,1.836620092,8.946619987,26.65328598,51.51662064,74.81328583,86.19662476,80.04994965,59.07661819,32.85995102,13.83995342,3.626620054,0.76328671
29,53683,13499,1.833286524,8.89662075,25.91995049,51.93995285,75.30661011,86.26994324,80.25996399,59.17328644,32.05662155,13.17995262,3.439953327,0.723286748
30,53684,13500,1.833286524,8.89662075,25.91995049,51.93995285,75.30661011,86.26994324,80.25996399,59.17328644,32.05662155,13.17995262,3.439953327,0.723286748
31,53685,13501,1.963286757,9.276621819,26.07328606,53.81995773,76.76329041,87.73329163,81.37328339,59.97661591,32.05328751,12.75328636,3.356620312,0.743286729
32,53686,13502,1.963286757,9.276621819,26.07328606,53.81995773,76.76329041,87.73329163,81.37328339,59.97661591,32.05328751,12.75328636,3.356620312,0.743286729
33,53687,13503,1.999953151,9.506620407,26.18328667,54.90328598,78.03329468,89.2599411,80.64662933,60.2166214,32.13661957,12.43328667,3.376620531,0.779953539
34,53688,13504,1.999953151,9.506620407,26.18328667,54.90328598,78.03329468,89.2599411,80.64662933,60.2166214,32.13661957,12.43328667,3.376620531,0.779953539
35,53689,13505,2.25995326,10.59328747,28.23995018,58.32328796,80.92662811,91.53661346,81.15995026,61.81328201,33.98328781,13.45328617,3.703287363,0.916620135
36,53690,13506,2.25995326,10.59328747,28.23995018,58.32328796,80.92662811,91.53661346,81.15995026,61.81328201,33.98328781,13.45328617,3.703287363,0.916620135
37,53691,13507,2.689953089,12.53661919,32.25995255,64.07328796,85.46662903,94.5666275,82.87661743,64.76329041,37.59662247,15.8266201,4.366620064,1.149953485
38,53692,13508,2.943286896,13.42328739,34.46995544,65.79328918,87.17662811,97.21662903,84.67662811,67.24662018,39.96328354,17.42995262,4.869953632,1.323286772
39,53693,13509,2.943286896,13.42328739,34.46995544,65.79328918,87.17662811,97.21662903,84.67662811,67.24662018,39.96328354,17.42995262,4.869953632,1.323286772
40,53694,13510,3.019953489,13.47328663,34.39661789,65.11994934,86.39994812,97.10664368,85.16329193,68.44661713,41.40662003,18.19995117,5.033287525,1.386620164
41,53695,13511,3.019953489,13.47328663,34.39661789,65.11994934,86.39994812,97.10664368,85.16329193,68.44661713,41.40662003,18.19995117,5.033287525,1.386620164
42,53696,13512,2.899953127,12.64995289,32.08328247,61.98661804,83.18996429,94.23661804,84.36327362,68.36328125,41.92328262,18.10995293,4.876619816,1.366620183
43,53697,13513,2.899953127,12.64995289,32.08328247,61.98661804,83.18996429,94.23661804,84.36327362,68.36328125,41.92328262,18.10995293,4.876619816,1.366620183
44,53698,13514,2.843286991,12.20995522,31.10995483,61.11329269,82.36995697,92.60328674,84.36328888,67.93662262,41.96995544,17.9832859,4.776620388,1.329953671
45,53699,13515,2.843286991,12.20995522,31.10995483,61.11329269,82.36995697,92.60328674,84.36328888,67.93662262,41.96995544,17.9832859,4.776620388,1.329953671
46,53700,13516,2.906620026,12.4366188,31.93662071,62.04996109,83.72327423,93.40994263,85.69661713,68.42327118,42.49661636,18.14328766,4.926620483,1.379953384
47,53701,13517,2.906620026,12.4366188,31.93662071,62.04996109,83.72327423,93.40994263,85.69661713,68.42327118,42.49661636,18.14328766,4.926620483,1.379953384
48,53702,13518,3.123286724,13.31328392,34.54994965,64.82662964,87.24329376,96.483284,88.39329529,69.80995178,43.48328781,18.52995491,5.289953709,1.503286481
49,53703,13519,3.123286724,13.31328392,34.54994965,64.82662964,87.24329376,96.483284,88.39329529,69.80995178,43.48328781,18.52995491,5.289953709,1.503286481
50,53704,13520,3.369953632,13.86995316,36.58329391,67.78995514,91.31994629,100.8966064,91.80995941,71.57662201,44.72328568,19.10328865,5.626619339,1.629953504
51,53705,13521,3.369953632,13.86995316,36.58329391,67.78995514,91.31994629,100.8966064,91.80995941,71.57662201,44.72328568,19.10328865,5.626619339,1.629953504
52,53706,13522,3.543287516,14.09328556,37.63661957,69.25328827,93.72661591,103.0299606,93.97329712,72.15328979,45.33995819,19.43328667,5.743287086,1.676620007
53,53707,13523,3.599953413,13.9399519,37.73994827,69.25662231,94.47995758,102.916626,94.91661072,71.53662872,45.33995438,19.50328827,5.669953823,1.693286896
54,53708,13524,3.599953413,13.9399519,37.73994827,69.25662231,94.47995758,102.916626,94.91661072,71.53662872,45.33995438,19.50328827,5.669953823,1.693286896
55,53709,13525,3.326620579,12.88328552,35.3899498,66.19662476,92.65995789,102.1366119,94.0632782,70.38996124,44.28329086,18.86995316,5.266620159,1.563286543
56,53710,13526,3.326620579,12.88328552,35.3899498,66.19662476,92.65995789,102.1366119,94.0632782,70.38996124,44.28329086,18.86995316,5.266620159,1.563286543
57,53711,13527,3.099953175,12.02328587,33.28661728,63.24661636,90.17660522,100.5599594,92.81328583,68.92995453,43.15995026,18.38328743,4.939952374,1.426620483
58,53712,13528,3.099953175,12.02328587,33.28661728,63.24661636,90.17660522,100.5599594,92.81328583,68.92995453,43.15995026,18.38328743,4.939952374,1.426620483
59,53713,13529,2.896620274,11.36328602,31.44661903,60.3599472,87.07327271,98.22995758,91.1466217,67.16329193,41.90995789,18.0066185,4.676620007,1.316620111
60,53714,13530,2.896620274,11.36328602,31.44661903,60.3599472,87.07327271,98.22995758,91.1466217,67.16329193,41.90995789,18.0066185,4.676620007,1.316620111
61,53715,13531,3.039953709,11.89995384,32.01995087,59.74328995,85.85996246,98.55329895,91.18994141,67.49662018,41.86328506,18.2799511,4.876620293,1.369953513
62,53716,13532,3.039953709,11.89995384,32.01995087,59.74328995,85.85996246,98.55329895,91.18994141,67.49662018,41.86328506,18.2799511,4.876620293,1.369953513
63,53717,13533,3.266620398,12.62995529,33.07994843,60.32662201,85.89328003,98.64661407,90.85662079,67.48995209,42.12662506,18.78995323,5.113286972,1.429953456
64,53718,13534,3.266620398,12.62995529,33.07994843,60.32662201,85.89328003,98.64661407,90.85662079,67.48995209,42.12662506,18.78995323,5.113286972,1.429953456
65,53719,13535,3.53662014,13.54995251,34.6399498,62.10328674,87.16327667,98.49328613,90.10329437,67.09662628,42.6766243,19.49995613,5.416620255,1.52662015
66,53720,13536,3.53662014,13.54995251,34.6399498,62.10328674,87.16327667,98.49328613,90.10329437,67.09662628,42.6766243,19.49995613,5.416620255,1.52662015
67,53721,13537,3.589953661,13.98328781,35.58995438,62.9366188,88.90662384,100.369957,92.12662506,68.28995514,43.83995438,19.92661667,5.566620827,1.52662003
68,53722,13538,3.50995326,14.00995255,35.69995499,63.17327881,90.29328156,102.343277,94.27661133,69.79994965,44.60995865,19.97662163,5.636619568,1.473286867
69,53723,13539,3.50995326,14.00995255,35.69995499,63.17327881,90.29328156,102.343277,94.27661133,69.79994965,44.60995865,19.97662163,5.636619568,1.473286867
70,53724,13540,3.326619864,13.69328403,34.93995285,62.77995682,91.37329102,104.3999481,96.58327484,71.6466217,44.96995926,19.63995361,5.616621017,1.383286953
71,53725,13541,3.326619864,13.69328403,34.93995285,62.77995682,91.37329102,104.3999481,96.58327484,71.6466217,44.96995926,19.63995361,5.616621017,1.383286953
72,53739,13542,2.766620398,12.45662022,32.76660919,62.83328629,85.57327271,95.25328827,82.15994263,59.10661697,30.01662254,12.84328365,3.659953594,1.176620007
73,53740,13543,2.766620398,12.45662022,32.76660919,62.83328629,85.57327271,95.25328827,82.15994263,59.10661697,30.01662254,12.84328365,3.659953594,1.176620007
74,53741,13544,2.503287077,11.67328739,31.86662102,62.11662292,82.35995483,91.6266098,80.99996185,57.4432869,29.21328354,12.69661808,3.646620512,1.076620102
75,53742,13545,2.503287077,11.67328739,31.86662102,62.11662292,82.35995483,91.6266098,80.99996185,57.4432869,29.21328354,12.69661808,3.646620512,1.076620102
76,53743,13546,2.859953403,13.0066185,34.65328598,65.60328674,88.37995148,101.7832947,92.18330383,66.06994629,37.3732872,16.55995369,4.669953823,1.323286891
77,53744,13547,2.859953403,13.0066185,34.65328598,65.60328674,88.37995148,101.7832947,92.18330383,66.06994629,37.3732872,16.55995369,4.669953823,1.323286891
78,53745,13548,3.236620188,14.19662094,37.1066246,68.51994324,92.61329651,106.9266205,98.31996155,70.6166153,42.46661758,18.93662071,5.373287678,1.50995338
79,53746,13549,3.236620188,14.19662094,37.1066246,68.51994324,92.61329651,106.9266205,98.31996155,70.6166153,42.46661758,18.93662071,5.373287678,1.50995338
80,53747,13550,3.599953413,15.18328667,39.25995255,70.8499527,95.05661774,107.0999527,99.34662628,71.08328247,44.483284,19.82328415,5.783287048,1.653286815
81,53748,13551,3.599953413,15.18328667,39.25995255,70.8499527,95.05661774,107.0999527,99.34662628,71.08328247,44.483284,19.82328415,5.783287048,1.653286815
82,53749,13552,3.539953709,14.42328453,37.90661621,68.48995972,91.27330017,101.4699478,94.65329742,67.86329651,42.60661316,18.32995605,5.459953308,1.623286963
83,53750,13553,3.539953709,14.42328453,37.90661621,68.48995972,91.27330017,101.4699478,94.65329742,67.86329651,42.60661316,18.32995605,5.459953308,1.623286963
84,53753,13554,2.876620054,10.7332859,30.61328506,59.29995346,80.87995911,92.68995667,89.27329254,64.89994049,39.69661331,15.99995136,4.643286705,1.399953365
85,53754,13555,2.839952946,10.76995277,30.53995323,58.16994476,81.43328094,91.27994537,87.3932724,64.38661957,39.16329193,15.83995152,4.506620884,1.346620083
86,53755,13556,2.839952946,10.76995277,30.53995323,58.16994476,81.43328094,91.27994537,87.3932724,64.38661957,39.16329193,15.83995152,4.506620884,1.346620083
87,53756,13557,2.936620235,11.44662094,31.65662003,58.16328812,81.52661133,87.82661438,83.78994751,62.09995651,36.80662155,15.18995285,4.263287544,1.266619921
88,53816,13558,2.703286648,11.90662003,30.67661858,56.88329315,79.99995422,85.15330505,80.09663391,64.65995026,37.66661835,17.60995102,4.803286552,1.156619906
89,53817,13559,2.703286648,11.90662003,30.67661858,56.88329315,79.99995422,85.15330505,80.09663391,64.65995026,37.66661835,17.60995102,4.803286552,1.156619906
90,53818,13560,2.683286428,11.87328625,30.07662392,56.86995316,80.04328156,85.75328827,80.1199646,64.87995148,37.84328842,17.55328751,4.823286533,1.136620045
91,53824,13561,2.603286982,11.68328667,28.65328789,56.07328415,81.90995789,90.43663025,83.11995697,65.44661713,37.733284,16.68995476,4.689953804,1.126620054
92,53825,13562,2.603286982,11.68328667,28.65328789,56.07328415,81.90995789,90.43663025,83.11995697,65.44661713,37.733284,16.68995476,4.689953804,1.126620054
93,53826,13563,2.653286695,11.89328671,29.21328545,56.91328049,83.97994995,92.88661194,86.09328461,66.13327789,38.41662216,16.79328537,4.839952946,1.193286657
94,53827,13564,2.729953766,12.36662102,30.93661499,59.36662292,86.99996948,97.16996002,88.98329163,67.50328827,40.08662415,17.58662033,4.939953327,1.236619949
95,53828,13565,2.729953766,12.36662102,30.93661499,59.36662292,86.99996948,97.16996002,88.98329163,67.50328827,40.08662415,17.58662033,4.939953327,1.236619949
96,53829,13566,2.763286829,12.68995476,32.58995056,61.17662811,89.14994812,99.07327271,90.13661194,68.42995453,41.26328659,18.15662003,4.979952812,1.26995337
97,53830,13567,2.763286829,12.68995476,32.58995056,61.17662811,89.14994812,99.07327271,90.13661194,68.42995453,41.26328659,18.15662003,4.979952812,1.26995337
98,53831,13568,2.799953222,12.85662174,34.14995575,62.33995438,90.42995453,98.56328583,89.57660675,68.88328552,41.90328598,18.50995445,5.003287315,1.296620131
99,53832,13569,2.799953222,12.85662174,34.14995575,62.33995438,90.42995453,98.56328583,89.57660675,68.88328552,41.90328598,18.50995445,5.003287315,1.296620131
100,53833,13570,3.019953489,13.73328686,36.36662674,65.71995544,93.76329041,99.33995056,90.23661041,69.1199646,44.37994766,19.86662483,5.336619377,1.439953327
101,53834,13571,3.019953489,13.73328686,36.36662674,65.71995544,93.76329041,99.33995056,90.23661041,69.1199646,44.37994766,19.86662483,5.336619377,1.439953327
102,53835,13572,2.946620226,13.27662182,35.91994858,65.27661896,93.76994324,99.48660278,91.12661743,69.15328217,44.62661362,19.64662361,5.209954262,1.409953475
103,53836,13573,2.946620226,13.27662182,35.91994858,65.27661896,93.76994324,99.48660278,91.12661743,69.15328217,44.62661362,19.64662361,5.209954262,1.409953475
104,53837,13574,2.579953909,11.45661926,32.75328827,61.04996109,90.4499588,99.03995514,92.25662231,68.97661591,42.65995789,17.86328506,4.593286514,1.246620059
105,53838,13575,2.579953909,11.45661926,32.75328827,61.04996109,90.4499588,99.03995514,92.25662231,68.97661591,42.65995789,17.86328506,4.593286514,1.246620059
106,53839,13576,2.499953508,11.03328609,31.64995193,60.74995041,90.86327362,101.2032776,96.00996399,71.53328705,42.4066124,17.11661911,4.459953785,1.209953427
107,53840,13577,2.499953508,11.03328609,31.64995193,60.74995041,90.86327362,101.2032776,96.00996399,71.53328705,42.4066124,17.11661911,4.459953785,1.209953427
108,53842,13578,2.709953308,12.44662189,34.85328674,65.47995758,95.84994507,106.0099411,100.2466202,73.44662476,44.24995041,17.8099556,4.663286686,1.30328691
109,53843,13579,2.709953308,12.44662189,34.85328674,65.47995758,95.84994507,106.0099411,100.2466202,73.44662476,44.24995041,17.8099556,4.663286686,1.30328691
110,53844,13580,3.096620321,13.26328754,36.83662033,68.16995239,97.91662598,105.6966171,98.66993713,72.16661835,45.61994934,19.48662186,5.10328722,1.459953547
111,53845,13581,3.096620321,13.26328754,36.83662033,68.16995239,97.91662598,105.6966171,98.66993713,72.16661835,45.61994934,19.48662186,5.10328722,1.459953547
112,53846,13582,3.163286924,13.14662075,36.90995407,68.07994843,97.03993988,103.373291,96.18994904,70.6466217,45.81661606,19.9832859,5.173287392,1.459953427
113,53847,13583,3.163286924,13.14662075,36.90995407,68.07994843,97.03993988,103.373291,96.18994904,70.6466217,45.81661606,19.9832859,5.173287392,1.459953427
114,53848,13584,2.933287382,12.10995293,35.05995178,65.23661041,93.22328186,99.07994843,92.779953,68.87329102,44.88328171,19.30661964,4.883285999,1.356619954
115,53849,13585,2.933287382,12.10995293,35.05995178,65.23661041,93.22328186,99.07994843,92.779953,68.87329102,44.88328171,19.30661964,4.883285999,1.356619954
116,53850,13586,2.753286839,11.51661778,33.61995316,63.01995468,90.34996796,95.73329926,90.10995483,67.55328369,43.94994736,18.57661819,4.649954796,1.279953361
117,53851,13587,2.753286839,11.51661778,33.61995316,63.01995468,90.34996796,95.73329926,90.10995483,67.55328369,43.94994736,18.57661819,4.649954796,1.279953361
118,53852,13588,2.653286934,11.3932848,32.69328308,61.57328415,87.85995483,92.85662079,87.51329041,66.29995728,43.08661652,18.16662025,4.576620102,1.246620178
119,53853,13589,2.653286934,11.3932848,32.69328308,61.57328415,87.85995483,92.85662079,87.51329041,66.29995728,43.08661652,18.16662025,4.576620102,1.246620178
120,53854,13590,2.676620007,11.74328709,32.28661728,60.88661957,85.75995636,90.40329742,85.0666275,65.08328247,42.2566185,18.05994987,4.659953117,1.226620078
121,53855,13591,2.676620007,11.74328709,32.28661728,60.88661957,85.75995636,90.40329742,85.0666275,65.08328247,42.2566185,18.05994987,4.659953117,1.226620078
122,53856,13592,2.683286428,11.99995327,32.12662125,60.91994858,85.0466156,90.52329254,84.58328247,65.3499527,41.67661667,18.01995277,4.746620178,1.239953399
123,53857,13593,2.673286915,11.97662067,31.5999527,60.30662537,84.25660706,90.42329407,84.42328644,65.24328613,40.88327789,17.86328697,4.726620197,1.199953437
124,53858,13594,2.673286915,11.97662067,31.5999527,60.30662537,84.25660706,90.42329407,84.42328644,65.24328613,40.88327789,17.86328697,4.726620197,1.199953437
125,53859,13595,2.589953661,11.63662148,30.71661949,59.04994202,83.3866272,90.01993561,84.60328674,64.73995972,39.91328049,17.58662033,4.599953175,1.136619926
126,53860,13596,2.589953661,11.63662148,30.71661949,59.04994202,83.3866272,90.01993561,84.60328674,64.73995972,39.91328049,17.58662033,4.599953175,1.136619926
127,53861,13597,2.523286581,11.27328491,30.49661636,58.3599472,82.92996216,89.25661469,85.12662506,64.779953,39.55994797,17.4432869,4.576620102,1.073286772
128,53862,13598,2.523286581,11.27328491,30.49661636,58.3599472,82.92996216,89.25661469,85.12662506,64.779953,39.55994797,17.4432869,4.576620102,1.073286772
129,53863,13599,2.53662014,11.32328701,30.80661964,58.5232811,82.89660645,88.63994598,85.44328308,64.80329132,39.50328445,17.52328491,4.586620808,1.033286929
130,53864,13600,2.53662014,11.32328701,30.80661964,58.5232811,82.89660645,88.63994598,85.44328308,64.80329132,39.50328445,17.52328491,4.586620808,1.033286929
131,53865,13601,2.609954119,11.81661892,31.61994743,59.57661819,83.3332901,88.15329742,85.5466156,64.82328033,39.77328873,17.83662224,4.629953861,1.03995347
132,53866,13602,2.609954119,11.81661892,31.61994743,59.57661819,83.3332901,88.15329742,85.5466156,64.82328033,39.77328873,17.83662224,4.629953861,1.03995347
133,53867,13603,2.596620083,12.08995342,31.9832859,60.19662094,83.95664215,88.40327454,85.26661682,64.95995331,39.61661911,17.77995491,4.67661953,1.079953551
134,53868,13604,2.596620083,12.08995342,31.9832859,60.19662094,83.95664215,88.40327454,85.26661682,64.95995331,39.61661911,17.77995491,4.67661953,1.079953551
135,53869,13605,2.48995328,11.80661869,31.38328362,59.92327881,83.79662323,88.8499527,85.09327698,65.14329529,39.33661652,17.4366188,4.549953938,1.079953551
136,53870,13606,2.48995328,11.80661869,31.38328362,59.92327881,83.79662323,88.8499527,85.09327698,65.14329529,39.33661652,17.4366188,4.549953938,1.079953551
137,53871,13607,2.296620131,10.9432869,29.78994942,58.7399559,82.85328674,89.49994659,85.00328827,65.33995056,38.89995193,16.80328751,4.279953003,1.036619902
138,53872,13608,2.153286695,10.1666193,28.10661507,57.23995209,81.85328674,89.58995056,85.01994324,65.64329529,38.53327942,16.17662048,4.059953213,0.993286788
139,53873,13609,2.153286695,10.1666193,28.10661507,57.23995209,81.85328674,89.58995056,85.01994324,65.64329529,38.53327942,16.17662048,4.059953213,0.993286788
140,53874,13610,2.193286657,10.12995434,28.0299511,56.80995178,81.45329285,89.27329254,84.8666153,65.55995178,38.21328354,16.02661896,4.099954128,1.039953351
141,53875,13611,2.193286657,10.12995434,28.0299511,56.80995178,81.45329285,89.27329254,84.8666153,65.55995178,38.21328354,16.02661896,4.099954128,1.039953351
142,53876,13612,2.443286657,10.8932848,29.52661896,57.46327972,81.64329529,88.50995636,84.51660919,65.11995697,37.91995621,16.36328506,4.383286953,1.159953356
143,53877,13613,2.443286657,10.8932848,29.52661896,57.46327972,81.64329529,88.50995636,84.51660919,65.11995697,37.91995621,16.36328506,4.383286953,1.159953356
144,53878,13614,2.803286552,12.2566185,32.47661591,59.9366188,83.24662781,89.66329956,84.79662323,65.25661469,38.37995148,17.35662079,4.809954166,1.356620312
145,53879,13615,2.803286552,12.2566185,32.47661591,59.9366188,83.24662781,89.66329956,84.79662323,65.25661469,38.37995148,17.35662079,4.809954166,1.356620312
146,53880,13616,3.019953489,12.9399538,34.19995499,61.24328995,83.59328461,90.62329102,85.27329254,65.12328339,38.70995712,18.00328827,5.049953938,1.476620078
147,53881,13617,3.019953489,12.9399538,34.19995499,61.24328995,83.59328461,90.62329102,85.27329254,65.12328339,38.70995712,18.00328827,5.049953938,1.476620078
148,53882,13618,3.096620083,12.91995144,34.74328613,61.34994888,82.70995331,91.30993652,85.91995239,64.71994781,38.93995285,18.31995392,5.126619816,1.499953389
149,53883,13619,3.096620083,12.91995144,34.74328613,61.34994888,82.70995331,91.30993652,85.91995239,64.71994781,38.93995285,18.31995392,5.126619816,1.499953389
150,53884,13620,2.876619816,11.81328678,32.78661728,59.53995514,81.52327728,91.60327148,86.75328064,64.28994751,38.53328323,17.64995384,4.846619606,1.403286815
151,53885,13621,2.876619816,11.81328678,32.78661728,59.53995514,81.52327728,91.60327148,86.75328064,64.28994751,38.53328323,17.64995384,4.846619606,1.403286815
152,53886,13622,2.766620159,11.11995316,31.39661789,58.07661819,80.35662079,91.47995758,86.97329712,63.64995575,38.3599472,17.02661896,4.679953575,1.346620083
153,53887,13623,2.753287554,10.81328678,30.53661728,56.96995544,79.22995758,90.88661194,86.62328339,62.81329346,38.4432869,16.45328712,4.649953842,1.346619964
154,53888,13624,2.753287554,10.81328678,30.53661728,56.96995544,79.22995758,90.88661194,86.62328339,62.81329346,38.4432869,16.45328712,4.649953842,1.346619964
155,53889,13625,2.966620207,11.68328667,31.64995766,58.26661682,79.99994659,91.40662384,87.12327576,63.27996063,38.75328827,16.3732872,4.829954147,1.419953465
156,53890,13626,2.966620207,11.68328667,31.64995766,58.26661682,79.99994659,91.40662384,87.12327576,63.27996063,38.75328827,16.3732872,4.829954147,1.419953465
157,53891,13627,3.089953423,12.24995136,32.46995544,59.40328598,80.483284,91.89661407,87.26328278,63.51662064,39.04994965,16.41328812,4.936620235,1.473286867
158,53892,13628,3.089953423,12.24995136,32.46995544,59.40328598,80.483284,91.89661407,87.26328278,63.51662064,39.04994965,16.41328812,4.936620235,1.473286867
159,53893,13629,3.166619778,12.53995323,33.01328278,60.41661835,80.6799469,92.38327789,87.01326752,63.53995132,39.28995895,16.57995224,4.999954224,1.489953518
160,53894,13630,3.166619778,12.53995323,33.01328278,60.41661835,80.6799469,92.38327789,87.01326752,63.53995132,39.28995895,16.57995224,4.999954224,1.489953518
161,53895,13631,2.919953346,11.81995201,31.81328583,58.91328049,80.75328064,92.36328888,86.96327972,64.40662384,39.14995193,16.18995476,4.739953995,1.343286872
162,53896,13632,2.919953346,11.81995201,31.81328583,58.91328049,80.75328064,92.36328888,86.96327972,64.40662384,39.14995193,16.18995476,4.739953995,1.343286872
163,53897,13633,2.623287201,10.81995201,30.32995224,57.46328354,80.43661499,92.4499588,86.9299469,64.89994812,38.97995758,15.75995255,4.419953823,1.186620116
164,53898,13634,2.623287201,10.81995201,30.32995224,57.46328354,80.43661499,92.4499588,86.9299469,64.89994812,38.97995758,15.75995255,4.419953823,1.186620116
165,53899,13635,2.259953499,9.563288689,28.51995659,56.03328705,79.67328644,92.58663177,86.92996216,65.03995514,38.76661301,15.30328751,4.049953938,0.986620247
166,53900,13636,2.259953499,9.563288689,28.51995659,56.03328705,79.67328644,92.58663177,86.92996216,65.03995514,38.76661301,15.30328751,4.049953938,0.986620247
167,53901,13637,2.059953213,9.086620331,27.35995674,55.05661774,79.22660828,92.91661835,87.13329315,65.34662628,38.72328949,14.91995239,3.84328723,0.873286784
168,53902,13638,2.003287077,9.119952202,26.99995232,54.67661285,78.8132782,92.96660614,87.28994751,65.90995026,38.52661896,14.7566185,3.729953766,0.816620111
169,53903,13639,2.003287077,9.119952202,26.99995232,54.67661285,78.8132782,92.96660614,87.28994751,65.90995026,38.52661896,14.7566185,3.729953766,0.816620111
170,53904,13640,2.093286514,9.666622162,27.39995193,54.91328812,78.41329193,92.69995117,87.37329865,66.77662659,38.20994949,14.8032856,3.739954233,0.806620181
171,53905,13641,2.093286514,9.666622162,27.39995193,54.91328812,78.41329193,92.69995117,87.37329865,66.77662659,38.20994949,14.8032856,3.739954233,0.806620181
172,53906,13642,2.346619844,10.65662003,28.75995636,55.80662155,78.72995758,93.20661163,87.69328308,67.53994751,38.03328323,14.96328735,3.959953785,0.879953444
173,53907,13643,2.346619844,10.65662003,28.75995636,55.80662155,78.72995758,93.20661163,87.69328308,67.53994751,38.03328323,14.96328735,3.959953785,0.879953444
