OID,Id,ORIG_FID,vddsf1,vddsf2,vddsf3,vddsf4,vddsf5,vddsf6,vddsf7,vddsf8,vddsf9,vddsf10,vddsf11,vddsf12
2738,57235,16208,2.089952946,16.23661613,40.20661926,69.02329254,88.56994629,84.64328003,74.64995575,59.11995316,44.49661636,24.88661957,5.339952469,0.153285995
2739,57236,16209,2.106619596,16.20661926,39.58661652,68.08995056,88.60328674,90.25327301,75.76662445,59.24995041,44.32994843,25.06995392,5.309952736,0.153285995
2740,57237,16210,2.106619596,16.20661926,39.58661652,68.08995056,88.60328674,90.25327301,75.76662445,59.24995041,44.32994843,25.06995392,5.309952736,0.153285995
2741,57238,16211,2.109952927,16.16328812,39.02994919,67.36327362,88.50328064,92.14328766,76.3966217,59.05328369,43.80661774,24.9832859,5.276619911,0.153285995
2742,57239,16212,2.109952927,16.16328812,39.02994919,67.36327362,88.50328064,92.14328766,76.3966217,59.05328369,43.80661774,24.9832859,5.276619911,0.153285995
2743,57256,16213,0.956619084,13.11328506,37.46328354,65.92662048,82.78661346,85.47327423,72.84327698,53.983284,36.44661713,17.50995255,2.946619511,0.053286012
2744,57257,16214,0.943285823,12.88661766,36.37995148,63.46995163,81.19995117,84.65661621,74.529953,54.20661545,36.97328568,18.13328743,3.129952431,0.053286012
2745,57258,16215,0.943285823,12.88661766,36.37995148,63.46995163,81.19995117,84.65661621,74.529953,54.20661545,36.97328568,18.13328743,3.129952431,0.053286012
2746,57259,16216,0.939952433,12.89661789,36.34328461,63.12995529,82.57994843,85.18661499,75.1166153,54.51328659,37.36661911,18.49995232,3.163286448,0.053286012
2747,57260,16217,0.939952433,12.89661789,36.34328461,63.12995529,82.57994843,85.18661499,75.1166153,54.51328659,37.36661911,18.49995232,3.163286448,0.053286012
2748,57261,16218,0.939952433,12.92995071,36.46661758,63.11995316,83.76660919,85.92662811,75.82996368,55.28328705,37.80661774,18.68995285,3.179953337,0.053286012
2749,57262,16219,0.936619103,12.95995235,36.75994873,63.44995499,84.75327301,86.85327148,76.74995422,56.44661331,38.34328461,18.75662041,3.193286181,0.053286012
2750,57263,16220,0.936619103,12.95995235,36.75994873,63.44995499,84.75327301,86.85327148,76.74995422,56.44661331,38.34328461,18.75662041,3.193286181,0.053286012
2751,57264,16221,0.933285713,12.98661995,37.13662338,63.94994736,85.45996857,88.57662964,77.27994537,56.63328552,38.56328583,19.05994987,3.203285933,0.053286012
2752,57265,16222,0.933285713,12.98661995,37.13662338,63.94994736,85.45996857,88.57662964,77.27994537,56.63328552,38.56328583,19.05994987,3.203285933,0.053286012
2753,57266,16223,0.943285704,12.99661922,37.50995255,64.48661804,86.15328217,89.279953,78.23327637,57.01994705,38.54327774,19.25995064,3.219952583,0.053286012
2754,57267,16224,0.943285704,12.99661922,37.50995255,64.48661804,86.15328217,89.279953,78.23327637,57.01994705,38.54327774,19.25995064,3.219952583,0.053286012
2755,57268,16225,0.946619093,13.05995274,37.88328552,65.03328705,86.83328247,88.88996887,79.64661407,57.59661484,38.26328659,19.35995293,3.17995286,0.053286012
2756,57269,16226,0.946619093,13.05995274,37.88328552,65.03328705,86.83328247,88.88996887,79.64661407,57.59661484,38.26328659,19.35995293,3.17995286,0.053286012
2757,57270,16227,0.953285813,13.09328556,37.81662369,65.0199585,86.5632782,88.8499527,80.8966217,58.11994934,38.05662537,19.46994972,3.169952631,0.053286012
2758,57271,16228,0.953285813,13.09328556,37.81662369,65.0199585,86.5632782,88.8499527,80.8966217,58.11994934,38.05662537,19.46994972,3.169952631,0.053286012
2759,57272,16229,0.979952455,13.10995197,37.66661835,64.90994263,86.15661621,88.28995514,81.40995789,58.62662506,38.06662369,19.5532856,3.14661932,0.056619346
2760,57273,16230,0.979952455,13.10995197,37.66661835,64.90994263,86.15661621,88.28995514,81.40995789,58.62662506,38.06662369,19.5532856,3.14661932,0.056619346
2761,57274,16231,0.993285775,13.14661884,37.45661926,64.63661194,85.57662201,87.22994232,81.10995483,59.10995102,38.22995377,19.58995247,3.123286247,0.093285963
2762,57275,16232,0.993285775,13.14661884,37.45661926,64.63661194,85.57662201,87.22994232,81.10995483,59.10995102,38.22995377,19.58995247,3.123286247,0.093285963
2763,57276,16233,1.006619096,13.10328388,37.16994858,64.46661377,84.08328247,86.32328033,79.70663452,58.62994766,38.19995117,19.65995216,3.086619854,0.126619309
2764,57277,16234,1.013285756,13.06995106,36.9532814,64.43994904,83.39329529,85.45661926,78.76993561,58.24329376,38.08328629,19.72328758,3.043286324,0.136619315
2765,57278,16235,1.013285756,13.06995106,36.9532814,64.43994904,83.39329529,85.45661926,78.76993561,58.24329376,38.08328629,19.72328758,3.043286324,0.136619315
2766,57279,16236,1.019952416,13.05661678,36.82662201,64.56661987,83.57662201,84.62328339,78.30994415,57.95994568,37.92662048,19.77661705,3.013286352,0.14328599
2767,57280,16237,1.019952416,13.05661678,36.82662201,64.56661987,83.57662201,84.62328339,78.30994415,57.95994568,37.92662048,19.77661705,3.013286352,0.14328599
2768,57281,16238,1.016619205,13.00328636,36.81995392,64.77661896,82.89661407,84.44328308,77.27662659,57.32328033,37.84328079,19.76328087,2.976619482,0.14661932
2769,57282,16239,1.016619205,13.00328636,36.81995392,64.77661896,82.89661407,84.44328308,77.27662659,57.32328033,37.84328079,19.76328087,2.976619482,0.14661932
2770,57283,16240,1.013285756,12.95662022,36.83995056,64.81328583,82.04662323,83.69995117,76.45661926,56.69661331,37.58995056,19.62995338,2.93995285,0.14661932
2771,57284,16241,1.013285756,12.95662022,36.83995056,64.81328583,82.04662323,83.69995117,76.45661926,56.69661331,37.58995056,19.62995338,2.93995285,0.14661932
2772,57285,16242,1.016619086,12.92328548,36.86994934,64.69328308,80.9932785,82.36662292,75.84994507,56.05661774,37.10995865,19.41995239,2.913285971,0.149952665
2773,57286,16243,1.016619086,12.92328548,36.86994934,64.69328308,80.9932785,82.36662292,75.84994507,56.05661774,37.10995865,19.41995239,2.913285971,0.149952665
2774,57287,16244,1.016619086,12.87328529,36.97328568,64.32328033,80.3666153,80.30329132,74.55329132,55.53328323,36.71995544,19.09994888,2.913285494,0.14328599
2775,57288,16245,1.016619086,12.87328529,36.97328568,64.32328033,80.3666153,80.30329132,74.55329132,55.53328323,36.71995544,19.09994888,2.913285494,0.14328599
2776,57289,16246,1.023285747,12.83328724,36.92662048,63.97662354,79.93994904,78.65995789,72.98995209,55.15995789,36.45995331,18.81995392,2.933285713,0.136619315
2777,57290,16247,1.023285747,12.83328724,36.92662048,63.97662354,79.93994904,78.65995789,72.98995209,55.15995789,36.45995331,18.81995392,2.933285713,0.136619315
2778,57291,16248,1.016619205,12.81661892,36.76995468,63.68660736,79.733284,77.45661926,71.21327972,54.93328857,36.33661652,18.60661888,2.963286161,0.116619311
2779,57292,16249,1.006619096,12.81995583,36.74995041,63.56328583,80.0999527,78.52994537,70.47994995,54.26661682,36.029953,18.3732872,2.963286161,0.08995264
2780,57293,16250,1.006619096,12.81995583,36.74995041,63.56328583,80.0999527,78.52994537,70.47994995,54.26661682,36.029953,18.3732872,2.963286161,0.08995264
2781,57294,16251,0.996619105,12.84995174,36.75328827,63.32328796,79.97328186,79.90994263,71.0632782,54.35327911,36.11661911,18.26995468,2.969952822,0.069952644
2782,57295,16252,0.996619105,12.84995174,36.75328827,63.32328796,79.97328186,79.90994263,71.0632782,54.35327911,36.11661911,18.26995468,2.969952822,0.069952644
2783,57296,16253,0.983285725,12.87328529,36.7399559,63.04328537,79.3666153,81.60327911,72.93661499,55.12995148,36.64661789,18.32662392,2.986619473,0.053286012
2784,57297,16254,0.983285725,12.87328529,36.7399559,63.04328537,79.3666153,81.60327911,72.93661499,55.12995148,36.64661789,18.32662392,2.986619473,0.053286012
2785,57298,16255,0.976619065,12.69328403,35.95328522,61.30994797,78.77661133,83.27661896,73.83662415,54.33328629,37.21994781,19.26328278,2.999953032,0.053286012
2786,57299,16256,0.976619065,12.69328403,35.95328522,61.30994797,78.77661133,83.27661896,73.83662415,54.33328629,37.21994781,19.26328278,2.999953032,0.053286012
2787,57300,16257,0.959952354,12.6899519,36.13661575,61.34995651,79.16994476,84.23661041,74.53662109,54.26995087,37.30994797,19.27328491,3.039952993,0.053286012
2788,57301,16258,0.959952354,12.6899519,36.13661575,61.34995651,79.16994476,84.23661041,74.53662109,54.26995087,37.30994797,19.27328491,3.039952993,0.053286012
2789,57302,16259,0.953285813,12.8966198,37.28328323,63.20995331,80.5666275,84.47328949,75.01995087,54.90662003,36.93328857,18.33995438,3.053286314,0.053286012
2790,57303,16260,0.953285813,12.8966198,37.28328323,63.20995331,80.5666275,84.47328949,75.01995087,54.90662003,36.93328857,18.33995438,3.053286314,0.053286012
2791,57304,16261,0.933285773,12.60328579,36.38661575,61.38994598,79.15662384,84.22995758,71.92995453,54.79327774,38.86661911,19.34328651,3.056619883,0.053286012
2792,57305,16262,0.933285773,12.60328579,36.38661575,61.38994598,79.15662384,84.22995758,71.92995453,54.79327774,38.86661911,19.34328651,3.056619883,0.053286012
2793,57306,16263,0.933285773,12.39995289,36.01661301,60.65327454,78.55329132,84.28329468,70.28994751,54.63661957,39.79994583,19.7799511,3.046619415,0.053286012
2794,57307,16264,0.913285971,12.22328568,36.1466217,61.04328918,78.75995636,84.65996552,70.09661102,54.44329453,39.68328857,19.62661743,3.036619425,0.053286012
2795,57308,16265,0.913285971,12.22328568,36.1466217,61.04328918,78.75995636,84.65996552,70.09661102,54.44329453,39.68328857,19.62661743,3.036619425,0.053286012
2796,57309,16266,0.90328598,12.18661785,36.18328476,60.97328186,79.05662537,85.68330383,72.08661652,55.76328659,39.77661896,19.61995316,3.013286114,0.053286012
2797,57310,16267,0.90328598,12.18661785,36.18328476,60.97328186,79.05662537,85.68330383,72.08661652,55.76328659,39.77661896,19.61995316,3.013286114,0.053286012
2798,57311,16268,0.90328598,12.15995121,36.11328506,60.63328171,78.53994751,85.87995911,73.12329102,56.56662369,39.55662155,19.56328774,2.996619701,0.053286012
2799,57312,16269,0.90328598,12.15995121,36.11328506,60.63328171,78.53994751,85.87995911,73.12329102,56.56662369,39.55662155,19.56328774,2.996619701,0.053286012
2800,57313,16270,0.89995265,12.17995262,35.95661926,60.06995773,77.19995117,85.2166214,73.27328491,56.86327744,39.02662277,19.47661972,2.973286152,0.053286012
2801,57314,16271,0.89995265,12.17995262,35.95661926,60.06995773,77.19995117,85.2166214,73.27328491,56.86327744,39.02662277,19.47661972,2.973286152,0.053286012
2802,57315,16272,0.906619251,12.24328709,35.61328125,59.63661957,77.90994263,86.65660858,78.22994995,58.23328781,39.66995621,19.75995255,2.966619253,0.053286012
2803,57316,16273,0.906619251,12.24328709,35.61328125,59.63661957,77.90994263,86.65660858,78.22994995,58.23328781,39.66995621,19.75995255,2.966619253,0.053286012
2804,57317,16274,0.829952478,12.09995079,35.42328644,59.68328094,78.66994476,86.9466095,81.18327332,58.77661514,39.15995026,19.60328484,2.823285818,0.053286012
2805,57318,16275,0.829952478,12.09995079,35.42328644,59.68328094,78.66994476,86.9466095,81.18327332,58.77661514,39.15995026,19.60328484,2.823285818,0.053286012
2806,57319,16276,0.703285992,11.74328423,35.34662247,60.2566185,79.48661041,86.13661957,82.20662689,58.46995926,37.53995895,19.02328682,2.549952984,0.053286012
2807,57320,16277,0.703285992,11.74328423,35.34662247,60.2566185,79.48661041,86.13661957,82.20662689,58.46995926,37.53995895,19.02328682,2.549952984,0.053286012
2808,57321,16278,0.86328584,12.39328575,36.0832901,61.30662155,80.92662811,86.80329895,81.36662292,58.37661362,37.70328522,19.61328316,2.843286276,0.053286012
2809,57322,16279,0.949952483,12.62661743,35.80995178,60.64995956,80.42328644,86.60327148,78.01329041,56.3732872,37.97661972,20.08328819,2.959952831,0.053286012
2810,57323,16280,0.949952483,12.62661743,35.80995178,60.64995956,80.42328644,86.60327148,78.01329041,56.3732872,37.97661972,20.08328819,2.959952831,0.053286012
2811,57324,16281,0.966618955,12.39328575,34.51329041,58.33328629,77.98327637,85.53329468,72.16329193,52.46995926,38.34661865,20.39328575,2.923285961,0.053286012
2812,57325,16282,0.966618955,12.39328575,34.51329041,58.33328629,77.98327637,85.53329468,72.16329193,52.46995926,38.34661865,20.39328575,2.923285961,0.053286012
2813,57326,16283,0.979952395,12.33661938,34.57329178,58.68995667,78.81995392,87.85327911,79.00328827,56.14995575,38.89994812,20.2566185,2.939952612,0.053286012
2814,57327,16284,0.979952395,12.33661938,34.57329178,58.68995667,78.81995392,87.85327911,79.00328827,56.14995575,38.89994812,20.2566185,2.939952612,0.053286012
2815,57328,16285,1.009952426,12.45661926,35.62662125,61.04328537,81.35660553,89.30661774,82.87996674,58.01328659,38.39994812,20.03328705,2.976619244,0.053286012
2816,57329,16286,1.009952426,12.45661926,35.62662125,61.04328537,81.35660553,89.30661774,82.87996674,58.01328659,38.39994812,20.03328705,2.976619244,0.053286012
2817,57330,16287,1.016619086,12.79661942,37.65327835,65.37995911,85.62662506,89.93995667,83.75328064,58.08662033,36.78995514,19.69661903,3.013286352,0.053286012
2818,57331,16288,1.016619086,12.79661942,37.65327835,65.37995911,85.62662506,89.93995667,83.75328064,58.08662033,36.78995514,19.69661903,3.013286352,0.053286012
2819,57333,16289,1.026619196,12.27661991,36.07661438,62.57661438,82.8666153,90.30995178,84.19661713,60.75660706,39.28661728,19.93328476,2.966619968,0.053286012
2820,57334,16290,1.023285747,12.02995205,35.30995178,61.14328384,81.45661926,90.38661957,81.61328125,59.11328125,39.94661713,20.04328346,2.959953308,0.053286012
2821,57335,16291,1.023285747,12.02995205,35.30995178,61.14328384,81.45661926,90.38661957,81.61328125,59.11328125,39.94661713,20.04328346,2.959953308,0.053286012
2822,57336,16292,1.016619086,12.04661751,35.35995865,61.05995178,81.3966217,90.16996765,76.00995636,53.17662048,38.78995514,20.01995277,2.97328639,0.05995268
2823,57337,16293,1.003285766,12.2332859,35.26661682,60.58328629,81.10996246,91.76661682,79.55662537,53.16662216,38.92328262,20.07995224,2.996619701,0.053286012
2824,57338,16294,1.003285766,12.2332859,35.26661682,60.58328629,81.10996246,91.76661682,79.55662537,53.16662216,38.92328262,20.07995224,2.996619701,0.053286012
2825,57339,16295,0.999952435,12.52328491,35.58328629,60.95661926,81.68328094,92.68663025,81.15662384,53.16661835,38.50994873,19.44661713,2.989952803,0.053286012
2826,57340,16296,0.999952435,12.52328491,35.58328629,60.95661926,81.68328094,92.68663025,81.15662384,53.16661835,38.50994873,19.44661713,2.989952803,0.053286012
2827,57341,16297,1.003285766,12.88662052,36.31662369,62.15327835,83.05329132,92.86994934,80.80329132,53.21328354,37.57995224,18.10661888,2.95661974,0.053286012
2828,57342,16298,1.003285766,12.88662052,36.31662369,62.15327835,83.05329132,92.86994934,80.80329132,53.21328354,37.57995224,18.10661888,2.95661974,0.053286012
2829,57343,16299,0.976619065,12.93661976,36.67328262,62.07661819,82.279953,91.99328613,81.3499527,56.17661667,38.84328842,18.02661896,2.946619749,0.053286012
2830,57344,16300,0.976619065,12.93661976,36.67328262,62.07661819,82.279953,91.99328613,81.3499527,56.17661667,38.84328842,18.02661896,2.946619749,0.053286012
2831,57345,16301,0.936619163,13.02995205,37.29328918,62.76996231,82.83327484,92.42995453,82.13994598,58.09661865,39.53995514,17.97328758,2.9632864,0.053286012
2832,57346,16302,0.936619163,13.02995205,37.29328918,62.76996231,82.83327484,92.42995453,82.13994598,58.09661865,39.53995514,17.97328758,2.9632864,0.053286012
2833,57347,16303,0.929952502,13.19661903,38.12662506,64.27328491,84.74328613,94.21662903,83.17662048,58.94661713,39.66328812,17.93328476,3.006619453,0.053286012
2834,57348,16304,0.929952502,13.19661903,38.12662506,64.27328491,84.74328613,94.21662903,83.17662048,58.94661713,39.66328812,17.93328476,3.006619453,0.053286012
2835,57349,16305,0.903285921,13.02328682,37.62662125,64.03996277,87.58328247,96.31996155,80.1999588,57.22328568,39.51995087,18.51662064,3.016619682,0.053286012
2836,57350,16306,0.903285921,13.02328682,37.62662125,64.03996277,87.58328247,96.31996155,80.1999588,57.22328568,39.51995087,18.51662064,3.016619682,0.053286012
2837,57351,16307,0.909952521,12.97328663,37.23994827,63.81995392,88.07327271,96.42661285,78.77993774,56.70328903,39.57661057,18.59328651,3.049952745,0.053286012
2838,57352,16308,0.939952493,13.03328514,36.94661713,63.54994965,86.19995117,94.48995209,78.93994904,57.36328888,39.81661606,18.19995117,3.113286257,0.053286012
2839,57353,16309,0.939952493,13.03328514,36.94661713,63.54994965,86.19995117,94.48995209,78.93994904,57.36328888,39.81661606,18.19995117,3.113286257,0.053286012
2840,57435,16310,0.866619468,11.0966177,30.70995522,51.18662262,68.22328949,78.28327942,72.16994476,55.44995499,36.97995377,17.39995384,2.93995285,0.053286012
2841,57436,16311,0.866619468,11.0966177,30.70995522,51.18662262,68.22328949,78.28327942,72.16994476,55.44995499,36.97995377,17.39995384,2.93995285,0.053286012
2842,57437,16312,0.903285921,11.63661766,32.57995224,54.38660812,72.4932785,81.82994843,74.49662018,55.51329041,37.27662277,17.84661865,3.086619139,0.053286012
2843,57438,16313,0.903285921,11.63661766,32.57995224,54.38660812,72.4932785,81.82994843,74.49662018,55.51329041,37.27662277,17.84661865,3.086619139,0.053286012
2844,57439,16314,0.909952521,11.74995232,32.80995178,54.20661163,72.63661957,82.14328003,73.90995789,55.48995209,38.07328796,17.96328354,3.133285999,0.053286012
2845,57440,16315,0.909952521,11.74995232,32.80995178,54.20661163,72.63661957,82.14328003,73.90995789,55.48995209,38.07328796,17.96328354,3.133285999,0.053286012
2846,57441,16316,0.903285861,11.79995346,32.99662018,54.08994293,72.30995178,81.24661255,73.20329285,55.31328201,38.36995316,17.92328644,3.129952431,0.053286012
2847,57442,16317,0.90328598,11.83662033,33.16661835,54.0066185,71.50996399,79.15329742,72.3166275,55.00994873,38.18328476,17.69661903,3.069952726,0.053286012
2848,57443,16318,0.90328598,11.83662033,33.16661835,54.0066185,71.50996399,79.15329742,72.3166275,55.00994873,38.18328476,17.69661903,3.069952726,0.053286012
2849,57444,16319,0.889952779,11.79995346,33.37995148,54.04328156,71.8599472,77.73329163,70.91329193,54.72996521,37.67662048,17.66328621,3.043286085,0.053286012
2850,57445,16320,0.889952779,11.79995346,33.37995148,54.04328156,71.8599472,77.73329163,70.91329193,54.72996521,37.67662048,17.66328621,3.043286085,0.053286012
2851,57446,16321,0.876619399,11.75661945,33.55328751,54.13328552,72.0999527,76.88327789,70.01328278,54.45995331,37.31328583,17.67328262,3.009952784,0.053286012
2852,57447,16322,0.876619399,11.75661945,33.55328751,54.13328552,72.0999527,76.88327789,70.01328278,54.45995331,37.31328583,17.67328262,3.009952784,0.053286012
2853,57448,16323,0.866619468,11.78995228,33.68995285,54.23661423,72.22994995,76.58661652,69.57662201,54.18328476,37.1099472,17.74328423,2.966619015,0.053286012
2854,57449,16324,0.866619468,11.78995228,33.68995285,54.23661423,72.22994995,76.58661652,69.57662201,54.18328476,37.1099472,17.74328423,2.966619015,0.053286012
2855,57450,16325,0.869952857,11.81661701,33.67662048,54.62994766,72.53996277,76.30661774,69.57661438,54.24662399,36.54994965,17.78995132,2.963285923,0.059952673
2856,57451,16326,0.869952857,11.81661701,33.67662048,54.62994766,72.53996277,76.30661774,69.57661438,54.24662399,36.54994965,17.78995132,2.963285923,0.059952673
2857,57452,16327,0.879952729,11.82995319,33.74328613,55.05661774,72.67662048,76.25328827,69.85662079,54.33995056,36.29662323,17.83328629,2.949952364,0.079952635
2858,57453,16328,0.879952729,11.82995319,33.74328613,55.05661774,72.67662048,76.25328827,69.85662079,54.33995056,36.29662323,17.83328629,2.949952364,0.079952635
2859,57454,16329,0.886619329,11.86328697,33.87995148,55.57661819,72.62328339,76.45661926,70.42661285,54.4666214,36.36662292,17.86995316,2.89995265,0.119952641
2860,57455,16330,0.886619329,11.86328697,33.87995148,55.57661819,72.62328339,76.45661926,70.42661285,54.4666214,36.36662292,17.86995316,2.89995265,0.119952641
2861,57456,16331,0.89995265,11.84328556,33.78661728,55.50328445,72.64994812,76.77994537,70.4132843,54.53661346,36.32995224,17.81328774,2.899952412,0.133285984
2862,57468,16332,0.849952638,11.24328518,33.42328262,57.78995132,71.01661682,76.03994751,71.16329193,54.65328598,36.07328415,17.37995148,2.573286295,0.13995266
2863,57469,16333,0.866619289,11.47662067,34.48662186,59.82328415,72.37327576,76.18995667,71.03994751,54.63994598,36.05995178,17.38995171,2.61328578,0.129952654
2864,57470,16334,0.866619289,11.47662067,34.48662186,59.82328415,72.37327576,76.18995667,71.03994751,54.63994598,36.05995178,17.38995171,2.61328578,0.129952654
2865,57478,16335,0.89995265,12.94661903,40.17329025,69.75995636,86.88661194,90.8166275,75.23995209,55.48329163,37.61328125,17.90661812,3.026619434,0.053286012
2866,57479,16336,0.89995265,12.94661903,40.17329025,69.75995636,86.88661194,90.8166275,75.23995209,55.48329163,37.61328125,17.90661812,3.026619434,0.053286012
2867,57480,16337,0.903285921,13.02661705,40.57328033,70.39994812,88.2966156,92.30662537,75.01994324,55.41328812,38.10995102,18.03995132,3.046619177,0.053286012
2868,57481,16338,0.903285921,13.02661705,40.57328033,70.39994812,88.2966156,92.30662537,75.01994324,55.41328812,38.10995102,18.03995132,3.046619177,0.053286012
2869,57482,16339,0.89328599,13.09995174,40.91995621,70.96662903,90.12995148,93.26329041,75.36662292,55.5399437,38.19661331,18.07995415,3.119952917,0.053286012
2870,57483,16340,0.89328599,13.09995174,40.91995621,70.96662903,90.12995148,93.26329041,75.36662292,55.5399437,38.19661331,18.07995415,3.119952917,0.053286012
2871,57484,16341,0.89661926,13.11328411,41.0999527,71.029953,89.97328186,91.87663269,74.56661224,55.57995605,38.21995163,18.31328583,3.116619587,0.053286012
2872,57485,16342,0.89661926,13.11328411,41.0999527,71.029953,89.97328186,91.87663269,74.56661224,55.57995605,38.21995163,18.31328583,3.116619587,0.053286012
2873,57486,16343,0.883286059,13.06995201,40.9266243,70.73327637,89.43328094,90.79663086,75.02994537,56.01328278,38.30661774,18.40995216,3.14995265,0.053286012
2874,57487,16344,0.869952738,12.95328712,40.44995499,70.05995178,88.5632782,89.98327637,76.73662567,56.89661407,38.49328613,18.36661911,3.163286448,0.053286012
2875,57488,16345,0.869952738,12.95328712,40.44995499,70.05995178,88.5632782,89.98327637,76.73662567,56.89661407,38.49328613,18.36661911,3.163286448,0.053286012
2876,57489,16346,0.859952688,12.78661919,39.84328079,68.65328979,89.5499649,90.19995117,73.88329315,55.7166214,39.04662323,19.05995369,3.209952831,0.053286012
2877,57490,16347,0.859952688,12.78661919,39.84328079,68.65328979,89.5499649,90.19995117,73.88329315,55.7166214,39.04662323,19.05995369,3.209952831,0.053286012
2878,57491,16348,0.866619229,12.93328571,40.11661911,68.71662903,89.72994995,92.54330444,77.05661774,56.84328461,39.06995392,19.24328804,3.243285894,0.053286012
2879,57492,16349,0.866619229,12.93328571,40.11661911,68.71662903,89.72994995,92.54330444,77.05661774,56.84328461,39.06995392,19.24328804,3.243285894,0.053286012
2880,57493,16350,0.90328598,13.35661888,41.293293,70.25328064,89.08662415,96.98995209,86.29995728,60.2699585,38.55329132,18.91662025,3.296619177,0.056619346
2881,57494,16351,0.90328598,13.35661888,41.293293,70.25328064,89.08662415,96.98995209,86.29995728,60.2699585,38.55329132,18.91662025,3.296619177,0.056619346
2882,57495,16352,0.873286068,12.89328861,39.45995331,67.59328461,87.983284,90.14328766,77.17661285,56.96995926,37.33662033,19.16328812,3.213285923,0.056619346
2883,57496,16353,0.873286068,12.89328861,39.45995331,67.59328461,87.983284,90.14328766,77.17661285,56.96995926,37.33662033,19.16328812,3.213285923,0.056619346
2884,57497,16354,0.869952857,12.65995216,38.47995377,66.18995667,87.96327972,88.40662384,72.62661743,55.42661285,37.6866188,19.28995132,3.139952898,0.056619346
2885,57498,16355,0.869952857,12.65995216,38.47995377,66.18995667,87.96327972,88.40662384,72.62661743,55.42661285,37.6866188,19.28995132,3.139952898,0.056619346
2886,57499,16356,0.876619518,12.64661884,38.31328583,66.10661316,88.95994568,91.78661346,72.5999527,55.64995575,39.5599556,19.33328629,3.106619596,0.079952627
2887,57500,16357,0.876619518,12.64661884,38.31328583,66.10661316,88.95994568,91.78661346,72.5999527,55.64995575,39.5599556,19.33328629,3.106619596,0.079952627
2888,57501,16358,0.879952729,12.6866188,38.55994797,67.13329315,89.47328949,92.82994843,73.01994324,55.72327805,39.48995209,19.6866188,3.056619883,0.079952627
2889,57502,16359,0.883286119,12.72328663,38.92329025,68.47328949,90.34662628,93.51660919,73.09996033,55.67995071,39.55994797,19.95661736,3.026619911,0.076619305
2890,57503,16360,0.883286119,12.72328663,38.92329025,68.47328949,90.34662628,93.51660919,73.09996033,55.67995071,39.55994797,19.95661736,3.026619911,0.076619305
2891,57504,16361,0.896619439,12.8232851,39.40328217,70.14994812,91.60329437,93.89329529,72.8699646,55.55995178,39.76995468,20.10995102,2.993286133,0.073285982
2892,57505,16362,0.896619439,12.8232851,39.40328217,70.14994812,91.60329437,93.89329529,72.8699646,55.55995178,39.76995468,20.10995102,2.993286133,0.073285982
2893,57506,16363,0.90661931,12.86328602,39.61328125,71.38994598,92.93663025,95.55993652,73.30329132,55.91662598,40.39661789,20.523283,3.0032866,0.063286014
2894,57507,16364,0.90661931,12.86328602,39.61328125,71.38994598,92.93663025,95.55993652,73.30329132,55.91662598,40.39661789,20.523283,3.0032866,0.063286014
2895,57508,16365,0.923285902,12.86662006,39.43661118,71.89661407,93.89997101,97.45327759,73.84994507,56.58328629,41.10328293,21.06661987,3.039952755,0.056619346
2896,57509,16366,0.923285902,12.86662006,39.43661118,71.89661407,93.89997101,97.45327759,73.84994507,56.58328629,41.10328293,21.06661987,3.039952755,0.056619346
2897,57510,16367,0.949952424,12.86328316,38.92995453,71.63327789,94.43994904,99.556633,74.50995636,57.55660629,41.88328934,21.75995255,3.109953165,0.079952627
2898,57511,16368,0.949952424,12.86328316,38.92995453,71.63327789,94.43994904,99.556633,74.50995636,57.55660629,41.88328934,21.75995255,3.109953165,0.079952627
2899,57512,16369,0.983285785,12.76661682,37.85661697,69.53328705,93.40995026,100.139946,75.87661743,58.31994629,42.71995544,21.89328384,3.176619291,0.099952646
2900,57513,16370,0.983285785,12.76661682,37.85661697,69.53328705,93.40995026,100.139946,75.87661743,58.31994629,42.71995544,21.89328384,3.176619291,0.099952646
2901,57514,16371,0.996619105,12.72328568,37.10995102,68.02328491,92.32994843,100.326622,76.70329285,58.79662323,43.24328613,21.96661949,3.233285666,0.103285983
2902,57515,16372,0.996619105,12.72328568,37.10995102,68.02328491,92.32994843,100.326622,76.70329285,58.79662323,43.24328613,21.96661949,3.233285666,0.103285983
2903,57516,16373,1.009952426,12.71328545,36.64661789,67.05327606,91.24996185,100.123291,76.93995667,59.01661301,43.47328568,21.94995499,3.309952259,0.116619311
2904,57517,16374,0.993285775,12.6866188,36.98995209,67.77328491,91.58995056,99.15996552,76.25996399,58.56661606,43.47661591,21.78328514,3.32328558,0.106619313
2905,57518,16375,0.993285775,12.6866188,36.98995209,67.77328491,91.58995056,99.15996552,76.25996399,58.56661606,43.47661591,21.78328514,3.32328558,0.106619313
2906,57519,16376,0.973285675,12.73328495,37.76328659,69.51329041,92.49661255,97.30329132,75.47328186,58.12995529,43.45995712,21.65994835,3.32995224,0.093285963
2907,57520,16377,0.973285675,12.73328495,37.76328659,69.51329041,92.49661255,97.30329132,75.47328186,58.12995529,43.45995712,21.65994835,3.32995224,0.093285963
2908,57521,16378,0.933285773,12.82661724,38.9466095,72.19994354,93.94995117,94.58995056,74.51328278,57.69329071,43.41995621,21.58661842,3.31995225,0.06995263
2909,57522,16379,0.933285773,12.82661724,38.9466095,72.19994354,93.94995117,94.58995056,74.51328278,57.69329071,43.41995621,21.58661842,3.31995225,0.06995263
