OID,Id,ORIG_FID,vddsf1,vddsf2,vddsf3,vddsf4,vddsf5,vddsf6,vddsf7,vddsf8,vddsf9,vddsf10,vddsf11,vddsf12
129,53863,13599,13.95661736,31.27661514,50.76662064,66.31661987,69.44662476,73.74660492,71.47660828,62.70995331,44.99328613,32.52661896,17.61328316,8.953287125
130,53864,13600,13.95661736,31.27661514,50.76662064,66.31661987,69.44662476,73.74660492,71.47660828,62.70995331,44.99328613,32.52661896,17.61328316,8.953287125
131,53865,13601,13.83661938,31.5599556,50.44661713,66.35995483,69.77328491,73.91993713,71.30661774,62.63994598,44.983284,32.60328674,17.77328491,8.799952507
132,53866,13602,13.83661938,31.5599556,50.44661713,66.35995483,69.77328491,73.91993713,71.30661774,62.63994598,44.983284,32.60328674,17.77328491,8.799952507
133,53867,13603,13.73995113,31.483284,50.23662186,66.15663147,69.83661652,73.5799408,70.87995148,62.22328568,45.14661789,32.39328384,17.8099556,8.956618309
134,53868,13604,13.73995113,31.483284,50.23662186,66.15663147,69.83661652,73.5799408,70.87995148,62.22328568,45.14661789,32.39328384,17.8099556,8.956618309
135,53869,13605,13.70995426,31.57328606,50.91328049,65.85995483,70.00995636,73.03994751,70.37661743,61.55328751,45.21661758,32.16994858,17.84995079,9.103284836
136,53870,13606,13.70995426,31.57328606,50.91328049,65.85995483,70.00995636,73.03994751,70.37661743,61.55328751,45.21661758,32.16994858,17.84995079,9.103284836
137,53871,13607,13.69661903,31.80662155,52.53995514,65.53662109,70.30995178,72.30995178,69.79328918,60.64328766,45.16994858,31.92328262,17.91328239,9.343287468
138,53872,13608,13.80661964,32.22995377,53.52662277,66.53996277,70.85995483,72.42662811,69.70993805,60.43661118,45.57995224,32.05662155,18.09328651,9.556619644
139,53873,13609,13.80661964,32.22995377,53.52662277,66.53996277,70.85995483,72.42662811,69.70993805,60.43661118,45.57995224,32.05662155,18.09328651,9.556619644
140,53874,13610,13.99328518,32.40662384,54.1632843,67.27327728,71.54662323,73.30329132,70.07995605,60.58995819,46.28662109,32.20661926,18.32661819,9.846619606
141,53875,13611,13.99328518,32.40662384,54.1632843,67.27327728,71.54662323,73.30329132,70.07995605,60.58995819,46.28662109,32.20661926,18.32661819,9.846619606
142,53876,13612,14.32661819,32.31661606,54.40661621,67.72994995,72.40995026,74.94662476,70.90661621,61.08995056,47.26661682,32.35995102,18.58328438,10.2132864
143,53877,13613,14.32661819,32.31661606,54.40661621,67.72994995,72.40995026,74.94662476,70.90661621,61.08995056,47.26661682,32.35995102,18.58328438,10.2132864
144,53878,13614,14.54328632,31.51328278,53.529953,67.28994751,73.18662262,75.90328217,71.94328308,61.17995453,47.3499527,32.46995163,18.80661583,10.56328297
145,53879,13615,14.54328632,31.51328278,53.529953,67.28994751,73.18662262,75.90328217,71.94328308,61.17995453,47.3499527,32.46995163,18.80661583,10.56328297
146,53880,13616,14.72995377,30.85328293,52.76329041,66.61994934,73.01996613,76.28661346,72.28995514,61.09994888,47.28995895,32.26995468,18.84328842,10.78662014
147,53881,13617,14.72995377,30.85328293,52.76329041,66.61994934,73.01996613,76.28661346,72.28995514,61.09994888,47.28995895,32.26995468,18.84328842,10.78662014
148,53882,13618,14.85995197,30.3199501,52.1166153,65.73995209,71.94328308,76.12662506,71.95994568,60.87662125,47.07661438,31.80328369,18.69994926,10.87661839
149,53883,13619,14.85995197,30.3199501,52.1166153,65.73995209,71.94328308,76.12662506,71.95994568,60.87662125,47.07661438,31.80328369,18.69994926,10.87661839
150,53884,13620,14.95661736,30.20662308,53.34328842,66.20661926,72.55662537,76.23995972,72.01329041,60.93995667,47.05328369,31.97994995,18.70995331,10.86661911
151,53885,13621,14.95661736,30.20662308,53.34328842,66.20661926,72.55662537,76.23995972,72.01329041,60.93995667,47.05328369,31.97994995,18.70995331,10.86661911
152,53886,13622,15.029953,30.03662109,54.07328033,66.59661865,73.34663391,76.31661224,72.46327209,60.96329498,47.12995911,32.06328583,18.75995445,10.83995342
153,53887,13623,15.10995197,29.82661819,54.28995895,66.92327881,74.31328583,76.37328339,73.29329681,60.94661331,47.27328873,32.07328415,18.81995201,10.79995155
154,53888,13624,15.10995197,29.82661819,54.28995895,66.92327881,74.31328583,76.37328339,73.29329681,60.94661331,47.27328873,32.07328415,18.81995201,10.79995155
155,53889,13625,15.16995049,29.20995522,53.99328995,67.75328827,74.56994629,76.07328796,73.25662231,60.92662048,47.8499527,32.4066124,18.85995102,10.84661961
156,53890,13626,15.16995049,29.20995522,53.99328995,67.75328827,74.56994629,76.07328796,73.25662231,60.92662048,47.8499527,32.4066124,18.85995102,10.84661961
157,53891,13627,15.17995167,28.81661987,53.6999588,68.19662476,74.8132782,75.78993988,73.49662018,61.07995224,48.05662155,32.70995331,18.83995247,10.85995197
158,53892,13628,15.17995167,28.81661987,53.6999588,68.19662476,74.8132782,75.78993988,73.49662018,61.07995224,48.05662155,32.70995331,18.83995247,10.85995197
159,53893,13629,15.14995289,28.62661743,53.37662125,68.22661591,75.06328583,75.4499588,74.00661469,61.3899498,47.92995834,32.983284,18.79328537,10.82661915
160,53894,13630,15.14995289,28.62661743,53.37662125,68.22661591,75.06328583,75.4499588,74.00661469,61.3899498,47.92995834,32.983284,18.79328537,10.82661915
161,53895,13631,15.02328491,28.9199543,53.74328232,69.33995056,75.12662506,76.12328339,74.10996246,61.38995361,46.74662399,33.30662155,18.72661781,10.62995052
162,53896,13632,15.02328491,28.9199543,53.74328232,69.33995056,75.12662506,76.12328339,74.10996246,61.38995361,46.74662399,33.30662155,18.72661781,10.62995052
163,53897,13633,14.89995098,29.43995094,54.28662872,70.87328339,75.6632843,76.4499588,74.03329468,61.41662216,46.3966217,33.73328018,18.73661995,10.35995293
164,53898,13634,14.89995098,29.43995094,54.28662872,70.87328339,75.6632843,76.4499588,74.03329468,61.41662216,46.3966217,33.73328018,18.73661995,10.35995293
165,53899,13635,14.78328323,30.17995834,55.01661301,72.80995178,76.63328552,76.41329193,73.76328278,61.4132843,46.89995575,34.22995377,18.82328606,10.04995155
166,53900,13636,14.78328323,30.17995834,55.01661301,72.80995178,76.63328552,76.41329193,73.76328278,61.4132843,46.89995575,34.22995377,18.82328606,10.04995155
167,53901,13637,14.65995121,30.77328682,55.67661285,75.08660126,77.11660767,76.75995636,73.40328979,61.8199501,46.91995621,34.58662033,18.91328239,9.763285637
168,53902,13638,14.47995281,31.20661736,55.74328995,76.18662262,77.33662415,76.38328552,72.71662903,61.83995056,46.8099556,34.88328934,18.98662186,9.523285866
169,53903,13639,14.47995281,31.20661736,55.74328995,76.18662262,77.33662415,76.38328552,72.71662903,61.83995056,46.8099556,34.88328934,18.98662186,9.523285866
170,53904,13640,14.2532835,31.40995026,55.19995117,76.12661743,77.30994415,75.31328583,71.65662384,61.46328354,46.62995148,35.11328125,19.03328514,9.316620827
171,53905,13641,14.2532835,31.40995026,55.19995117,76.12661743,77.30994415,75.31328583,71.65662384,61.46328354,46.62995148,35.11328125,19.03328514,9.316620827
