OID,Id,ORIG_FID,nbdsf1,nbdsf2,nbdsf3,nbdsf4,nbdsf5,nbdsf6,nbdsf7,nbdsf8,nbdsf9,nbdsf10,nbdsf11,nbdsf12
4664,43761,7787,57.9366188,76.80995941,97.42328644,113.189949,125.7099762,146.8466034,153.0432892,141.6199493,115.0532761,83.556633,60.95661926,51.89661789
4665,43762,7788,58.81661606,76.88329315,97.98660278,115.3666229,129.3299561,151.5399475,155.0532837,144.3366241,118.0366058,84.41661072,61.83328629,53.02994919
4666,43763,7789,58.81661606,76.88329315,97.98660278,115.3666229,129.3299561,151.5399475,155.0532837,144.3366241,118.0366058,84.41661072,61.83328629,53.02994919
4667,43764,7790,61.2966156,78.80327606,99.34662628,117.3432846,132.1366119,154.0566254,155.4132996,145.0932922,119.2232819,85.87661743,63.2566185,54.2732811
4668,43765,7791,61.2966156,78.80327606,99.34662628,117.3432846,132.1366119,154.0566254,155.4132996,145.0932922,119.2232819,85.87661743,63.2566185,54.2732811
4669,43766,7792,61.65328217,79.33327484,100.236618,118.4599457,134.4666138,156.069931,156.7932739,146.486618,121.2432861,87.26662445,64.0099411,54.44662094
4670,43767,7793,61.65328217,79.33327484,100.236618,118.4599457,134.4666138,156.069931,156.7932739,146.486618,121.2432861,87.26662445,64.0099411,54.44662094
4671,43768,7794,59.94995117,78.46328735,100.6532822,118.7532883,136.2899628,157.593277,159.1532898,148.4399414,124.093277,88.55661774,64.10995483,53.55328369
4672,43769,7795,59.94995117,78.46328735,100.6532822,118.7532883,136.2899628,157.593277,159.1532898,148.4399414,124.093277,88.55661774,64.10995483,53.55328369
4673,43770,7796,61.34328461,79.8332901,102.4132919,119.0499496,136.3799591,156.5799713,155.7766266,144.5066223,122.4932785,88.90661621,65.60329437,54.61328506
4674,43771,7797,61.34328461,79.8332901,102.4132919,119.0499496,136.3799591,156.5799713,155.7766266,144.5066223,122.4932785,88.90661621,65.60329437,54.61328506
4675,43772,7798,61.41329193,79.57662964,103.5233002,118.9899521,136.4399719,155.219986,151.5099487,139.9332886,120.3832932,88.99662018,66.50328827,55.10328293
4676,43773,7799,61.41329193,79.57662964,103.5233002,118.9899521,136.4399719,155.219986,151.5099487,139.9332886,120.3832932,88.99662018,66.50328827,55.10328293
4677,43774,7800,60.16662979,77.70328522,103.983284,118.6132965,136.5199585,153.5066376,146.3265839,134.7166138,117.6732712,88.85328674,66.82994843,55.04994965
4678,43775,7801,60.16662979,77.70328522,103.983284,118.6132965,136.5199585,153.5066376,146.3265839,134.7166138,117.6732712,88.85328674,66.82994843,55.04994965
4679,43776,7802,65.0832901,83.04994965,108.6099548,123.2866364,143.8399506,166.8366241,159.5966034,146.8466187,128.5299683,91.51328278,69.41327667,59.0832901
4680,43777,7803,68.6266098,86.6832962,111.013298,124.7366028,146.5332794,173.5466461,166.0899506,151.7566376,133.3299866,92.4299469,70.99662018,61.54662323
4681,43778,7804,68.6266098,86.6832962,111.013298,124.7366028,146.5332794,173.5466461,166.0899506,151.7566376,133.3299866,92.4299469,70.99662018,61.54662323
4682,43779,7805,70.75661469,88.69327545,111.1832962,122.9666214,144.623291,173.6666107,165.8166351,149.4299469,132.0299683,91.6166153,71.54328918,62.40995026
4683,43780,7806,70.75661469,88.69327545,111.1832962,122.9666214,144.623291,173.6666107,165.8166351,149.4299469,132.0299683,91.6166153,71.54328918,62.40995026
4684,43781,7807,69.22328186,86.20328522,108.2066345,120.44664,141.986618,173.486618,167.259964,150.6132813,130.9332733,91.51329041,71.20995331,61.53995132
4685,43782,7808,69.22328186,86.20328522,108.2066345,120.44664,141.986618,173.486618,167.259964,150.6132813,130.9332733,91.51329041,71.20995331,61.53995132
4686,43783,7809,68.50328827,84.81661987,105.326622,118.1766281,140.3466034,174.0566254,169.1699371,153.2666321,131.5832825,92.24328613,70.72661591,61.01661301
4687,43784,7810,68.50328827,84.81661987,105.326622,118.1766281,140.3466034,174.0566254,169.1699371,153.2666321,131.5832825,92.24328613,70.72661591,61.01661301
4688,43785,7811,68.54993439,84.50996399,102.5399628,116.1299591,139.6333008,175.3666077,171.5432739,157.4032745,133.936615,93.79329681,70.14329529,60.83661652
4689,43786,7812,68.54993439,84.50996399,102.5399628,116.1299591,139.6333008,175.3666077,171.5432739,157.4032745,133.936615,93.79329681,70.14329529,60.83661652
4690,43787,7813,66.98661804,83.54328918,100.3166275,115.3999558,142.3232727,176.4066467,171.0499725,157.4966125,136.47995,97.35995483,70.57996368,60.47662354
4691,43788,7814,66.98661804,83.54328918,100.3166275,115.3999558,142.3232727,176.4066467,171.0499725,157.4966125,136.47995,97.35995483,70.57996368,60.47662354
4692,43789,7815,67.00661469,83.529953,99.03663635,113.9899445,144.2466125,176.6799469,169.8866425,157.0132904,138.7866211,100.0966263,70.67329407,60.87994766
4693,43790,7816,67.00661469,83.529953,99.03663635,113.9899445,144.2466125,176.6799469,169.8866425,157.0132904,138.7866211,100.0966263,70.67329407,60.87994766
4694,43791,7817,68.63328552,84.46327972,98.65995026,111.8732834,145.3799438,176.1966095,168.059967,155.92659,140.8532867,101.9932785,70.41329193,62.01995468
4695,43792,7818,72.34661102,88.27328491,104.0232773,116.0899735,144.3366394,172.5599518,164.5866241,155.1699677,142.0299683,103.6099625,72.42662048,64.68995667
4696,43793,7819,72.34661102,88.27328491,104.0232773,116.0899735,144.3366394,172.5599518,164.5866241,155.1699677,142.0299683,103.6099625,72.42662048,64.68995667
4697,43794,7820,73.2432785,89.0466156,106.6232758,119.2032928,144.2999573,170.1066284,164.486618,155.6099548,143.2133026,105.1366043,74.39662933,65.56661987
4698,43795,7821,73.2432785,89.0466156,106.6232758,119.2032928,144.2999573,170.1066284,164.486618,155.6099548,143.2133026,105.1366043,74.39662933,65.56661987
4699,43796,7822,71.29328918,86.84662628,106.4299469,121.2232895,145.3266296,168.8532867,167.749939,157.2166138,144.3966217,106.5832825,76.30661774,64.6366272
4700,43797,7823,71.29328918,86.84662628,106.4299469,121.2232895,145.3266296,168.8532867,167.749939,157.2166138,144.3966217,106.5832825,76.30661774,64.6366272
4701,43798,7824,71.67662048,86.9732666,105.5599442,121.6532822,146.9632874,171.7232971,171.0066223,161.5732727,147.7832947,109.8332825,77.72663116,65.2166214
4702,43799,7825,71.67662048,86.9732666,105.5599442,121.6532822,146.9632874,171.7232971,171.0066223,161.5732727,147.7832947,109.8332825,77.72663116,65.2166214
4703,43800,7826,70.31661987,85.83995819,104.733284,123.97995,150.4165955,174.1865997,172.5766296,163.7832794,149.7566071,112.4332733,78.75662231,64.47994995
4704,43801,7827,70.31661987,85.83995819,104.733284,123.97995,150.4165955,174.1865997,172.5766296,163.7832794,149.7566071,112.4332733,78.75662231,64.47994995
4705,43802,7828,67.18995667,83.42661285,103.9699478,128.2033081,155.6799469,176.2066193,172.4399719,163.8632813,150.3566284,114.389946,79.38661194,62.42995453
4706,43803,7829,67.18995667,83.42661285,103.9699478,128.2033081,155.6799469,176.2066193,172.4399719,163.8632813,150.3566284,114.389946,79.38661194,62.42995453
4707,43804,7830,66.75662231,82.69661713,102.556633,129.3399506,159.0233002,177.1266327,167.5766449,158.3499908,150.6599579,117.4432831,80.35328674,62.00994492
4708,43805,7831,66.75662231,82.69661713,102.556633,129.3399506,159.0233002,177.1266327,167.5766449,158.3499908,150.6599579,117.4432831,80.35328674,62.00994492
4709,43806,7832,69.45995331,85.46662903,104.0865936,130.5166168,159.309967,170.3399506,151.843277,144.6066132,146.7165985,119.3199463,82.59328461,64.1999588
4710,43807,7833,75.26995087,91.65328979,108.5299454,131.7932739,156.5599518,155.8566284,125.2699432,122.6299667,138.5232849,120.0299454,86.11328888,69.04328156
4711,43808,7834,75.26995087,91.65328979,108.5299454,131.7932739,156.5599518,155.8566284,125.2699432,122.6299667,138.5232849,120.0299454,86.11328888,69.04328156
4712,43809,7835,71.63994598,87.5032959,103.0299454,123.1432877,146.749939,139.2932892,112.7366257,109.0666275,122.4766159,108.2032776,83.19327545,67.02328491
4713,43810,7836,71.63994598,87.5032959,103.0299454,123.1432877,146.749939,139.2932892,112.7366257,109.0666275,122.4766159,108.2032776,83.19327545,67.02328491
4714,43811,7837,68.62995148,83.57328796,98.1166153,118.1266251,141.9399567,134.7266083,111.6332932,103.2832947,113.1533051,100.869957,80.3666153,65.29995728
4715,43812,7838,68.62995148,83.57328796,98.1166153,118.1266251,141.9399567,134.7266083,111.6332932,103.2832947,113.1533051,100.869957,80.3666153,65.29995728
4716,43813,7839,66.15995789,79.89994812,93.79329681,116.7499695,142.0899353,142.1766205,121.9766006,105.2632904,110.5166245,98.05329132,77.58327484,63.89662552
4717,43814,7840,66.15995789,79.89994812,93.79329681,116.7499695,142.0899353,142.1766205,121.9766006,105.2632904,110.5166245,98.05329132,77.58327484,63.89662552
4718,43815,7841,65.36328888,79.6166153,96.15662384,120.4799423,144.1266174,146.2366333,118.916626,101.7666168,108.803299,100.9599533,78.59994507,63.38329315
4719,43816,7842,65.36328888,79.6166153,96.15662384,120.4799423,144.1266174,146.2366333,118.916626,101.7666168,108.803299,100.9599533,78.59994507,63.38329315
4720,43817,7843,66.70994568,81.47663116,100.1166077,125.4566269,148.0166016,146.3532867,113.2399521,97.23995209,104.2932968,104.9099579,81.39997101,64.67662048
4721,43818,7844,66.70994568,81.47663116,100.1166077,125.4566269,148.0166016,146.3532867,113.2399521,97.23995209,104.2932968,104.9099579,81.39997101,64.67662048
4722,43819,7845,70.22663116,85.49995422,105.6966095,131.6566162,153.7666016,142.5332947,104.983284,91.75660706,96.95996094,109.9066238,85.95327759,67.71327972
4723,43820,7846,70.22663116,85.49995422,105.6966095,131.6566162,153.7666016,142.5332947,104.983284,91.75660706,96.95996094,109.9066238,85.95327759,67.71327972
4724,43821,7847,74.25661469,90.05661774,109.5832825,131.2432861,147.489975,133.1766357,104.8866196,92.85662079,92.93328094,112.4599533,90.77661133,71.66329193
4725,43822,7848,76.73661804,92.87661743,113.3999481,130.1699677,141.3466187,126.9566193,104.2232819,93.06994629,91.92329407,112.0066071,93.39662933,74.11995697
4726,43823,7849,76.73661804,92.87661743,113.3999481,130.1699677,141.3466187,126.9566193,104.2232819,93.06994629,91.92329407,112.0066071,93.39662933,74.11995697
4727,43824,7850,77.64995575,93.95995331,117.1366119,128.4399719,135.3299561,123.8466263,102.9199524,92.43994141,93.91329956,108.576622,93.81328583,75.04995728
4728,43825,7851,77.64995575,93.95995331,117.1366119,128.4399719,135.3299561,123.8466263,102.9199524,92.43994141,93.91329956,108.576622,93.81328583,75.04995728
4729,43826,7852,73.96327972,88.97663116,111.2299652,125.843277,135.2299347,123.3899612,104.6866226,95.86995697,96.29662323,103.2932892,86.87328339,71.24328613
4730,43827,7853,73.96327972,88.97663116,111.2299652,125.843277,135.2299347,123.3899612,104.6866226,95.86995697,96.29662323,103.2932892,86.87328339,71.24328613
4731,43828,7854,72.14661407,86.17996216,106.5799484,122.4799576,133.2199554,121.6932907,105.1032715,97.10329437,95.53662109,98.50662231,82.29328918,69.18662262
4732,43829,7855,72.14661407,86.17996216,106.5799484,122.4799576,133.2199554,121.6932907,105.1032715,97.10329437,95.53662109,98.50662231,82.29328918,69.18662262
4733,43830,7856,72.20327759,85.5666275,103.1932831,118.2799606,129.3199463,118.7666016,104.1166306,96.13661957,91.65328979,94.20662689,80.07661438,68.94662476
4734,43831,7857,72.20327759,85.5666275,103.1932831,118.2799606,129.3199463,118.7666016,104.1166306,96.13661957,91.65328979,94.20662689,80.07661438,68.94662476
4735,43832,7858,87.89994812,103.1032867,118.1132889,129.1532745,129.0566101,114.4766312,102.4432831,95.96660614,89.67661285,96.3166275,91.33661652,83.36329651
4736,43833,7859,87.89994812,103.1032867,118.1132889,129.1532745,129.0566101,114.4766312,102.4432831,95.96660614,89.67661285,96.3166275,91.33661652,83.36329651
4737,43834,7860,93.74995422,108.7399597,121.9599457,129.573288,125.1266174,109.3132782,100.6666183,95.95995331,87.45662689,92.63994598,94.69664764,89.11995697
4738,43835,7861,93.74995422,108.7399597,121.9599457,129.573288,125.1266174,109.3132782,100.6666183,95.95995331,87.45662689,92.63994598,94.69664764,89.11995697
4739,43836,7862,89.78328705,102.4866104,114.7132874,119.5732803,117.5232925,103.2699432,98.75328827,96.10996246,84.99663544,83.22660828,90.14994812,86.24996948
4740,43837,7863,87.43327332,100.3032761,115.6532745,123.0466232,123.3032913,110.939949,101.2466049,98.32328796,93.76661682,89.42995453,88.43327332,83.62329102
4741,43838,7864,87.43327332,100.3032761,115.6532745,123.0466232,123.3032913,110.939949,101.2466049,98.32328796,93.76661682,89.42995453,88.43327332,83.62329102
4742,43839,7865,88.13330078,101.3032913,117.5699539,125.2966156,122.8932877,109.2166061,98.46662903,94.56328583,93.69329071,91.77661896,87.90995789,83.36994934
4743,43840,7866,88.13330078,101.3032913,117.5699539,125.2966156,122.8932877,109.2166061,98.46662903,94.56328583,93.69329071,91.77661896,87.90995789,83.36994934
4744,43841,7867,91.9332962,105.4932938,120.4666214,126.2832718,116.2932816,98.11660004,90.42996216,84.8866272,84.79994965,90.23661804,88.62328339,85.483284
4745,43842,7868,91.9332962,105.4932938,120.4666214,126.2832718,116.2932816,98.11660004,90.42996216,84.8866272,84.79994965,90.23661804,88.62328339,85.483284
4746,43843,7869,70.43995667,80.37327576,94.67329407,102.1733017,96.82328796,87.17328644,83.72328949,80.51660919,72.14328766,67.35662079,68.10662842,66.58662415
4747,43844,7870,70.43995667,80.37327576,94.67329407,102.1733017,96.82328796,87.17328644,83.72328949,80.51660919,72.14328766,67.35662079,68.10662842,66.58662415
4748,43845,7871,57.04328156,64.1466217,78.07662201,87.71662903,87.40329742,84.80661774,82.08663177,80.76661682,68.91995239,56.31328964,56.62995529,54.61661911
4749,43846,7872,57.04328156,64.1466217,78.07662201,87.71662903,87.40329742,84.80661774,82.08663177,80.76661682,68.91995239,56.31328964,56.62995529,54.61661911
4750,43847,7873,51.73994827,56.84662247,70.68662262,82.93331146,87.98994446,91.05327606,85.53662109,85.63661957,75.17662048,57.10662079,54.18662262,49.56661606
4751,43848,7874,51.73994827,56.84662247,70.68662262,82.93331146,87.98994446,91.05327606,85.53662109,85.63661957,75.17662048,57.10662079,54.18662262,49.56661606
4752,43849,7875,56.01328659,61.75329208,74.32994843,86.03661346,89.49662018,87.10995483,76.71995544,78.27661896,74.42329407,63.23661804,59.76660919,55.17327881
4753,43850,7876,56.01328659,61.75329208,74.32994843,86.03661346,89.49662018,87.10995483,76.71995544,78.27661896,74.42329407,63.23661804,59.76660919,55.17327881
4754,43851,7877,58.04995346,64.67328644,76.35995483,87.54328918,88.91660309,82.87327576,69.56661987,72.09661102,73.89994812,68.20994568,63.10996246,58.44661713
4755,43852,7878,57.8966217,65.55995178,76.75328827,87.40995026,86.2432785,78.3499527,64.07994843,67.1632843,73.60995483,71.99661255,64.30995178,59.34996414
4756,43853,7879,57.8966217,65.55995178,76.75328827,87.40995026,86.2432785,78.3499527,64.07994843,67.1632843,73.60995483,71.99661255,64.30995178,59.34996414
4757,43854,7880,60.4666214,68.22994995,77.85661316,86.51994324,85.87328339,76.63994598,63.18662262,66.70995331,76.50995636,74.02661133,66.36662292,60.9666214
4758,43855,7881,60.4666214,68.22994995,77.85661316,86.51994324,85.87328339,76.63994598,63.18662262,66.70995331,76.50995636,74.02661133,66.36662292,60.9666214
4759,43856,7882,62.61328888,70.95996094,79.34660339,86.49662018,84.98661041,73.13996124,60.85995865,65.69328308,76.91661835,75.12995911,67.62328339,62.55329514
4760,43857,7883,62.61328888,70.95996094,79.34660339,86.49662018,84.98661041,73.13996124,60.85995865,65.69328308,76.91661835,75.12995911,67.62328339,62.55329514
4761,43858,7884,64.28996277,73.78328705,81.22994232,87.33662415,83.61328125,67.8499527,57.09662628,64.15328217,74.85327148,75.29994965,68.06328583,64.10660553
4762,43859,7885,64.28996277,73.78328705,81.22994232,87.33662415,83.61328125,67.8499527,57.09662628,64.15328217,74.85327148,75.29994965,68.06328583,64.10660553
4763,43860,7886,63.92995834,74.89995575,82.65995026,89.05661774,86.22994232,72.6999588,71.11328888,74.59662628,78.32995605,77.58328247,67.35660553,63.31328964
4764,43861,7887,63.92995834,74.89995575,82.65995026,89.05661774,86.22994232,72.6999588,71.11328888,74.59662628,78.32995605,77.58328247,67.35660553,63.31328964
4765,43869,7888,49.30328751,57.17662048,59.9666214,61.32994843,60.48662567,52.97328949,67.62995148,71.70328522,64.88994598,57.66996002,48.24328613,46.88661957
4766,43870,7889,49.30328751,57.17662048,59.9666214,61.32994843,60.48662567,52.97328949,67.62995148,71.70328522,64.88994598,57.66996002,48.24328613,46.88661957
4767,43871,7890,52.66328049,60.09661865,62.25995636,62.19328308,59.8332901,51.44661713,67.40328217,71.34661102,63.74660873,58.18995285,49.33662415,48.85662079
4768,43981,7891,44.1232872,52.74328232,69.93660736,81.71327209,78.08995056,82.6166153,84.74996185,80.58995819,71.57994843,60.89661789,47.41661453,39.39661789
4769,43982,7892,48.90995407,59.16662216,80.16994476,96.04328156,99.67661285,113.1499405,114.2799377,104.9399567,88.31661224,70.86995697,54.00996017,44.19661331
4770,43983,7893,48.90995407,59.16662216,80.16994476,96.04328156,99.67661285,113.1499405,114.2799377,104.9399567,88.31661224,70.86995697,54.00996017,44.19661331
4771,43984,7894,59.91994095,71.93328094,99.279953,121.7866287,129.9732971,141.0732727,127.666626,116.189949,104.2266083,86.92328644,65.983284,54.46995544
4772,43985,7895,59.91994095,71.93328094,99.279953,121.7866287,129.9732971,141.0732727,127.666626,116.189949,104.2266083,86.92328644,65.983284,54.46995544
4773,43986,7896,65.06995392,78.02661896,108.4032974,133.2932892,143.7366028,152.686615,128.7466278,116.3999558,109.1066132,93.08661652,71.47661591,59.45662308
4774,43987,7897,64.36995697,77.45328522,107.5532913,130.5732727,141.009964,147.9899597,117.529953,105.5666199,102.9699554,89.38327789,70.54662323,59.15994644
4775,43988,7898,64.36995697,77.45328522,107.5532913,130.5732727,141.009964,147.9899597,117.529953,105.5666199,102.9699554,89.38327789,70.54662323,59.15994644
4776,43989,7899,64.59328461,77.97995758,107.2632828,127.263298,135.2132874,139.2232819,110.2499619,98.30995178,96.52327728,84.5499649,68.80661774,58.74994659
4777,43990,7900,64.59328461,77.97995758,107.2632828,127.263298,135.2132874,139.2232819,110.2499619,98.30995178,96.52327728,84.5499649,68.80661774,58.74994659
4778,43991,7901,65.60328674,79.77661896,108.2932968,126.4199448,133.0199432,135.0332794,107.7499542,95.93328094,93.30329132,82.66329193,69.04329681,59.29996109
4779,43992,7902,65.60328674,79.77661896,108.2932968,126.4199448,133.0199432,135.0332794,107.7499542,95.93328094,93.30329132,82.66329193,69.04329681,59.29996109
4780,43993,7903,67.36662292,82.86995697,110.6966248,128.0865936,134.4266205,135.4199524,110.0432968,98.41662598,93.28994751,83.66662598,71.25328827,60.82661819
4781,43994,7904,67.36662292,82.86995697,110.6966248,128.0865936,134.4266205,135.4199524,110.0432968,98.41662598,93.28994751,83.66662598,71.25328827,60.82661819
4782,43995,7905,67.06661987,83.34661102,110.4566269,127.5466232,133.4599457,134.0166168,114.6232986,102.7299576,95.29328918,84.86994934,71.64661407,61.28995514
4783,43996,7906,67.06661987,83.34661102,110.4566269,127.5466232,133.4599457,134.0166168,114.6232986,102.7299576,95.29328918,84.86994934,71.64661407,61.28995514
4784,43997,7907,66.73329163,83.22995758,108.9632797,125.4099426,129.8633118,129.7766113,115.2266159,102.6299515,94.94329071,84.54994965,71.79994965,61.8499527
4785,43998,7908,66.73329163,83.22995758,108.9632797,125.4099426,129.8633118,129.7766113,115.2266159,102.6299515,94.94329071,84.54994965,71.79994965,61.8499527
4786,43999,7909,66.3332901,82.5466156,106.216629,121.69664,123.6932755,122.6832733,111.8332901,98.14994812,92.22995758,82.68663025,71.63328552,62.42995453
4787,44000,7910,66.3332901,82.5466156,106.216629,121.69664,123.6932755,122.6832733,111.8332901,98.14994812,92.22995758,82.68663025,71.63328552,62.42995453
4788,44001,7911,63.62994385,78.12661743,98.56995392,114.4132843,115.0332794,114.2732773,108.3832779,96.10996246,88.36660767,79.95995331,68.76328278,60.08328629
4789,44002,7912,61.46661758,74.0666275,92.92662048,108.096611,108.033287,107.1732941,104.689949,94.17663574,85.46996307,77.91995239,66.15995026,57.779953
4790,44003,7913,61.46661758,74.0666275,92.92662048,108.096611,108.033287,107.1732941,104.689949,94.17663574,85.46996307,77.91995239,66.15995026,57.779953
4791,44004,7914,59.8166275,70.38661957,89.27661133,102.6932831,102.7232742,101.3866119,100.7066269,92.34994507,83.55995178,76.56994629,63.83662415,55.53995132
4792,44005,7915,59.8166275,70.38661957,89.27661133,102.6932831,102.7232742,101.3866119,100.7066269,92.34994507,83.55995178,76.56994629,63.83662415,55.53995132
4793,44006,7916,52.8332901,62.49328613,79.90661621,93.99662018,97.19661713,95.279953,92.46996307,86.18328094,79.78328705,71.07995605,57.16661835,49.07995224
4794,44007,7917,52.8332901,62.49328613,79.90661621,93.99662018,97.19661713,95.279953,92.46996307,86.18328094,79.78328705,71.07995605,57.16661835,49.07995224
4795,44008,7918,48.90661621,58.47662735,74.69328308,89.43994904,93.63661194,90.13660431,85.45995331,80.37328339,76.64994812,67.06661987,53.61328506,45.43995667
4796,44009,7919,48.90661621,58.47662735,74.69328308,89.43994904,93.63661194,90.13660431,85.45995331,80.37328339,76.64994812,67.06661987,53.61328506,45.43995667
4797,44010,7920,48.0466156,58.33661652,73.63661957,88.95995331,92.07661438,85.96328735,79.65328217,74.90328979,74.16993713,64.52327728,53.1932869,44.65995407
4798,44011,7921,48.0466156,58.33661652,73.63661957,88.95995331,92.07661438,85.96328735,79.65328217,74.90328979,74.16993713,64.52327728,53.1932869,44.65995407
4799,44012,7922,47.90328598,58.57995224,74.38329315,91.21995544,95.01661682,87.9932785,78.91329193,75.05327606,75.40328979,66.41661072,53.74328995,44.45661545
4800,44013,7923,47.90328598,58.57995224,74.38329315,91.21995544,95.01661682,87.9932785,78.91329193,75.05327606,75.40328979,66.41661072,53.74328995,44.45661545
4801,44014,7924,48.8966217,59.23661804,75.29994965,93.18994141,96.31994629,87.65662384,77.5099411,74.36660767,76.09996033,68.11662292,54.6166153,45.40329742
4802,44015,7925,48.8966217,59.23661804,75.29994965,93.18994141,96.31994629,87.65662384,77.5099411,74.36660767,76.09996033,68.11662292,54.6166153,45.40329742
4803,44016,7926,51.00328827,60.3666153,76.39328766,94.92995453,95.95327759,84.9299469,75.53329468,72.84662628,76.24328613,69.61995697,55.82995224,47.51661682
4804,44017,7927,55.88328171,66.22328949,83.3866272,101.279953,97.85662079,84.96995544,75.31995392,71.7599411,73.63993835,71.14997101,59.43662262,51.3966217
4805,44018,7928,55.88328171,66.22328949,83.3866272,101.279953,97.85662079,84.96995544,75.31995392,71.7599411,73.63993835,71.14997101,59.43662262,51.3966217
4806,44019,7929,52.17995071,62.89328766,80.59329987,98.87993622,96.62995911,85.19662476,77.88328552,72.57328033,70.8499527,68.08995819,55.45995712,47.86662674
4807,44020,7930,52.17995071,62.89328766,80.59329987,98.87993622,96.62995911,85.19662476,77.88328552,72.57328033,70.8499527,68.08995819,55.45995712,47.86662674
4808,44035,7931,42.45994949,53.89994812,67.65662384,78.81328583,80.15328979,82.58328247,88.79995728,81.57660675,72.69995117,56.18328476,45.34661865,39.57328796
4809,44082,7932,41.05327988,54.78995514,65.17995453,80.59328461,87.4666214,77.05661774,66.89996338,68.40662384,66.45995331,57.01662445,46.13661575,38.36661911
4810,44083,7933,42.03662491,56.43660355,68.33663177,84.05662537,89.85995483,77.78993988,69.53662109,67.31663513,64.97994995,56.44995117,46.63328552,39.08662033
4811,44090,7934,48.91996384,64.93328094,83.73662567,92.34663391,96.12328339,87.44327545,105.7332687,94.05995178,74.40328979,62.6399498,51.89328766,43.46662521
4812,44091,7935,59.39995193,74.69661713,94.56995392,110.7666168,120.823288,129.3199768,141.8132782,125.6266022,93.04328918,68.90328217,59.12995148,52.11328888
4813,44092,7936,66.88328552,80.76994324,101.013298,120.0999527,131.5466156,148.4832611,157.9165802,139.2232971,101.1099396,72.26328278,64.33328247,58.27662659
4814,44093,7937,66.88328552,80.76994324,101.013298,120.0999527,131.5466156,148.4832611,157.9165802,139.2232971,101.1099396,72.26328278,64.33328247,58.27662659
4815,44094,7938,71.37661743,83.15995026,103.0866165,120.3466034,128.3066406,144.9532928,154.0699615,134.819931,98.61994934,72.70328522,67.53662109,61.96995544
4816,44095,7939,71.37661743,83.15995026,103.0866165,120.3466034,128.3066406,144.9532928,154.0699615,134.819931,98.61994934,72.70328522,67.53662109,61.96995544
4817,44096,7940,72.54994965,84.20328522,104.0732727,120.2232819,129.2566223,145.9466095,154.2532806,135.3366241,100.2966232,75.86660767,68.72663116,63.66994476
4818,44097,7941,72.54994965,84.20328522,104.0732727,120.2232819,129.2566223,145.9466095,154.2532806,135.3366241,100.2966232,75.86660767,68.72663116,63.66994476
4819,44098,7942,73.96662903,86.01662445,105.0999451,120.9066238,130.8066101,147.4832611,154.6199646,136.4132843,101.7632828,78.54993439,69.93662262,65.41661072
4820,44099,7943,73.96662903,86.01662445,105.0999451,120.9066238,130.8066101,147.4832611,154.6199646,136.4132843,101.7632828,78.54993439,69.93662262,65.41661072
4821,44100,7944,75.61328125,88.52661896,106.1732712,122.399971,133.029953,149.5999451,155.1933136,138.0499725,103.073288,80.70661926,71.16329193,67.17328644
4822,44101,7945,75.61328125,88.52661896,106.1732712,122.399971,133.029953,149.5999451,155.1933136,138.0499725,103.073288,80.70661926,71.16329193,67.17328644
4823,44102,7946,75.63994598,90.04662323,106.5599518,123.8832932,135.0132904,150.3566284,156.1032867,139.4499664,104.7932892,81.05993652,72.10661316,68.00662231
4824,44103,7947,75.63994598,90.04662323,106.5599518,123.8832932,135.0132904,150.3566284,156.1032867,139.4499664,104.7932892,81.05993652,72.10661316,68.00662231
4825,44104,7948,74.86660767,90.63996887,107.0632858,125.3632736,136.47995,152.1532745,158.9232788,142.146637,108.0532684,82.22663116,72.10660553,67.55661011
4826,44105,7949,74.86660767,90.63996887,107.0632858,125.3632736,136.47995,152.1532745,158.9232788,142.146637,108.0532684,82.22663116,72.10660553,67.55661011
4827,44106,7950,73.30661774,90.29660034,107.7066116,126.8366165,137.4299469,155.0166168,163.6999512,146.1532745,112.8232651,84.23661041,71.17329407,65.84661865
4828,44107,7951,73.02994537,90.22661591,109.1766281,126.8132858,138.4299469,156.2499542,164.9132996,146.8866119,114.1466217,84.5999527,70.52328491,65.15995789
4829,44108,7952,73.02994537,90.22661591,109.1766281,126.8132858,138.4299469,156.2499542,164.9132996,146.8866119,114.1466217,84.5999527,70.52328491,65.15995789
4830,44109,7953,72.75662231,90.18663788,110.119957,126.0399551,137.1632996,155.7932739,165.6866302,147.2432556,114.4032974,83.65661621,69.59328461,64.22661591
4831,44110,7954,72.75662231,90.18663788,110.119957,126.0399551,137.1632996,155.7932739,165.6866302,147.2432556,114.4032974,83.65661621,69.59328461,64.22661591
4832,44111,7955,72.48995972,90.23661804,110.5332947,124.5399323,133.6366272,153.6832886,165.9899445,147.2266083,113.5699615,81.38329315,68.36328888,63.09661865
4833,44112,7956,72.48995972,90.23661804,110.5332947,124.5399323,133.6366272,153.6832886,165.9899445,147.2266083,113.5699615,81.38329315,68.36328888,63.09661865
4834,44113,7957,67.00328064,85.34327698,105.373291,118.6166229,127.093277,147.7032928,158.8332977,143.0032654,112.3199463,80.74328613,65.233284,58.54328918
4835,44114,7958,67.00328064,85.34327698,105.373291,118.6166229,127.093277,147.7032928,158.8332977,143.0032654,112.3199463,80.74328613,65.233284,58.54328918
4836,44115,7959,62.7032814,81.58662415,101.4266281,114.5232849,123.0199356,143.5166168,153.289978,139.5899811,111.1566238,80.55329132,62.91996002,55.15328217
