OID,Id,ORIG_FID,nddsf1,nddsf2,nddsf3,nddsf4,nddsf5,nddsf6,nddsf7,nddsf8,nddsf9,nddsf10,nddsf11,nddsf12
5746,45968,8869,21.28994942,26.76662064,34.35328674,33.52994919,24.10328484,9.569952965,6.106620312,5.519953251,6.80995369,14.17328358,16.94995308,18.05328751
5747,45969,8870,28.09328651,36.95994949,46.29661942,45.98662186,34.28328705,16.10662079,12.04661846,10.87328529,11.45995235,20.74328613,23.48661613,24.37328911
5748,45970,8871,28.09328651,36.95994949,46.29661942,45.98662186,34.28328705,16.10662079,12.04661846,10.87328529,11.45995235,20.74328613,23.48661613,24.37328911
5749,45971,8872,26.31328392,36.23994827,48.44661713,50.8599472,40.47661591,21.76662064,19.11995316,18.97328758,15.91328335,23.31661797,24.56995583,24.24995232
5750,45972,8873,26.31328392,36.23994827,48.44661713,50.8599472,40.47661591,21.76662064,19.11995316,18.97328758,15.91328335,23.31661797,24.56995583,24.24995232
5751,45973,8874,15.95662022,24.54994965,40.83995438,48.13661957,42.6932869,26.55328369,27.30995369,29.83661842,20.13661766,21.92328453,20.19995499,17.67328453
5752,45974,8875,15.95662022,24.54994965,40.83995438,48.13661957,42.6932869,26.55328369,27.30995369,29.83661842,20.13661766,21.92328453,20.19995499,17.67328453
5753,45975,8876,16.47995377,26.10995293,38.9432869,43.81995392,39.3199501,26.96661758,26.81328201,28.76662064,20.15995026,20.70661545,19.55328751,17.92328453
5754,45976,8877,16.47995377,26.10995293,38.9432869,43.81995392,39.3199501,26.96661758,26.81328201,28.76662064,20.15995026,20.70661545,19.55328751,17.92328453
5755,45977,8878,17.41662025,27.18328476,37.68328857,40.59328461,36.61662292,27.66662025,25.71328354,26.08662033,18.84662056,18.40661812,18.00328636,17.72995377
5756,45978,8879,17.41662025,27.18328476,37.68328857,40.59328461,36.61662292,27.66662025,25.71328354,26.08662033,18.84662056,18.40661812,18.00328636,17.72995377
5757,45979,8880,18.74328423,27.72661781,37.07995224,38.46328354,34.59995651,28.6766243,24.03995132,21.7799511,16.14328575,15.01995373,15.53328419,17.06661797
5758,45980,8881,18.74328423,27.72661781,37.07995224,38.46328354,34.59995651,28.6766243,24.03995132,21.7799511,16.14328575,15.01995373,15.53328419,17.06661797
5759,45981,8882,15.44328594,23.06328774,32.08662033,35.53327942,35.02661896,29.70328522,23.67661858,20.04328537,14.5566206,12.24661827,12.97661781,14.3466177
5760,45982,8883,13.20661831,19.06995201,26.6299572,32.233284,34.85662079,30.50662041,24.6232872,20.68328667,14.76661873,10.91995049,11.26328659,12.22328377
5761,45983,8884,13.20661831,19.06995201,26.6299572,32.233284,34.85662079,30.50662041,24.6232872,20.68328667,14.76661873,10.91995049,11.26328659,12.22328377
5762,45984,8885,12.01661968,15.77328682,20.69662094,28.56661987,34.09662247,31.10994911,26.85995293,23.7099514,16.8032856,11.06995201,10.45328617,10.66995144
5763,45985,8886,12.01661968,15.77328682,20.69662094,28.56661987,34.09662247,31.10994911,26.85995293,23.7099514,16.8032856,11.06995201,10.45328617,10.66995144
5764,45986,8887,13.66662121,17.2799511,20.31328774,24.40328789,28.46328926,29.95995522,29.16661644,25.29661942,17.89995575,10.25662041,10.236619,11.34328651
5765,45987,8888,13.66662121,17.2799511,20.31328774,24.40328789,28.46328926,29.95995522,29.16661644,25.29661942,17.89995575,10.25662041,10.236619,11.34328651
5766,45988,8889,12.39328861,15.59328747,18.26995087,21.62328529,26.00328445,30.26662064,30.93661499,25.96995163,18.43995476,9.316619873,9.193286896,10.53328514
5767,45989,8890,12.39328861,15.59328747,18.26995087,21.62328529,26.00328445,30.26662064,30.93661499,25.96995163,18.43995476,9.316619873,9.193286896,10.53328514
5768,45990,8891,8.246619225,10.71328545,14.55995178,20.18995285,26.71995163,31.99328804,32.2166214,25.7566185,18.39662361,8.206620216,7.299952507,8.24995327
5769,45991,8892,8.246619225,10.71328545,14.55995178,20.18995285,26.71995163,31.99328804,32.2166214,25.7566185,18.39662361,8.206620216,7.299952507,8.24995327
5770,45992,8893,9.466619492,12.54995251,18.85328484,27.25328827,34.70994949,35.5066185,32.80328751,26.13662148,19.71328735,11.11328506,9.066620827,9.606618881
5771,45993,8894,9.466619492,12.54995251,18.85328484,27.25328827,34.70994949,35.5066185,32.80328751,26.13662148,19.71328735,11.11328506,9.066620827,9.606618881
5772,45994,8895,10.69328403,14.04661846,22.32995033,32.03328705,39.61662292,39.529953,35.2032814,28.19662094,22.26328468,13.53995323,10.5099535,10.57328606
5773,45995,8896,10.69328403,14.04661846,22.32995033,32.03328705,39.61662292,39.529953,35.2032814,28.19662094,22.26328468,13.53995323,10.5099535,10.57328606
5774,45996,8897,11.88328362,15.20328331,24.97995377,34.53662109,41.41662216,44.02327728,39.39328766,31.87995148,26.00995255,15.53995228,11.63661766,11.17662048
5775,45997,8898,11.08661842,15.48328686,24.78995132,33.66328812,40.31328964,42.72328186,36.91661835,30.16662025,26.11328506,17.26995277,11.23661995,9.953287125
5776,45998,8899,11.08661842,15.48328686,24.78995132,33.66328812,40.31328964,42.72328186,36.91661835,30.16662025,26.11328506,17.26995277,11.23661995,9.953287125
5777,45999,8900,10.81995201,15.523283,24.37662125,32.24328232,38.67328262,40.19328308,33.41328812,27.57995224,24.95328522,17.53328705,10.59662056,9.216620445
5778,46000,8901,10.81995201,15.523283,24.37662125,32.24328232,38.67328262,40.19328308,33.41328812,27.57995224,24.95328522,17.53328705,10.59662056,9.216620445
5779,46001,8902,11.07661915,15.31662083,23.72328949,30.2566185,36.46995163,36.43329239,28.8666153,24.13661957,22.51995468,16.32328606,9.739953995,9.013286591
5780,46002,8903,11.07661915,15.31662083,23.72328949,30.2566185,36.46995163,36.43329239,28.8666153,24.13661957,22.51995468,16.32328606,9.739953995,9.013286591
5781,46003,8904,11.01328564,15.39995193,23.2032814,28.54661942,32.82662201,33.66995621,26.99662018,22.46995354,20.8432827,14.81995106,9.026619911,8.623287201
5782,46004,8905,11.01328564,15.39995193,23.2032814,28.54661942,32.82662201,33.66995621,26.99662018,22.46995354,20.8432827,14.81995106,9.026619911,8.623287201
5783,46005,8906,11.49995232,16.3032856,23.63328743,27.91661835,30.91662025,32.34662247,26.07661629,21.69995117,20.40328598,14.27328491,8.933286667,8.573286057
5784,46006,8907,11.49995232,16.3032856,23.63328743,27.91661835,30.91662025,32.34662247,26.07661629,21.69995117,20.40328598,14.27328491,8.933286667,8.573286057
5785,46007,8908,12.50328541,18.05661964,25.06995392,28.33328438,30.75328827,32.47661972,26.05328941,21.86328316,21.16661835,14.66995335,9.489953995,8.853285789
5786,46008,8909,12.50328541,18.05661964,25.06995392,28.33328438,30.75328827,32.47661972,26.05328941,21.86328316,21.16661835,14.66995335,9.489953995,8.853285789
5787,46009,8910,12.33995247,18.39661598,25.58328438,28.77328682,32.0599556,34.30994797,27.10661888,23.21328354,22.07662201,15.50995255,9.863285065,8.833286285
5788,46010,8911,12.33995247,18.39661598,25.58328438,28.77328682,32.0599556,34.30994797,27.10661888,23.21328354,22.07662201,15.50995255,9.863285065,8.833286285
5789,46011,8912,11.76328659,17.82661819,25.34661675,28.57995415,32.71328354,34.75995636,27.40995407,23.74995232,22.19995308,15.50661659,9.666620255,8.49995327
5790,46012,8913,10.82328701,16.32995224,24.31661797,27.74328232,32.66995621,33.78662109,26.93329048,23.46995354,21.53328896,14.59995461,8.903286934,7.849952221
5791,46013,8914,10.82328701,16.32995224,24.31661797,27.74328232,32.66995621,33.78662109,26.93329048,23.46995354,21.53328896,14.59995461,8.903286934,7.849952221
5792,46014,8915,10.75995255,15.74995232,23.61328697,27.97994804,32.50661469,34.15662003,27.66329002,23.733284,20.72328377,13.49328709,8.389955521,7.649953365
5793,46015,8916,10.75995255,15.74995232,23.61328697,27.97994804,32.50661469,34.15662003,27.66329002,23.733284,20.72328377,13.49328709,8.389955521,7.649953365
5794,46016,8917,10.33995152,15.20328712,23.09662247,28.02994919,32.79661942,35.483284,29.36995125,24.96994972,20.52995491,13.06995201,8.079954147,7.389953136
5795,46017,8918,10.33995152,15.20328712,23.09662247,28.02994919,32.79661942,35.483284,29.36995125,24.96994972,20.52995491,13.06995201,8.079954147,7.389953136
5796,46018,8919,9.603286743,14.66328621,22.73661995,27.88661766,33.53661728,37.77994919,32.04995346,27.17661858,20.95328712,13.28328609,8.019953728,7.056619167
5797,46019,8920,9.603286743,14.66328621,22.73661995,27.88661766,33.53661728,37.77994919,32.04995346,27.17661858,20.95328712,13.28328609,8.019953728,7.056619167
5798,46020,8921,12.36661911,16.04328537,21.5932827,26.15662193,30.82328415,36.57328415,33.39661789,28.15328789,21.55994987,14.60995102,10.71661949,10.05995369
5799,46021,8922,12.36661911,16.04328537,21.5932827,26.15662193,30.82328415,36.57328415,33.39661789,28.15328789,21.55994987,14.60995102,10.71661949,10.05995369
5800,46022,8923,14.50995255,17.49995232,21.6932869,26.13995171,30.49995613,37.18995285,34.74995422,29.69661903,22.72995567,16.07661819,12.84661961,12.31661987
5801,46024,8924,16.01328659,19.05994987,23.01661873,27.80661964,32.57994461,39.61328888,36.11328506,31.83328438,24.42328644,17.68995094,14.40995216,13.85328293
5802,46025,8925,16.01328659,19.05994987,23.01661873,27.80661964,32.57994461,39.61328888,36.11328506,31.83328438,24.42328644,17.68995094,14.40995216,13.85328293
5803,46026,8926,11.53995228,14.92328453,21.29995346,27.64328766,34.92995453,42.26328659,38.07995605,32.22995377,24.55661964,14.65328598,10.736619,9.503285408
5804,46027,8927,10.78995323,14.23995304,21.33995438,27.85994911,36.19329071,43.35995865,41.40662003,34.31995392,25.22328568,14.57328606,10.59328651,8.876620293
5805,46028,8928,10.78995323,14.23995304,21.33995438,27.85994911,36.19329071,43.35995865,41.40662003,34.31995392,25.22328568,14.57328606,10.59328651,8.876620293
5806,46029,8929,13.70662022,17.04328537,23.10328484,28.49995041,36.43328476,42.86328506,46.08327484,38.16994858,26.4532814,17.41995239,13.9399538,11.97661972
5807,46030,8930,13.70662022,17.04328537,23.10328484,28.49995041,36.43328476,42.86328506,46.08327484,38.16994858,26.4532814,17.41995239,13.9399538,11.97661972
5808,46036,8931,14.45661831,18.16995239,23.06328583,30.45661736,39.733284,45.39661407,42.8566246,35.52662277,26.92328453,16.26328659,12.30661869,10.86328506
5809,46037,8932,12.19995117,16.34328651,22.37995338,30.26661873,40.92662048,47.92995071,45.38328934,37.41661835,28.82328606,17.33661842,11.78995132,9.516620636
5810,46038,8933,12.19995117,16.34328651,22.37995338,30.26661873,40.92662048,47.92995071,45.38328934,37.41661835,28.82328606,17.33661842,11.78995132,9.516620636
5811,46039,8934,10.82328606,15.1166172,21.97328949,30.45662308,41.86995316,48.94329071,46.8199501,38.00328827,29.86328697,18.15995216,11.8266201,9.123287201
5812,46040,8935,10.82328606,15.1166172,21.97328949,30.45662308,41.86995316,48.94329071,46.8199501,38.00328827,29.86328697,18.15995216,11.8266201,9.123287201
5813,46041,8936,10.28662014,14.49661732,21.85662079,31.02328491,42.55662155,48.4132843,47.15662384,37.28661728,30.06661606,18.70661545,12.43995285,9.666621208
5814,46136,8937,17.61328506,22.08328629,28.50995064,34.55662155,38.23662186,37.75994873,29.91995239,27.83328629,21.74661446,21.2499485,18.46661758,16.28661919
5815,46137,8938,17.61328506,22.08328629,28.50995064,34.55662155,38.23662186,37.75994873,29.91995239,27.83328629,21.74661446,21.2499485,18.46661758,16.28661919
5816,46138,8939,21.21328354,25.06661606,32.42329025,37.29995346,38.90328598,35.13995361,24.22662163,24.93662071,21.20662117,22.20995331,20.4432869,18.45661736
5817,46139,8940,21.21328354,25.06661606,32.42329025,37.29995346,38.90328598,35.13995361,24.22662163,24.93662071,21.20662117,22.20995331,20.4432869,18.45661736
5818,46140,8941,22.95328712,26.5999527,35.14661789,40.90662003,41.92328644,37.59328461,25.16661835,26.9366169,23.12328148,23.90328598,22.53994942,19.71328735
5819,46141,8942,22.95328712,26.5999527,35.14661789,40.90662003,41.92328644,37.59328461,25.16661835,26.9366169,23.12328148,23.90328598,22.53994942,19.71328735
5820,46142,8943,22.85995293,26.68328476,36.67995071,45.33328629,47.24994278,45.13661194,32.7566185,33.86328125,27.50328445,26.33995247,24.77995682,20.05995369
5821,46143,8944,22.85995293,26.68328476,36.67995071,45.33328629,47.24994278,45.13661194,32.7566185,33.86328125,27.50328445,26.33995247,24.77995682,20.05995369
5822,46144,8945,19.78995132,24.14661598,31.93328476,38.49328613,41.46995926,38.93662262,28.58328247,28.85328865,24.24328804,23.21661758,20.65662003,17.26995277
5823,46145,8946,19.78995132,24.14661598,31.93328476,38.49328613,41.46995926,38.93662262,28.58328247,28.85328865,24.24328804,23.21661758,20.65662003,17.26995277
5824,46146,8947,18.07995224,23.77328682,29.31662369,33.94661713,37.63661575,34.36661911,25.39328957,25.53328514,22.40995407,21.41662025,18.21995735,16.0299511
5825,46147,8948,17.78328514,25.59662056,28.81995392,31.71328545,35.73661804,31.43328476,23.20328712,23.90662003,21.9532814,20.93995094,17.483284,16.3032856
5826,46148,8949,17.78328514,25.59662056,28.81995392,31.71328545,35.73661804,31.43328476,23.20328712,23.90662003,21.9532814,20.93995094,17.483284,16.3032856
5827,46149,8950,20.14661598,28.43994713,33.41661835,36.23995209,40.49662018,34.57995224,27.98661995,28.24995041,25.52661896,23.5299511,20.01328468,18.26328659
5828,46150,8951,20.14661598,28.43994713,33.41661835,36.23995209,40.49662018,34.57995224,27.98661995,28.24995041,25.52661896,23.5299511,20.01328468,18.26328659
5829,46151,8952,20.47995186,28.16995239,34.95995712,38.11661911,41.9299469,36.3732872,31.26328278,31.22661591,27.40995216,24.33328438,20.69995499,18.483284
5830,46152,8953,20.47995186,28.16995239,34.95995712,38.11661911,41.9299469,36.3732872,31.26328278,31.22661591,27.40995216,24.33328438,20.69995499,18.483284
5831,46153,8954,18.75995445,24.76995087,33.45661926,37.36662292,40.04994965,36.83327866,33.01995087,32.8199501,27.58994865,23.33994865,19.52995491,16.87328529
5832,46154,8955,18.75995445,24.76995087,33.45661926,37.36662292,40.04994965,36.83327866,33.01995087,32.8199501,27.58994865,23.33994865,19.52995491,16.87328529
5833,46155,8956,15.7132864,20.4832859,27.88995171,30.65328407,33.63661957,30.01328659,26.68994713,26.37995338,22.81661987,18.97328568,15.88995266,14.27995205
5834,46156,8957,15.7132864,20.4832859,27.88995171,30.65328407,33.63661957,30.01328659,26.68994713,26.37995338,22.81661987,18.97328568,15.88995266,14.27995205
5835,46157,8958,14.01328754,18.36661911,24.35328484,26.51662064,29.93328667,26.05661774,22.45995331,22.19995117,19.55661774,16.21661758,13.86995411,12.94328594
5836,46158,8959,14.01328754,18.36661911,24.35328484,26.51662064,29.93328667,26.05661774,22.45995331,22.19995117,19.55661774,16.21661758,13.86995411,12.94328594
5837,46159,8960,13.66995239,18.40995216,22.8032856,24.99328613,28.97328949,24.98662186,20.34328461,20.30661964,17.79661942,15.06662083,13.51994991,12.86662006
5838,46160,8961,13.66995239,18.40995216,22.8032856,24.99328613,28.97328949,24.98662186,20.34328461,20.30661964,17.79661942,15.06662083,13.51994991,12.86662006
5839,46161,8962,13.9399538,18.28328514,22.14328384,23.69328499,27.63661575,25.6699543,20.81328774,20.88328362,18.74995041,14.97328377,13.16328621,12.48661995
5840,46162,8963,13.88661861,18.13328743,21.40995026,23.04662323,27.233284,26.19661903,21.41995239,21.33662033,19.42328262,15.06995201,13.07661819,12.44328403
5841,46163,8964,13.88661861,18.13328743,21.40995026,23.04662323,27.233284,26.19661903,21.41995239,21.33662033,19.42328262,15.06995201,13.07661819,12.44328403
5842,46164,8965,13.529953,17.95662117,20.59328461,23.08328247,27.76661873,26.53995132,22.18995094,21.67661858,19.73995209,15.34328556,13.29995251,12.70328617
5843,46165,8966,13.529953,17.95662117,20.59328461,23.08328247,27.76661873,26.53995132,22.18995094,21.67661858,19.73995209,15.34328556,13.29995251,12.70328617
5844,46166,8967,14.10661888,18.57328606,21.63995361,23.74661827,29.0066185,27.63662148,22.90661812,21.61995316,19.23661995,16.2332859,13.59661961,13.35661888
5845,46167,8968,14.10661888,18.57328606,21.63995361,23.74661827,29.0066185,27.63662148,22.90661812,21.61995316,19.23661995,16.2332859,13.59661961,13.35661888
5846,46168,8969,14.37661839,18.81328774,22.08661842,24.02994919,29.76994896,29.01661873,23.92995453,21.71661568,19.29328537,17.04661942,13.91328621,13.55995083
5847,46169,8970,14.37661839,18.81328774,22.08661842,24.02994919,29.76994896,29.01661873,23.92995453,21.71661568,19.29328537,17.04661942,13.91328621,13.55995083
5848,46170,8971,14.35661697,18.69328499,21.93328476,23.91328621,30.08328247,30.66328812,25.25995255,21.96661758,19.96661949,17.74995232,14.24995327,13.35328484
5849,46171,8972,14.35661697,18.69328499,21.93328476,23.91328621,30.08328247,30.66328812,25.25995255,21.96661758,19.96661949,17.74995232,14.24995327,13.35328484
5850,46172,8973,14.86661911,19.0299511,22.31328774,24.19328499,30.4366169,30.76328468,25.75995255,22.62661743,20.23995399,17.45661736,14.68328571,13.6632843
5851,46173,8974,14.86661911,19.0299511,22.31328774,24.19328499,30.4366169,30.76328468,25.75995255,22.62661743,20.23995399,17.45661736,14.68328571,13.6632843
5852,46174,8975,15.42662048,19.48661995,22.67328644,24.85328484,30.6932869,31.05661774,26.53328514,23.22328758,20.57328606,17.54328346,15.14995193,14.03328514
5853,46175,8976,15.42662048,19.48661995,22.67328644,24.85328484,30.6932869,31.05661774,26.53328514,23.22328758,20.57328606,17.54328346,15.14995193,14.03328514
5854,46176,8977,16.04662132,20.06995392,22.97994995,25.91328621,30.87661934,31.55995369,27.59661865,23.7799511,20.9432888,17.99995041,15.66662025,14.50995255
5855,46177,8978,15.80994987,20.75995064,23.41661644,25.75661659,30.85328293,33.16328812,29.82328415,26.04661942,22.85995102,18.68995285,15.54661751,14.23995304
5856,46178,8979,15.80994987,20.75995064,23.41661644,25.75661659,30.85328293,33.16328812,29.82328415,26.04661942,22.85995102,18.68995285,15.54661751,14.23995304
5857,46179,8980,15.44661999,20.49328613,22.94995308,25.63995361,30.98995399,34.91994858,31.48661613,27.94994926,24.10661697,18.70661736,15.18995285,13.80995178
5858,46180,8981,15.44661999,20.49328613,22.94995308,25.63995361,30.98995399,34.91994858,31.48661613,27.94994926,24.10661697,18.70661736,15.18995285,13.80995178
5859,46181,8982,14.96995163,19.3032856,21.61995506,25.57328415,31.28995132,36.75994873,32.56661987,29.46328735,24.67661476,18.07328415,14.59328556,13.20328712
5860,46182,8983,14.96995163,19.3032856,21.61995506,25.57328415,31.28995132,36.75994873,32.56661987,29.46328735,24.67661476,18.07328415,14.59328556,13.20328712
5861,46183,8984,14.58328533,18.6866188,21.44328117,25.75328636,33.03328705,37.58661652,32.49328613,28.84995461,24.38328362,17.86661911,14.33328533,12.74995232
5862,46184,8985,14.58328533,18.6866188,21.44328117,25.75328636,33.03328705,37.58661652,32.49328613,28.84995461,24.38328362,17.86661911,14.33328533,12.74995232
5863,46185,8986,15.4799509,19.38662148,23.08661842,27.13328743,34.03328705,38.4532814,33.76661682,29.26661873,25.47994995,18.92328644,15.2566185,13.43995285
5864,46231,8987,17.60661888,21.17995071,28.27662468,31.05995369,35.16662216,35.07661819,28.55328178,26.4266243,27.60995293,23.30995369,18.14995384,15.28995228
5865,46232,8988,16.66661835,20.16662025,27.58661842,29.77661705,33.89661789,34.10995865,28.30661774,25.79995346,26.85995293,22.55328369,16.99661827,14.38995266
5866,46250,8989,15.11662102,19.30661964,26.44661713,28.54662132,32.09328842,34.85995102,33.21995163,30.15328789,26.26661873,21.39661789,17.24661827,15.02328491
5867,46251,8990,13.10995293,16.22661781,23.5532856,26.49328613,29.67328644,29.0999527,21.64328384,23.2166214,24.8099556,20.63995361,16.06328583,13.64661789
5868,46252,8991,12.35995102,14.79328442,22.16328812,26.03328896,29.97328568,27.52328682,16.82661819,21.05995369,25.72328377,20.9432869,15.6899519,13.24661827
5869,46253,8992,12.35995102,14.79328442,22.16328812,26.03328896,29.97328568,27.52328682,16.82661819,21.05995369,25.72328377,20.9432869,15.6899519,13.24661827
5870,46254,8993,12.86995316,15.05328369,22.29661942,27.20328522,32.98662186,30.17328644,18.80995369,23.68995094,29.01662064,22.27328491,16.11661911,13.79995251
5871,46255,8994,12.86995316,15.05328369,22.29661942,27.20328522,32.98662186,30.17328644,18.80995369,23.68995094,29.01662064,22.27328491,16.11661911,13.79995251
5872,46256,8995,12.58661747,15.29661942,21.4199543,26.47661972,32.62662506,31.16995239,18.62661934,23.80328751,29.00662041,22.08661842,15.95995235,13.76661873
5873,46257,8996,12.58661747,15.29661942,21.4199543,26.47661972,32.62662506,31.16995239,18.62661934,23.80328751,29.00662041,22.08661842,15.95995235,13.76661873
5874,46258,8997,13.17995167,16.01662064,21.49995041,26.44995499,32.48661804,31.00328827,19.34328461,23.05662155,27.18995285,21.18328667,16.10661697,13.92995262
5875,46259,8998,13.17995167,16.01662064,21.49995041,26.44995499,32.48661804,31.00328827,19.34328461,23.05662155,27.18995285,21.18328667,16.10661697,13.92995262
5876,46260,8999,14.64661789,17.18328476,22.56995392,27.10995293,32.59661484,29.69995499,20.97661972,21.42661858,23.58328438,19.54328728,16.55995178,14.29328537
5877,46261,9000,14.64661789,17.18328476,22.56995392,27.10995293,32.59661484,29.69995499,20.97661972,21.42661858,23.58328438,19.54328728,16.55995178,14.29328537
5878,46268,9001,13.54328537,15.84661865,20.65662003,24.87661743,30.58995247,28.0299511,18.67661858,20.45328522,23.90328598,19.11995506,14.13995361,12.04328632
5879,46269,9002,13.39661694,15.2766161,20.00995255,23.74328804,29.66328621,27.77995682,18.46995163,19.88328362,23.06328774,18.69661903,13.78328419,11.63995361
5880,46272,9003,13.06661987,14.60661888,18.86328506,22.4366188,28.36661911,27.14328766,18.24328613,18.89995193,21.58995819,18.0766201,13.0532856,10.83661842
5881,46273,9004,12.78661823,14.38328457,18.42995071,22.20661545,27.22994995,24.76995087,16.01995277,17.20995522,20.1866188,18.09995461,12.90995216,10.55328465
5882,46274,9005,12.78661823,14.38328457,18.42995071,22.20661545,27.22994995,24.76995087,16.01995277,17.20995522,20.1866188,18.09995461,12.90995216,10.55328465
5883,46275,9006,12.78661919,14.34661865,18.58995247,22.51995277,26.4366188,22.50328636,13.60661983,15.15662003,19.13995552,18.1866188,13.09662056,10.53995228
5884,46276,9007,12.78661919,14.34661865,18.58995247,22.51995277,26.4366188,22.50328636,13.60661983,15.15662003,19.13995552,18.1866188,13.09662056,10.53995228
5885,46277,9008,13.06661987,14.51328659,19.33328629,23.40328789,25.92328453,20.33995438,10.96662045,12.76328468,18.44661903,18.37995148,13.62328911,10.7566185
5886,46280,9009,13.15995216,15.36662006,19.91995239,23.69995308,25.57995224,18.1932888,10.1466198,11.49328613,18.12995338,18.47994995,14.18995285,11.06328678
5887,46281,9010,12.80328465,15.60661983,20.20995331,24.22995567,26.04328728,18.29662323,9.733286858,10.97661972,18.92328835,18.95328522,14.70328712,11.36662102
5888,46282,9011,12.02661991,15.25662136,20.19661903,25.08328629,27.30661964,20.65328789,9.68995285,11.19661999,20.8566227,19.79994965,15.13328552,11.64328575
5889,46283,9012,12.02661991,15.25662136,20.19661903,25.08328629,27.30661964,20.65328789,9.68995285,11.19661999,20.8566227,19.79994965,15.13328552,11.64328575
5890,46284,9013,12.86662006,15.72661972,19.98661613,23.2799511,23.31662178,16.62995338,9.7132864,10.18328571,17.11328506,18.51662064,14.93661976,12.61995125
5891,46285,9014,12.86662006,15.72661972,19.98661613,23.2799511,23.31662178,16.62995338,9.7132864,10.18328571,17.11328506,18.51662064,14.93661976,12.61995125
5892,46286,9015,12.92661858,15.90661907,19.78995132,22.75328636,22.13662148,14.76661682,8.319952965,8.469952583,15.26328564,17.67995262,14.74661827,12.93328571
5893,46287,9016,12.92661858,15.90661907,19.78995132,22.75328636,22.13662148,14.76661682,8.319952965,8.469952583,15.26328564,17.67995262,14.74661827,12.93328571
5894,46288,9017,12.20995235,15.81995296,19.54662132,23.54328537,23.76328659,15.05662155,5.579953194,6.009953022,15.3232851,17.2566185,14.49995136,12.58995342
5895,46289,9018,12.20995235,15.81995296,19.54662132,23.54328537,23.76328659,15.05662155,5.579953194,6.009953022,15.3232851,17.2566185,14.49995136,12.58995342
5896,46290,9019,13.43328571,17.26995277,21.72328758,26.94328117,28.21328545,18.98661995,9.006619453,8.773288727,18.49662018,20.08995628,15.97328472,14.02995205
5897,46291,9020,13.43328571,17.26995277,21.72328758,26.94328117,28.21328545,18.98661995,9.006619453,8.773288727,18.49662018,20.08995628,15.97328472,14.02995205
5898,46292,9021,14.64995289,18.89661789,23.21661949,29.01661873,30.78995514,21.22995377,11.44328594,10.67995358,19.75662041,21.6699543,16.90328598,15.16995144
5899,46293,9022,14.64995289,18.89661789,23.21661949,29.01661873,30.78995514,21.22995377,11.44328594,10.67995358,19.75662041,21.6699543,16.90328598,15.16995144
5900,46294,9023,15.87661934,20.6932869,24.00328445,29.81661797,31.47661972,21.81328392,12.93328571,11.72328472,19.11328506,21.97661781,17.28995132,16.03661919
5901,46295,9024,15.87661934,20.6932869,24.00328445,29.81661797,31.47661972,21.81328392,12.93328571,11.72328472,19.11328506,21.97661781,17.28995132,16.03661919
5902,46296,9025,17.06661797,20.91662025,22.69995117,28.26661491,28.28661919,19.40661812,10.60995293,9.42661953,16.3966198,20.76662254,17.22661972,16.0599556
5903,46297,9026,18.46328545,21.7632885,23.65995216,28.72994995,27.23662186,17.86662102,9.473285675,8.243286133,14.76328659,20.50662041,17.5999527,16.70328712
5904,46298,9027,18.46328545,21.7632885,23.65995216,28.72994995,27.23662186,17.86662102,9.473285675,8.243286133,14.76328659,20.50662041,17.5999527,16.70328712
5905,46299,9028,20.0766201,23.20328712,26.86662102,31.23995399,28.33995628,17.19995308,9.546619415,8.193287849,14.25995255,21.21994972,18.39328575,17.91995239
5906,46300,9029,20.0766201,23.20328712,26.86662102,31.23995399,28.33995628,17.19995308,9.546619415,8.193287849,14.25995255,21.21994972,18.39328575,17.91995239
5907,46301,9030,21.56661987,25.96328545,31.01328468,35.20994949,30.61995316,19.52328682,12.59328556,10.80995178,15.25328541,23.96995163,21.2566185,19.86661911
5908,46302,9031,21.56661987,25.96328545,31.01328468,35.20994949,30.61995316,19.52328682,12.59328556,10.80995178,15.25328541,23.96995163,21.2566185,19.86661911
5909,46303,9032,21.77328682,26.29995346,32.33662033,36.70661545,32.17995071,22.08995628,15.18328571,13.13995171,16.30328751,25.18661499,22.58328438,20.05328751
5910,46304,9033,21.77328682,26.29995346,32.33662033,36.70661545,32.17995071,22.08995628,15.18328571,13.13995171,16.30328751,25.18661499,22.58328438,20.05328751
5911,46305,9034,20.70328712,24.24328804,30.8099575,35.69995117,33.01328659,24.87328339,17.28662109,15.20328617,17.36661911,24.84328651,22.41995049,18.48661995
5912,46306,9035,20.70328712,24.24328804,30.8099575,35.69995117,33.01328659,24.87328339,17.28662109,15.20328617,17.36661911,24.84328651,22.41995049,18.48661995
5913,46307,9036,20.78662109,24.71661758,30.34329224,34.97995377,31.77661705,20.88661766,13.13662052,11.92328358,14.21661949,21.15328789,20.95661736,18.29328728
5914,46308,9037,20.78662109,24.71661758,30.34329224,34.97995377,31.77661705,20.88661766,13.13662052,11.92328358,14.21661949,21.15328789,20.95661736,18.29328728
5915,46309,9038,18.66662025,22.70662117,27.53662109,32.56661606,29.27328491,18.68328476,12.5066185,11.55661964,12.91328621,17.74328804,18.23662186,16.46995354
5916,46313,9039,14.31661987,17.9832859,22.77661705,28.00662231,24.32328224,13.37661839,9.419953346,8.366620064,10.32995319,14.44995213,13.46995163,12.53328419
5917,46314,9040,13.83995152,17.00328636,22.82328606,27.70995522,24.42995262,11.78995323,7.383286953,5.843286037,9.103285789,14.3199501,12.88995266,11.87328625
