FID,Id,ORIG_FID,k26_30_1,k26_30_2,k26_30_3,k26_30_4,k26_30_5,k26_30_6,k26_30_7,k26_30_8,k26_30_9,k26_30_10,k26_30_11,k26_30_12
35,54045,13756,11.20800018,34.66469955,86.00209808,141.3090057,161.522995,168.1089935,135.3249969,92.06890106,51.35739899,27.18810081,12.52530003,5.604139805
36,54046,13757,11.18540001,34.61240005,85.57379913,140.4759979,160.4049988,165.5749969,132.598999,91.62809753,51.15850067,27.14019966,12.43799973,5.633560181
37,54047,13758,11.03689957,34.07130051,84.31710052,138.029007,159.3040009,163.0189972,129.7879944,91.09970093,50.84949875,26.9836998,12.2798996,5.596549988
38,54048,13759,11.06770039,34.13359833,84.2358017,137.4450073,159.5370026,160.9029999,128.7200012,91.00839996,51.23139954,27.18230057,12.35859966,5.656829834
39,54049,13760,11.26309967,34.74060059,85.20469666,139.2649994,161.5149994,159.9629974,130.3609924,92.34220123,52.7179985,27.89640045,12.61340046,5.795070171
40,54050,13761,11.37849998,35.01150131,85.05639648,138.276001,159.8910065,159.397995,132.5829926,94.26180267,54.32410049,28.61339951,12.75990009,5.911859989
41,54051,13762,11.48820019,35.21820068,84.80950165,136.5549927,157.2299957,159.602005,135.7059937,97.01999664,56.5848999,29.49830055,12.88669968,6.015930176
42,54052,13763,11.60569954,35.45930099,84.74780273,134.9889984,155.6490021,161.6450043,140.8840027,101.1930008,59.7541008,30.6522007,13.06529999,6.116129875
43,54053,13764,11.66310024,35.61399841,84.78829956,133.4429932,155.4309998,164.2019958,146.3119965,105.6060028,62.86520004,31.98590088,13.2269001,6.170489788
44,54054,13765,11.75230026,35.76810074,85.21510315,132.1199951,156.345993,168.5070038,152.8939972,111.0719986,66.58809662,33.62599945,13.46969986,6.258850098
45,54055,13766,11.80770016,35.79059982,85.14459991,130.8699951,157.7339935,172.9219971,159.1909943,115.9339981,69.96679688,34.88280106,13.58139992,6.30095005
46,54056,13767,11.88700008,35.78760147,84.84989929,129.4830017,160.2720032,178.7649994,166.3439941,121.2320023,73.35410309,36.10979843,13.65279961,6.341119766
47,54057,13768,12.04339981,36.24869919,85.99939728,131.0140076,164.220993,185.2949982,172.2740021,125.8970032,76.40370178,37.33240128,13.84630013,6.410150051
48,54058,13769,12.16219997,36.76330185,87.58059692,133.6529999,168.6629944,191.9349976,177.7220001,130.0659943,79.06420135,38.24729919,13.97599983,6.450399876
49,54059,13770,12.21440029,37.21749878,88.73789978,136.5610046,172.7680054,197.6820068,182.0249939,133.1710052,81.34829712,38.8608017,14.01360035,6.460460186
50,54060,13771,12.25720024,37.64360046,89.5345993,139.1970062,175.9429932,200.2830048,184.0800018,133.4089966,82.67819977,39.16859818,13.99740028,6.467410088
51,54061,13772,12.29409981,37.97930145,90.35639954,141.8999939,178.802002,202.5639954,186.4120026,134.0579987,83.59349823,39.2879982,13.93000031,6.475619793
52,54062,13773,12.28859997,38.22660065,90.79589844,144.1199951,180.9329987,204.6549988,188.8849945,134.9360046,84.04820251,39.07870102,13.76099968,6.46284008
53,54063,13774,12.29650021,38.40710068,91.30200195,145.1929932,181.9199982,205.6529999,190.2420044,135.6940002,83.86329651,38.58509827,13.57479954,6.426660061
54,54064,13775,12.31280041,38.52529907,91.95220184,146.4640045,182.9160004,206.4080048,191.4700012,136.5169983,83.58450317,37.99940109,13.38059998,6.351570129
55,54065,13776,12.37979984,38.76890182,92.44879913,147.9759979,184.3110046,206.8849945,192.9559937,137.4649963,83.60340118,37.65299988,13.31369972,6.311279774
56,54066,13777,12.39350033,38.8470993,92.45839691,148.470993,185.4309998,207.3190002,192.8130035,137.7400055,83.10500336,37.24409866,13.28859997,6.307439804
57,54067,13778,12.4921999,39.41550064,93.01260376,149.3679962,186.3849945,207.772995,192.1950073,137.977005,82.58750153,36.9878006,13.37909985,6.387720108
58,54068,13779,12.62749958,39.99359894,93.6882019,149.8699951,187.0379944,207.8249969,191.6730042,138.0859985,81.95680237,36.67710114,13.48910046,6.499909878
59,54069,13780,12.77449989,40.42699814,94.33380127,149.8630066,187.4730072,207.5850067,191.5070038,138.1549988,81.12239838,36.25030136,13.56900024,6.597990036
60,54070,13781,12.89179993,40.85820007,94.83550262,150.1920013,188.1620026,207.3439941,191.6569977,137.8329926,79.80590057,35.41500092,13.3725996,6.515920162
61,54071,13782,12.90979958,40.9905014,94.63020325,149.6950073,187.5319977,206.026001,190.477005,136.4160004,78.14759827,34.69599915,13.40400028,6.541399956
62,54072,13783,12.94200039,40.92070007,94.18890381,149.0330048,185.9299927,203.5639954,188.6929932,134.3209991,76.14320374,34.16199875,13.67450047,6.641940117
63,54073,13784,13.00660038,40.90840149,94.06770325,148.6199951,184.4989929,201.723999,187.522995,133.0950012,74.74060059,33.87929916,13.96080017,6.769919872
64,54074,13785,13.12959957,41.1853981,94.63500214,149.4219971,183.927002,199.9389954,185.901001,131.7299957,73.69920349,33.9632988,14.26480007,6.877799988
65,54075,13786,13.27659988,41.62379837,95.53600311,151.2389984,184.4230042,198.9360046,184.9069977,130.9369965,73.03150177,33.99829865,14.5309,6.967510223
66,54076,13787,13.46879959,42.27489853,96.8368988,153.8600006,185.5480042,197.6829987,184.0610046,130.5359955,72.53769684,34.08060074,14.7737999,7.046450138
67,54077,13788,13.54310036,42.64649963,97.62740326,155.4149933,186.1269989,196.4440002,182.5339966,130.0319977,71.81500244,34.11149979,14.85490036,7.085319996
68,54078,13789,13.60739994,42.99150085,98.32309723,156.2579956,186.3029938,195.0839996,180.9960022,129.6300049,71.37670135,34.15710068,14.9715004,7.121109962
69,54079,13790,13.69400024,43.36769867,98.95999908,156.6940002,186.2310028,193.6419983,179.3609924,129.1260071,71.11070251,34.28300095,15.10779953,7.162069798
70,54080,13791,13.82699966,43.78889847,99.53990173,157.1900024,186.2149963,193.1430054,178.2019958,128.6699982,71.12560272,34.41040039,15.25450039,7.224259853
71,54081,13792,14.01119995,44.29940033,100.3850021,157.9369965,185.8609924,192.0440063,176.7599945,128.2330017,71.15619659,34.60169983,15.45160007,7.322649956
72,54082,13793,14.18949986,44.68170166,101.2639999,158.9420013,186.4080048,191.9340057,176.2420044,128.7369995,71.00099945,34.71099854,15.60760021,7.397190094
73,54083,13794,14.38729954,45.10969925,102.2979965,160.2149963,187.4550018,192.4109955,175.9140015,129.8580017,70.74859619,34.77640152,15.61919975,7.470930099
74,54084,13795,14.44919968,45.44749832,102.8550034,160.9210052,188.8370056,194.1880035,176.6690063,130.947998,70.5943985,34.72359848,15.35900021,7.437819958
75,54085,13796,14.42129993,46.20190048,105.5599976,167.0650024,197.6560059,199.9499969,179.7039948,132.7839966,70.89990234,33.79180145,13.93500042,6.999010086
76,54101,13797,12.05309963,46.4178009,110.5169983,178.8890076,204.7929993,191.2089996,169.3860016,120.9319992,64.66159821,29.22270012,10.37209988,4.736120224
77,54102,13798,12.60830021,46.1352005,109.1490021,176.9660034,200.6459961,185.4340057,166.4299927,118.560997,63.3117981,29.61380005,11.28349972,5.319419861
78,54103,13799,13.32209969,45.79750061,107.5469971,175.4210052,197.2279968,177.8569946,160.9340057,114.6999969,61.83990097,30.39570045,12.56400013,6.124189854
79,54104,13800,13.83380032,45.72949982,106.8339996,175.4369965,198.7570038,174.404007,156.3990021,111.7610016,61.0135994,31.17379951,13.42949963,6.608240128
80,54105,13801,13.94279957,45.56399918,106.3440018,174.897995,200.1040039,171.7920074,151.7960052,108.3560028,59.69200134,31.06159973,13.56589985,6.726220131
81,54106,13802,14.01980019,45.57759857,106.2450027,174.7440033,200.7720032,169.2859955,147.9929962,105.3249969,58.58179855,30.75469971,13.57830048,6.786660194
82,54107,13803,13.99619961,45.42150116,105.776001,173.595993,199.6519928,165.6959991,145.0780029,103.3389969,58.09889984,30.34320068,13.42730045,6.780210018
83,54108,13804,13.90939999,45.05830002,104.9940033,171.9199982,197.9799957,163.1450043,143.0339966,101.5360031,58.06389999,29.93519974,13.1782999,6.74048996
84,54109,13805,13.78590012,44.6814003,104.4700012,170.8049927,195.5200043,161.5749969,142.3480072,101.0879974,58.51380157,29.66640091,12.82600021,6.632430077
85,54110,13806,13.51959991,44.50139999,104.7710037,171.3029938,193.9949951,163.1139984,144.1679993,102.1409988,59.60630035,29.32679939,12.12290001,6.277329922
86,54114,13807,11.96920013,41.63230133,100.8590012,163.1730042,178.9600067,163.1560059,148.4779968,103.5690002,60.9070015,27.93840027,10.09179974,4.949590206
87,54115,13808,11.69810009,40.81850052,99.11309814,159.977005,176.1029968,159.3000031,145.4649963,101.288002,60.46070099,28.27639961,10.3441,5.013360023
88,54177,13809,6.684999943,21.77300072,56.54140091,107.362999,145.2709961,150.1049957,131.5899963,98.20899963,64.81490326,30.79450035,10.26790047,3.871320009
89,54178,13810,6.861450195,22.45840073,59.54520035,113.1940002,154.5130005,166.3130035,148.7440033,111.0429993,70.24279785,31.69599915,10.30430031,3.955270052
90,54179,13811,0,0,0,0,0,0,0,0,0,0,0,0
91,54184,13812,6.351230145,21.75880051,55.74219894,109.7720032,154.5059967,177.4429932,154.6269989,106.6070023,65.34079742,29.06710052,9.683939934,3.744669914
92,54185,13813,6.387989998,21.82769966,55.27959824,106.8600006,150.4759979,176.8220062,153.3930054,102.5800018,62.47499847,27.91819954,9.470100403,3.743350029
93,54186,13814,6.541039944,22.27519989,55.80739975,105.2080002,147.0630035,174.1529999,150.6719971,98.85050201,59.54150009,26.59639931,9.217289925,3.769180059
94,54187,13815,6.831329823,23.16799927,57.78820038,105.9049988,146.4450073,172.1580048,147.628006,96.14230347,57.21039963,25.40430069,9.076789856,3.818569899
95,54188,13816,6.990829945,23.85549927,59.52949905,106.3700027,146.2100067,171.970993,147.6060028,96.08300018,56.6772995,24.8416996,8.912529945,3.80418992
96,54189,13817,7.088459969,24.29759979,60.93399811,106.7399979,147.0590057,173.0529938,151.7720032,99.10109711,57.62060165,24.64990044,8.711799622,3.750710011
97,54190,13818,7.220419884,24.49360085,61.0367012,106.0920029,146.8679962,173.2559967,154.8470001,101.6169968,58.69440079,24.80859947,8.659480095,3.743860006
98,54191,13819,7.380459785,24.7140007,61.15069962,105.7060013,147.548996,173.8190002,158.2689972,104.6159973,60.24760056,25.19919968,8.703550339,3.755369902
99,54192,13820,7.556809902,25.16309929,61.88230133,107.1819992,149.9960022,176.4190063,163.3059998,109.0250015,62.34629822,25.76980019,8.808030128,3.800199986
100,54193,13821,7.721650124,25.63809967,62.74879837,109.4209976,153.3619995,180.496994,169.1809998,114.2310028,64.75830078,26.52560043,8.961649895,3.8542099
101,54194,13822,7.78399992,25.83989906,63.21960068,111.197998,156.8439941,184.7669983,174.9750061,119.2200012,67.19090271,27.23590088,9.073849678,3.869980097
102,54195,13823,7.849999905,25.80360031,63.16859818,112.2639999,160.826004,188.8509979,180.3589935,124.1159973,69.52960205,28.08119965,9.331740379,3.910490036
103,54196,13824,7.869649887,25.67020035,63.21300125,113.8970032,165.9669952,194.3560028,185.8950043,128.5090027,71.68689728,28.90200043,9.61386013,3.947520018
104,54197,13825,7.814690113,25.49559975,63.88100052,117.1360016,172.6410065,201.0809937,192.1730042,133.7700043,74.15950012,29.7758007,9.861410141,3.955019951
105,54198,13826,7.396349907,24.88310051,64.65920258,122.1620026,180.0509949,208.8840027,198.552002,139.1799927,76.27559662,30.06170082,9.66067028,3.805490017
106,54199,13827,7.007760048,24.22509956,64.97579956,126.2519989,185.628006,214.9629974,203.5330048,143.4960022,77.7826004,29.78350067,9.387619972,3.642839909
107,54200,13828,6.78662014,23.84690094,64.95480347,127.7720032,187.9920044,218.8820038,206.6399994,146.2859955,78.76730347,29.51609993,9.25135994,3.559540033
108,54201,13829,6.79090023,24.04269981,64.87239838,127.7669983,187.6849976,219.3760071,206.098999,146.1649933,78.6568985,29.31940079,9.208250046,3.548759937
109,54202,13830,6.912829876,24.2677002,64.13069916,126.0940018,185.9609985,217.8159943,204.4519958,144.9989929,77.66349792,28.92130089,9.093600273,3.582000017
110,54203,13831,7.1010499,24.68219948,63.90859985,124.1090012,183.6699982,215.4880066,202.0809937,143.0749969,76.08869934,28.27759933,8.915189743,3.618580103
111,54204,13832,7.368519783,25.33839989,64.44429779,122.435997,181.128006,212.5820007,199.1080017,140.4949951,74.07119751,27.36260033,8.723250389,3.650949955
112,54205,13833,7.425710201,25.58200073,64.74069977,121.262001,178.7129974,210.0130005,196.6679993,138.0469971,71.75540161,26.06949997,8.38833046,3.578289986
113,54206,13834,7.553249836,26.04610062,65.33989716,120.7030029,176.7220001,208.3040009,195.4880066,137.2050018,70.76010132,25.62120056,8.304650307,3.60732007
114,54207,13835,7.79805994,26.77639961,66.24710083,120.435997,175.4859924,207.404007,194.9149933,137.0970001,70.54579926,25.40940094,8.327630043,3.676209927
115,54208,13836,8.040849686,27.39859962,67.08809662,120.512001,174.996994,207.2570038,194.8699951,137.5780029,70.80840302,25.47060013,8.382760048,3.732769966
116,54209,13837,8.179340363,27.59770012,67.23290253,120.2289963,175.1260071,207.3240051,194.276001,137.3419952,70.72519684,25.50970078,8.45720005,3.827480078
117,54210,13838,8.262419701,27.91629982,67.64550018,120.1829987,175.1799927,207.1900024,193.4880066,136.8840027,70.49169922,25.4552002,8.472550392,3.856040001
118,54211,13839,8.54858017,29.24220085,70.25440216,122.4150009,177.1629944,209.3090057,194.0970001,137.2230072,70.19450378,25.19389915,8.370889664,3.915970087
119,54212,13840,8.919830322,30.25379944,71.77610016,124.4929962,178.2579956,210.5,193.3959961,137.802002,69.5632019,24.92230034,8.425649643,4.058559895
120,54213,13841,8.75605011,29.18770027,68.91829681,121.9680023,175.7769928,207.5670013,189.8269958,136.345993,68.32060242,24.49410057,8.509770393,4.09457016
121,54214,13842,8.657779694,28.48509979,66.72129822,119.8000031,173.1660004,204.4349976,186.1230011,134.6470032,66.91280365,24.06380081,8.560930252,4.124929905
122,54215,13843,8.844860077,29.07830048,67.2634964,120.5690002,172.3730011,202.7740021,184.8509979,134.0780029,66.10800171,24.1114006,8.667059898,4.188509941
123,54216,13844,8.984339714,29.62709999,67.64350128,121.3949966,171.8739929,201.5240021,184.2839966,133.852005,65.17769623,24.29269981,8.784290314,4.255239964
124,54217,13845,9.107279778,30.06380081,68.22650146,121.9520035,171.5019989,200.7259979,183.529007,133.8930054,64.81559753,24.36669922,8.858909607,4.298950195
125,54218,13846,9.203350067,30.43810081,68.82839966,122.3759995,171.154007,199.9830017,183.1119995,133.9700012,64.65119934,24.40559959,8.891960144,4.313169956
126,54219,13847,9.304929733,30.8125,69.43560028,123.0960007,171.2660065,199.3569946,183.2689972,133.8739929,64.62879944,24.4741993,8.956179619,4.352230072
127,54220,13848,9.37405014,31.10350037,69.72879791,123.7279968,171.0970001,198.7850037,183.6360016,133.848999,64.79499817,24.69560051,9.108340263,4.401060104
128,54221,13849,9.417840004,31.26000023,69.79070282,123.9629974,170.7610016,198.4689941,184.1199951,133.7879944,65.04450226,24.96120071,9.259900093,4.446390152
129,54222,13850,9.467149734,31.23430061,69.57450104,123.7160034,170.701004,197.8410034,184.9779968,133.6309967,65.16120148,25.19490051,9.361769676,4.474939823
130,54223,13851,9.436429977,31.02829933,69.14730072,122.9700012,170.5579987,196.8090057,185.1199951,133.1100006,64.98590088,25.35849953,9.412309647,4.476349831
131,54224,13852,9.403869629,30.84410095,68.83840179,122.1279984,170.1150055,195.5800018,184.8589935,132.8079987,64.79290009,25.48760033,9.446550369,4.474699974
132,54225,13853,9.395870209,30.77400017,68.77960205,121.6740036,169.6950073,194.3930054,184.6179962,132.9349976,64.78070068,25.62389946,9.508850098,4.469820023
133,54226,13854,9.471229553,30.90699959,68.97039795,121.586998,169.7830048,194.0639954,184.4689941,133.173996,65.02999878,25.83289909,9.629249573,4.508840084
134,54227,13855,9.60984993,31.20100021,69.52590179,122.1269989,169.7449951,193.6410065,184.2189941,133.2169952,65.14910126,26.12989998,9.808569908,4.586639881
135,54228,13856,9.706399918,31.37290001,69.90390015,122.5210037,169.3049927,193.102005,183.9960022,133.220993,65.18370056,26.39730072,9.977120399,4.649769783
136,54229,13857,9.766909599,31.54360008,70.21160126,122.4899979,168.3040009,192.3309937,183.4680023,132.6609955,64.99949646,26.44169998,10.05259991,4.707379818
137,54230,13858,9.846980095,31.70089912,70.50659943,122.2580032,167.2810059,191.3970032,182.4720001,132.0769958,64.72409821,26.33300018,10.10480022,4.767970085
138,54231,13859,9.897689819,31.7071991,70.77380371,121.9860001,166.2630005,190.4400024,181.3880005,131.2680054,64.33670044,26.15180016,10.14220047,4.811840057
139,54232,13860,9.903169632,31.57780075,71.04429626,121.8840027,165.1199951,189.6699982,180.3049927,130.0559998,64.06459808,26.01880074,10.11390018,4.823719978
140,54233,13861,9.944549561,31.66449928,71.53440094,122.3270035,164.1589966,189.1139984,179.5850067,129.2619934,64.1155014,26.13999939,10.19820023,4.86534977
141,54234,13862,9.945949554,31.58110046,71.47840118,122.0709991,163.0700073,188.4660034,178.8079987,128.2879944,64.05740356,26.22780037,10.27299976,4.875080109
142,54235,13863,10.0323,31.89529991,72.16179657,122.625,162.4609985,187.8679962,177.4869995,127.552002,63.96580124,26.4029007,10.46170044,4.959139824
143,54236,13864,10.09659958,32.12469864,72.48239899,122.9599991,161.7879944,186.9279938,176.022995,126.2639999,63.52349854,26.57819939,10.64290047,5.031640053
144,54237,13865,10.1086998,32.04600143,72.52960205,122.7959976,160.8139954,185.9179993,175.1889954,124.612999,62.78590012,26.54859924,10.76189995,5.061860085
145,54238,13866,10.14050007,32.02719879,72.7838974,122.6090012,159.6390076,184.9700012,174.6990051,123.1090012,62.11410141,26.6053009,10.89710045,5.093800068
146,54239,13867,10.22889996,32.23270035,73.2602005,122.6279984,158.651001,184.4420013,174.4409943,122.4319992,62.31359863,27.01679993,11.1243,5.165410042
147,54240,13868,10.39500046,32.58670044,73.8859024,122.6350021,157.5440063,184.0099945,174.7830048,122.6230011,63.63729858,27.91180038,11.51290035,5.295629978
148,54241,13869,10.57759953,33.08869934,75.08280182,123.2710037,157.5299988,184.2630005,176.3119965,123.7269974,65.43460083,29.19659996,11.93659973,5.452970028
149,54242,13870,10.76430035,33.6385994,76.8105011,125.2789993,159.2969971,186.0180054,178.6719971,125.4789963,66.71099854,30.10569954,12.24750042,5.598929882
150,54243,13871,10.85809994,33.957901,78.08110046,128.2799988,162.0169983,188.352005,181.0330048,127.5179977,67.57659912,30.38960075,12.31379986,5.700520039
151,54244,13872,10.99639988,34.41199875,79.61530304,131.3699951,164.8849945,190.3630066,182.9320068,129.151001,68.58820343,30.6637001,12.45530033,5.803629875
152,54245,13873,11.1232996,34.73429871,80.68299866,133.4629974,166.8809967,191.121994,183.9889984,129.7599945,69.23339844,30.79019928,12.51729965,5.888730049
153,54246,13874,11.21899986,34.90190125,81.4131012,134.3289948,167.8209991,191.6690063,184.5149994,130.4920044,69.65660095,30.73450089,12.55319977,5.949379921
154,54247,13875,11.27210045,35.03160095,82.53220367,135.3320007,168.8079987,192.3899994,185.5200043,131.4389954,69.97170258,30.61240005,12.64449978,6.001930237
155,54248,13876,11.26679993,35.02099991,83.19390106,135.7649994,168.9299927,192.7830048,185.7949982,132.2920074,70.08719635,30.43320084,12.69740009,6.019800186
156,54249,13877,11.21269989,34.88290024,83.22540283,135.2920074,168.0679932,192.5709991,185.0070038,132.8439941,69.95379639,30.25429916,12.69989967,6.005700111
157,54250,13878,11.15649986,34.69729996,82.88529968,134.0690002,167.0939941,191.9730072,183.9589996,132.7940063,69.64389801,30.19549942,12.72459984,5.982649803
158,54251,13879,11.15769958,34.83160019,83.2009964,134.048996,166.6190033,190.6779938,183.2740021,132.4060059,69.48719788,30.19300079,12.83430004,5.98168993
159,54252,13880,11.16880035,35.00870132,83.56400299,134.7070007,166.2619934,189.1750031,182.2460022,132.1049957,69.33329773,30.22400093,12.92640018,5.971580029
160,54253,13881,11.22659969,35.1853981,83.77839661,135.654007,166.2050018,188.4049988,181.628006,131.897995,69.47799683,30.39620018,13.03880024,5.975729942
161,54254,13882,11.28120041,35.20980072,83.43540192,135.576004,166.3139954,187.9579926,181.628006,132.2709961,69.93609619,30.66990089,13.08230019,5.988440037
162,54255,13883,11.29310036,35.19010162,82.99230194,135.2510071,166.4160004,188.0310059,181.9819946,133.1699982,70.38970184,30.95170021,13.13070011,5.991089821
163,54256,13884,11.33209991,35.38880157,83.06199646,135.3910065,166.651001,188.3999939,182.6589966,134.2980042,70.88469696,31.25469971,13.19390011,6.004380226
164,54257,13885,11.3913002,35.79499817,83.73600006,136.7769928,167.1860046,188.6309967,183.6159973,134.8580017,71.17369843,31.52589989,13.33850002,6.05948019
165,54258,13886,11.45320034,36.10469818,84.55059814,138.4029999,167.8410034,189.0039978,184.9259949,135.0130005,71.25959778,31.79199982,13.4847002,6.110159874
166,54259,13887,11.52620029,36.33639908,85.36399841,140.0690002,168.6569977,189.3619995,185.8300018,135.276001,71.32360077,32.02870178,13.59659958,6.145050049
167,54260,13888,11.59150028,36.45980072,85.67230225,141.4250031,169.6699982,189.2140045,185.8959961,135.5169983,71.41919708,31.99069977,13.62489986,6.155139923
168,54261,13889,11.56739998,36.38759995,85.32900238,142.0070038,170.3280029,189.0970001,185.826004,135.5200043,71.58399963,31.77059937,13.5802002,6.151150227
169,54262,13890,11.59249973,36.33800125,85.05079651,142.0350037,170.723999,188.7250061,186.1999969,135.5200043,71.64369965,31.6697998,13.62069988,6.154310226
170,54263,13891,11.57120037,36.2234993,84.61630249,141.5559998,170.6380005,188.1399994,186.2669983,135.401001,71.79889679,31.54540062,13.63729954,6.136879921
171,54264,13892,11.54650021,36.14910126,84.52539825,141.3849945,170.6750031,187.7189941,186.5540009,135.5180054,71.86940002,31.4829998,13.66829967,6.135379791
172,54265,13893,11.51910019,36.07440186,84.52610016,141.0930023,169.9069977,187.5090027,186.2649994,135.4720001,71.87339783,31.44540024,13.69349957,6.12635994
173,54266,13894,11.48970032,35.99100113,84.46029663,140.5879974,168.8569946,187.4049988,185.5429993,135.0910034,71.76339722,31.38080025,13.72949982,6.11383009
