FID,Id,ORIG_FID,k26_70_1,k26_70_2,k26_70_3,k26_70_4,k26_70_5,k26_70_6,k26_70_7,k26_70_8,k26_70_9,k26_70_10,k26_70_11,k26_70_12
14,54024,13735,9.830619812,31.58340073,74.46880341,108.4520035,118.1780014,113.6139984,99.90640259,71.90730286,45.88589859,27.13260078,11.48139954,4.943940163
15,54025,13736,9.714349747,31.36170006,74.33180237,109.2979965,120.2870026,115.4530029,102.2860031,73.56980133,46.37540054,27.46929932,11.39519978,4.850399971
16,54026,13737,9.354129791,30.5970993,73.08580017,109.8389969,124.1299973,119.9970016,106.4919968,76.17060089,47.39179993,27.71839905,11.29419994,4.710480213
17,54027,13738,8.73993969,29.04899979,69.94069672,107.9929962,124.8929977,123.7699966,110.8949966,79.50669861,48.51060104,27.72789955,11.02340031,4.480090141
18,54028,13739,8.224129677,27.79150009,67.40679932,106.5510025,126.8280029,128.8040009,115.8720016,83.37259674,49.75009918,27.69079971,10.71140003,4.253809929
19,54029,13740,8.114170074,27.16769981,66.23739624,106.348999,128.8139954,132.6900024,119.6200027,86.67030334,51.23759842,28.26950073,10.82989979,4.248960018
20,54030,13741,8.142279625,26.9375,66.22170258,107.9209976,131.9069977,135.7359924,122.1949997,88.98179626,52.45610046,28.93790054,11.06050014,4.28237009
21,54031,13742,8.133000374,26.70019913,66.19940186,109.4160004,134.5050049,137.5110016,122.9830017,89.89150238,52.64440155,28.9423008,11.19369984,4.282259941
22,54032,13743,7.947169781,26.00620079,65.08209991,109.2220001,136.7700043,140.3899994,124.7419968,90.77600098,52.65200043,28.5182991,11.05379963,4.208119869
23,54033,13744,7.829770088,25.61199951,64.47049713,109.0680008,139.4850006,143.5529938,126.6610031,91.67579651,52.88970184,28.35740089,10.99820042,4.200190067
24,54034,13745,7.832409859,25.67079926,64.83309937,109.9189987,142.8600006,146.1799927,127.9690018,92.46199799,53.02030182,28.39220047,11.04539967,4.265550137
25,54035,13746,8.019109726,26.41309929,66.64170074,112.7570038,146.2059937,146.5370026,127.387001,92.31520081,52.65129852,28.44560051,11.28899956,4.399499893
26,54036,13747,8.223750114,27.18630028,68.56610107,115.4209976,149.0359955,147.2879944,126.9140015,91.95770264,51.98609924,28.34760094,11.40989971,4.502610207
27,54037,13748,8.401120186,27.85479927,69.98149872,117.7360001,152.9810028,151.5740051,129.2389984,92.82039642,52.60010147,28.76250076,11.53320026,4.574520111
28,54038,13749,8.601539612,28.47789955,71.51380157,120.8280029,158.2870026,159.4640045,134.8500061,95.36399841,54.66759872,29.43670082,11.60990047,4.626589775
29,54039,13750,8.804499626,29.06900024,73.07710266,123.8740005,164.2100067,171.0019989,145.0630035,101.2350006,58.01689911,30.74180031,11.77709961,4.679769993
30,54040,13751,9.175390244,30.14319992,75.30809784,126.2900009,166.4400024,172.3099976,147.0050049,101.6200027,56.88359833,30.32699966,11.90789986,4.814809799
31,54041,13752,9.763219833,31.88400078,78.69029999,129.6390076,168.3000031,169.2129974,144.3639984,98.91960144,54.09270096,29.55109978,12.20409966,5.055369854
32,54042,13753,10.39490032,33.69020081,82.32409668,133.6450043,169.8399963,168.1560059,144.5500031,99.25830078,53.40240097,29.17210007,12.59360027,5.318339825
33,54043,13754,10.68459988,34.47589874,83.7303009,135.8919983,168.1730042,165.4889984,143.746994,98.93470001,52.02220154,27.98570061,12.55370045,5.427259922
34,54044,13755,10.78180027,34.81349945,84.13770294,137.3990021,165.9810028,162.0740051,141.7740021,97.49269867,50.38909912,26.79560089,12.38479996,5.433050156
35,54045,13756,10.86139965,35.21360016,84.65080261,139.6369934,165.3009949,160.3959961,140.0140076,96.60700226,49.68809891,26.23530006,12.25469971,5.40929985
36,54046,13757,10.90649986,35.32189941,84.14820099,138.3000031,163.654007,158.6399994,137.9049988,95.58660126,49.62680054,26.31290054,12.22410011,5.415100098
37,54047,13758,10.77910042,34.84600067,82.49269867,135.5160065,160.947998,157.3099976,136.0650024,94.35199738,49.53129959,26.29430008,12.08850002,5.343999863
38,54048,13759,10.81280041,34.84700012,82.16369629,134.9550018,160.2050018,156.6959991,135.3329926,93.72270203,49.98839951,26.66150093,12.1807003,5.3895998
39,54049,13760,10.99240017,35.24739838,83.26270294,136.9470062,161.5099945,157.7980042,136.3670044,94.39379883,51.8207016,27.46190071,12.51949978,5.534830093
40,54050,13761,11.09700012,35.43080139,83.36959839,135.8379974,160.0500031,158.8170013,137.7579956,95.50109863,54.10739899,28.21940041,12.84679985,5.682109833
41,54051,13762,11.19460011,35.56689835,83.26260376,134.0339966,157.7129974,159.9360046,140.3639984,97.62149811,56.77009964,29.12260056,13.12989998,5.83480978
42,54052,13763,11.31429958,35.80110168,83.38819885,132.6380005,156.1869965,162.6239929,145.1040039,101.5960007,59.9701004,30.25219917,13.34379959,5.97551012
43,54053,13764,11.36100006,35.83769989,83.30729675,131.2109985,155.9409943,165.5119934,150.1100006,105.939003,63.43849945,31.59449959,13.53569984,6.045330048
44,54054,13765,11.42800045,35.83440018,83.14559937,129.6840057,157.048996,169.802002,156.5090027,111.4319992,67.74310303,33.29130173,13.83150005,6.132929802
45,54055,13766,11.45709991,35.77780151,82.83280182,128.3179932,158.2859955,173.8170013,162.4790039,116.4240036,71.20500183,34.75770187,14.05090046,6.170340061
46,54056,13767,11.51060009,35.71620178,82.66410065,127.2129974,160.1490021,178.9810028,168.9369965,121.7289963,74.79669952,36.10720062,14.29510021,6.210030079
47,54057,13768,11.65400028,36.11370087,83.71279907,129.3999939,163.8829956,184.7920074,174.6629944,126.6969986,77.94129944,37.30179977,14.48019981,6.287439823
48,54058,13769,11.77799988,36.60110092,85.12180328,132.7089996,168.4309998,190.5299988,179.7290039,130.6549988,80.18370056,38.21569824,14.5333004,6.34209013
49,54059,13770,11.84700012,36.93830109,86.25920105,135.9400024,173.0800018,195.8670044,183.9089966,133.2570038,81.66369629,38.82279968,14.49730015,6.377049923
50,54060,13771,11.90569973,37.2057991,87.30059814,138.2330017,176.7100067,199.0509949,185.4490051,134.1829987,82.24040222,39.01950073,14.46080017,6.417840004
51,54061,13772,11.96580029,37.51530075,88.37419891,140.5390015,179.779007,201.7380066,186.8609924,135.8939972,82.70839691,39.03950119,14.3835001,6.436870098
52,54062,13773,11.98359966,37.6590004,88.93039703,142.4369965,182.095993,204.173996,188.4369965,137.8209991,82.89209747,38.8268013,14.2244997,6.437670231
53,54063,13774,12.0298996,37.7867012,89.62809753,143.6499939,183.6410065,206.0399933,189.5090027,138.7899933,82.59770203,38.46720123,14.05879974,6.434760094
54,54064,13775,12.05189991,38.01300049,90.2437973,144.6670074,184.9440002,207.3370056,190.3390045,139.3329926,82.25119781,37.86520004,13.84039974,6.357880116
55,54065,13776,12.09589958,38.43149948,91.06939697,146.0709991,186.4810028,208.5460052,191.3439941,139.776001,82.13809967,37.47570038,13.73589993,6.318230152
56,54066,13777,12.09080029,38.64849854,91.09970093,146.6380005,187.1349945,209.0950012,191.5559998,139.6029968,81.7365036,37.125,13.68280029,6.302149773
57,54067,13778,12.22949982,39.22129822,91.77629852,147.4750061,187.5480042,209.0650024,191.3829956,139.5529938,81.5059967,36.98189926,13.76970005,6.383299828
58,54068,13779,12.41460037,39.78699875,92.72699738,148.0690002,187.6130066,208.8029938,191.151001,139.6869965,81.20349884,36.73279953,13.86260033,6.488850117
59,54069,13780,12.58860016,40.28680038,93.80740356,148.4660034,187.2590027,208.4839935,191.0650024,139.8339996,80.7233963,36.25740051,13.8980999,6.57144022
60,54070,13781,12.68589973,40.81240082,94.72789764,149.552002,187.0299988,208.5630035,191.3059998,139.022995,79.95749664,35.29579926,13.63850021,6.466189861
61,54071,13782,12.7578001,41.00299835,95.07039642,150.3379974,185.9900055,207.7709961,190.7259979,137.3919983,78.84999847,34.67699814,13.5447998,6.475659847
62,54072,13783,12.83940029,41.10839844,94.89600372,150.5050049,184.0079956,206.1959991,189.470993,135.1029968,77.49289703,34.34019852,13.57680035,6.53910017
63,54073,13784,12.94929981,41.18119812,94.94110107,150.8950043,182.4689941,205.0870056,188.7120056,134.0160065,76.70729828,34.23509979,13.77740002,6.658440113
64,54074,13785,13.09840012,41.44609833,95.30940247,151.423996,181.3569946,203.5509949,187.3910065,132.8339996,75.95300293,34.14759827,13.98390007,6.746689796
65,54075,13786,13.24699974,41.78369904,95.99510193,152.4490051,181.4060059,202.5390015,186.3659973,132.128006,75.34410095,34.12279892,14.19649982,6.820230007
66,54076,13787,13.40429974,42.33470154,97.19280243,154.1049957,182.397995,201.378006,185.2940063,131.7810059,74.69490051,34.30279922,14.44849968,6.899859905
67,54077,13788,13.44390011,42.56669998,97.77629852,155.4019928,182.8650055,199.4579926,184.4210052,131.1089935,73.86309814,34.10179901,14.53040028,6.912930012
68,54078,13789,13.51640034,42.83209991,98.32250214,156.3090057,182.9539948,197.2649994,183.6380005,130.3939972,73.26540375,33.9612999,14.63669968,6.948699951
69,54079,13790,13.60229969,43.19449997,98.85340118,156.8919983,182.845993,195.3500061,182.6450043,129.5749969,72.77380371,33.89599991,14.78030014,7.003419876
70,54080,13791,13.70680046,43.68470001,99.39489746,157.3589935,183.0549927,194.5659943,181.4759979,128.8099976,72.52539825,33.8146019,14.93710041,7.083869934
71,54081,13792,13.88220024,44.23450089,100.185997,158.1690063,183.5370026,193.7640076,180.3480072,128.1779938,72.41049957,33.78329849,15.09189987,7.194779873
72,54082,13793,14.01539993,44.56169891,100.8720016,159.4689941,184.177002,193.3619995,179.6640015,127.8730011,72.5983963,33.77259827,15.19139957,7.274950027
73,54083,13794,14.1260004,44.98509979,101.7099991,160.8800049,185.1909943,193.1920013,179.5639954,127.75,73.03330231,33.70940018,15.16549969,7.327990055
74,54084,13795,14.13300037,45.16989899,102.3310013,161.8110046,186.0910034,194.1920013,180.076004,127.3379974,73.26999664,33.42070007,14.88560009,7.287449837
75,54085,13796,14.0138998,45.78450012,104.9449997,167.9049988,193.7359924,198.3029938,182.8190002,127.9810028,73.32959747,32.47999954,13.53149986,6.728710175
76,54101,13797,11.1892004,44.15240097,107.5439987,174.2689972,199.9349976,190.2510071,162.8070068,117.7070007,64.73899841,27.83930016,10.48849964,4.588290215
77,54102,13798,11.91650009,44.40819931,106.5019989,172.2599945,195.3249969,187.3739929,159.0919952,115.3909988,63.64960098,28.25119972,11.40919971,5.160329819
78,54103,13799,12.8039999,44.73860168,105.3690033,170.6900024,191.1959991,182.5410004,153.0249939,111.5709991,62.44509888,28.87470055,12.62100029,5.945980072
79,54104,13800,13.32470036,45.24349976,105.310997,171.2680054,192.9160004,179.4519958,148.1900024,108.5360031,61.6711998,29.43079948,13.38430023,6.408500195
80,54105,13801,13.38510036,45.15309906,104.913002,171.0789948,193.9869995,176.7440033,143.8240051,105.012001,60.25920105,29.34480095,13.46780014,6.49530983
81,54106,13802,13.4406004,45.09109879,104.8239975,171.0549927,194.3619995,173.5350037,139.7290039,101.9169998,59.09059906,29.16959953,13.45049953,6.518710136
82,54107,13803,13.40390015,44.86989975,104.3509979,170.1190033,192.6239929,169.5449982,136.6679993,99.57810211,58.52529907,28.89909935,13.26980019,6.490320206
83,54108,13804,13.33969975,44.65069962,103.7870026,168.5579987,191.6000061,166.102005,134.9109955,98.00289917,58.65100098,28.71089935,13.07569981,6.435229778
84,54109,13805,13.22389984,44.40169907,103.3909988,167.2850037,189.2769928,162.8110046,135.0370026,97.81410217,59.0379982,28.58250046,12.69009972,6.322869778
85,54110,13806,12.91059971,44.17979813,103.6930008,167.7330017,187.9620056,161.7389984,137.7929993,99.77539825,60.44300079,28.57570076,11.84990025,5.95980978
86,54114,13807,11.04150009,40.68360138,99.18099976,158.2910004,175.8789978,161.2769928,143.6600037,103.75,62.24290085,27.75419998,9.768549919,4.693270206
87,54115,13808,10.91720009,39.84030151,97.00900269,155.3130035,173.6519928,160.6000061,140.8090057,102.0410004,61.33580017,27.96279907,10.05130005,4.761469841
88,54177,13809,6.922959805,21.49810028,56.94269943,106.3470001,148.2819977,153.4080048,134.5630035,97.74729919,65.68769836,30.5114994,10.22830009,3.89583993
89,54178,13810,7.115499973,22.16559982,59.46179962,112.9710007,159.1690063,171.3999939,150.4649963,112.2289963,72.20559692,32.33050156,10.57680035,3.92031002
90,54179,13811,0,0,0,0,0,0,0,0,0,0,0,0
91,54184,13812,6.730279922,21.28249931,56.49399948,108.4079971,163.0890045,176.3890076,158.0939941,106.0979996,65.37270355,28.70439911,9.495409966,3.6884799
92,54185,13813,6.74503994,21.35330009,56.04050064,105.2399979,159.0789948,174.1860046,156.3829956,102.8280029,62.72249985,27.41900063,9.263259888,3.682899952
93,54186,13814,6.819489956,21.6602993,56.42950058,103.5250015,155.2420044,171.4810028,153.779007,99.0243988,59.76259995,26.05730057,8.977510452,3.686419964
94,54187,13815,6.968349934,22.35630035,58.08950043,104.2450027,153.7510071,169.8950043,150.8569946,95.91429901,57.26390076,24.85499954,8.689729691,3.681060076
95,54188,13816,7.000470161,22.91320038,59.17279816,104.7839966,153.0410004,169.6549988,150.6990051,96.37960052,56.81259918,24.28129959,8.449850082,3.66031003
96,54189,13817,6.988299847,23.33620071,60.01860046,105.4919968,153.0160065,171.6130066,154.477005,100.2050018,58.07429886,24.1303997,8.30161953,3.641000032
97,54190,13818,7.067840099,23.73040009,60.42179871,105.2409973,152.2899933,172.1329956,157.2149963,103.2220001,59.56579971,24.3810997,8.275460243,3.688110113
98,54191,13819,7.202720165,24.12999916,60.87889862,105.4250031,152.9160004,173.5240021,160.5350037,106.7480011,61.4394989,24.92099953,8.29321003,3.769779921
99,54192,13820,7.369279861,24.6128006,61.76350021,106.8830032,155.4499969,177.1820068,165.0019989,111.677002,63.98379898,25.76280022,8.381250381,3.845410109
100,54193,13821,7.538249969,25.0984993,62.9048996,108.8939972,159.0559998,181.9100037,170.1439972,117.0070038,66.86660004,26.8178997,8.533189774,3.904150009
101,54194,13822,7.586100101,25.26449966,63.52059937,110.7799988,162.451004,186.2870026,175.1909943,121.7839966,69.6371994,27.84259987,8.69890976,3.910170078
102,54195,13823,7.620969772,25.28370094,63.48329926,111.6740036,165.9589996,190.753006,180.072998,126.6210022,72.65979767,29.11639977,8.971730232,3.934210062
103,54196,13824,7.621140003,25.2866993,63.54919815,113.4499969,170.5119934,196.2409973,185.8130035,131.7220001,75.0632019,30.19379997,9.2667799,3.950779915
104,54197,13825,7.551529884,25.32649994,64.18830109,116.7480011,176.5209961,203.2259979,192.2769928,137.4109955,77.45240021,31.1487999,9.575180054,3.950079918
105,54198,13826,7.211550236,24.90870094,65.37200165,121.9380035,183.3410034,211.3690033,199.4459991,142.776001,79.126297,31.56329918,9.594309807,3.801800013
106,54199,13827,6.840720177,24.33289909,66.02469635,126.4110031,188.923996,218.5500031,205.2409973,146.8150024,80.13659668,31.40320015,9.473750114,3.644129992
107,54200,13828,6.614190102,23.88369942,65.70349884,127.939003,191.2129974,223.2510071,209.3919983,149.4389954,80.74849701,31.23990059,9.41106987,3.551440001
108,54201,13829,6.607190132,23.96990013,65.33499908,127.7259979,191.0149994,223.9589996,209.4259949,149.298996,80.32009888,31.0454998,9.382710457,3.531790018
109,54202,13830,6.689770222,24.00160027,64.46559906,126.1699982,189.2559967,222.4299927,207.9949951,148.076004,79.1588974,30.56870079,9.221590042,3.537070036
110,54203,13831,6.82062006,24.1651001,64.04579926,124.3379974,186.8059998,219.6959991,205.7899933,146.2429962,77.44029999,29.81399918,9.001660347,3.571249962
111,54204,13832,7.006040096,24.56520081,64.28730011,122.6399994,183.826004,216.0939941,202.7779999,143.9380035,75.28690338,28.86050034,8.767530441,3.629940033
112,54205,13833,7.026659966,24.54439926,64.3085022,121.2040024,181.1170044,212.947998,199.447998,141.6909943,73.14990234,27.55900002,8.437800407,3.570719957
113,54206,13834,7.18295002,24.79220009,64.71260071,120.3970032,179.1490021,210.7299957,198.0220032,140.7819977,72.36270142,27.19799995,8.473660469,3.599050045
114,54207,13835,7.432459831,25.44949913,65.5565033,120.2979965,177.4759979,209.197998,197.2890015,140.0010071,71.82299805,27.14699936,8.585889816,3.657289982
115,54208,13836,7.634789944,26.07979965,66.42500305,120.5350037,176.253006,208.6340027,197.647995,140.2129974,71.59149933,27.20630074,8.723959923,3.729279995
116,54209,13837,7.758200169,26.46660042,66.76229858,120.4950027,175.8860016,208.4060059,198.3410034,140.0119934,71.08429718,27.11170006,8.814299583,3.825160027
117,54210,13838,7.805840015,26.83300018,67.3572998,120.4169998,175.3090057,207.4219971,199.0670013,139.6009979,70.65039825,26.97999954,8.797450066,3.857739925
118,54211,13839,8.045339584,28.20739937,70.09410095,122.625,177.0039978,208.1829987,200.7420044,140.0570068,70.10700226,26.53440094,8.67745018,3.880069971
119,54212,13840,8.422829628,29.25349998,71.74859619,123.9240036,178.6130066,208.6629944,200.9680023,140.8090057,69.73860168,26.21419907,8.700260162,3.966710091
120,54213,13841,8.278269768,28.20499992,69.27929688,121.2919998,176.401001,205.2380066,198.3090057,139.8110046,68.81909943,25.89970016,8.774100304,3.983319998
121,54214,13842,8.191849709,27.54369926,67.52010345,119.151001,173.9790039,201.5500031,195.5939941,138.397995,67.74210358,25.56089973,8.824170113,4.005959988
122,54215,13843,8.380660057,28.16880035,68.38279724,119.6060028,173.3860016,199.701004,194.8320007,138.0549927,67.19259644,25.32369995,8.966400146,4.077559948
123,54216,13844,8.553509712,28.69820023,69.0306015,120.4400024,172.7339935,198.0350037,194.1889954,137.4629974,66.6072998,25.14360046,9.118049622,4.164330006
124,54217,13845,8.705550194,29.13220024,69.47910309,121.1460037,172.3560028,197.4570007,193.6190033,137.7640076,66.55190277,25.06110001,9.195529938,4.225530148
125,54218,13846,8.826199532,29.4083004,69.85369873,121.3889999,172.0070038,196.9880066,193.3730011,137.9750061,66.51589966,24.96710014,9.245869637,4.256340027
126,54219,13847,8.955989838,29.75009918,70.3470993,121.7389984,171.8639984,196.6900024,193.0529938,138.4369965,66.52839661,25.03930092,9.346260071,4.30644989
127,54220,13848,9.069419861,30.05069923,70.67089844,122.1320038,171.8300018,196.4060059,192.6080017,138.7169952,66.63009644,25.08429909,9.491379738,4.354710102
128,54221,13849,9.165539742,30.27219963,70.85019684,122.387001,171.7649994,196.0399933,191.8540039,138.7550049,66.76029968,25.05929947,9.63296032,4.397580147
129,54222,13850,9.237150192,30.33370018,70.76100159,122.211998,171.7169952,196.1959991,190.8710022,138.5740051,66.83609772,25.08399963,9.696640015,4.421319962
130,54223,13851,9.234880447,30.20949936,70.32959747,121.7170029,171.3009949,196.4530029,189.5939941,137.8439941,66.65879822,25.06459999,9.694809914,4.427020073
131,54224,13852,9.219550133,30.10880089,70.19470215,121.3359985,170.723999,196.5010071,188.7519989,137.121994,66.42269897,25.05739975,9.679229736,4.432740211
132,54225,13853,9.213129997,30.09690094,70.48020172,121.7789993,170.3439941,196.2510071,188.0890045,136.7180023,66.27059937,25.03429985,9.688329697,4.461400032
133,54226,13854,9.277409554,30.29459953,71.05509949,122.5839996,170.4149933,196.2050018,188.0449982,136.5879974,66.50379944,25.15270042,9.765049934,4.521480083
134,54227,13855,9.419599533,30.77680016,72.10019684,123.4449997,170.5590057,196.3930054,187.6889954,136.3509979,66.67910004,25.35099983,9.900300026,4.598579884
135,54228,13856,9.542779922,31.09860039,72.60720062,124.1380005,170.6000061,196.845993,187.048996,136.1999969,66.87339783,25.59230042,10.02729988,4.65831995
136,54229,13857,9.61975956,31.28100014,72.79399872,124.2160034,170.4109955,196.7550049,186.1170044,136.0220032,66.62059784,25.78730011,10.15170002,4.710800171
137,54230,13858,9.672439575,31.43770027,73.07769775,124.052002,170.2389984,196.4459991,184.9490051,135.4519958,66.0891037,25.78730011,10.25129986,4.783760071
138,54231,13859,9.687740326,31.4416008,73.05970001,123.6969986,169.8269958,195.6000061,183.6959991,134.7649994,65.58730316,25.73670006,10.30620003,4.842299938
139,54232,13860,9.689249992,31.31399918,72.9190979,123.3840027,168.6549988,193.9279938,182.1759949,133.9170074,65.167099,25.67749977,10.34300041,4.864930153
140,54233,13861,9.766340256,31.4598999,73.26110077,123.4980011,167.4499969,192.4320068,181.2259979,133.173996,65.02320099,25.87870026,10.49069977,4.916689873
141,54234,13862,9.75290966,31.42270088,73.28659821,123.6520004,166.1439972,191.0330048,179.9369965,132.0579987,64.77829742,26.01639938,10.58269978,4.937779903
142,54235,13863,9.843000412,31.70829964,74.00009918,124.4209976,165.2089996,189.6759949,178.8130035,131.0099945,64.75009918,26.32550049,10.74950027,5.005430222
143,54236,13864,9.870019913,31.89100075,74.42299652,125.1289978,163.8990021,187.9309998,177.1860046,129.4880066,64.66220093,26.46299934,10.88860035,5.034669876
144,54237,13865,9.823419571,31.88269997,74.51869965,125.302002,162.4579926,186.2480011,175.25,127.6100006,64.14849854,26.3526001,10.90960026,5.030039787
145,54238,13866,9.79349041,32.00749969,74.7589035,125.6119995,161.2740021,184.779007,173.1459961,125.7890015,63.72919846,26.36669922,11.00179958,5.043930054
146,54239,13867,9.866149902,32.30939865,75.27300262,126.1760025,160.6470032,183.75,171.4859924,124.8470001,63.89839935,26.80190086,11.22719955,5.103030205
147,54240,13868,10.04430008,32.66460037,75.7016983,126.4919968,160.6159973,183.0930023,170.3099976,125.1800003,64.97930145,27.79100037,11.61139965,5.239940166
148,54241,13869,10.29650021,33.2580986,76.54070282,127.6600037,161.6069946,183.621994,170.6239929,126.7210007,66.56680298,28.96240044,12.06900024,5.389989853
149,54242,13870,10.51620007,33.90520096,78.03119659,129.9029999,164.0829926,185.9669952,172.1950073,128.572998,68.01390076,29.57889938,12.40960026,5.514659882
150,54243,13871,10.6218996,34.27159882,79.40380096,132.2299957,166.3899994,188.1970062,174.3580017,130.8820038,69.0114975,29.6583004,12.50090027,5.552649975
151,54244,13872,10.76360035,34.79589844,80.95130157,134.9790039,168.6820068,190.302002,175.8739929,132.7579956,69.71900177,29.8307991,12.6267004,5.629620075
152,54245,13873,10.89540005,35.30179977,82.05740356,136.576004,169.8059998,190.7660065,176.2070007,133.3079987,69.69480133,29.8845005,12.68190002,5.687339783
153,54246,13874,10.97539997,35.66839981,82.60420227,137.7089996,170.2369995,190.7689972,176.0279999,133.7189941,69.66449738,29.82760048,12.7262001,5.725379944
154,54247,13875,11.01049995,36.05390167,83.24759674,138.9429932,170.5970001,191.1690063,176.8249969,134.602005,69.97319794,29.77980042,12.7468996,5.754539967
155,54248,13876,10.99890041,36.1147995,83.33190155,139.25,170.548996,191.3059998,177.4420013,135.121994,70.16069794,29.69589996,12.72749996,5.763070107
156,54249,13877,10.95800018,35.83280182,82.751297,138.4490051,170.1369934,190.8320007,177.3419952,135.0809937,70.04949951,29.58609962,12.65620041,5.755710125
157,54250,13878,10.89830017,35.5481987,81.95459747,137.0299988,169.8690033,189.9470062,176.4170074,134.9589996,69.59690094,29.49679947,12.58940029,5.733479977
158,54251,13879,10.90540028,35.5121994,81.90570068,136.6829987,169.7519989,188.822998,175.3269958,134.7189941,69.06639862,29.54929924,12.6303997,5.725619793
159,54252,13880,10.96850014,35.56349945,81.97920227,136.6900024,169.4420013,187.4579926,174.6300049,134.654007,68.54740143,29.68040085,12.66819954,5.73363018
160,54253,13881,11.04559994,35.75320053,81.83719635,136.5169983,169.0169983,186.878006,174.5429993,134.5610046,68.41149902,29.91760063,12.72780037,5.756259918
161,54254,13882,11.10550022,35.82910156,81.91889954,136.625,169.2129974,186.6029968,174.8600006,134.0839996,68.58670044,30.11759949,12.87899971,5.793739796
162,54255,13883,11.14480019,35.8606987,82.14550018,136.6999969,169.5970001,187.0720062,175.5350037,133.8090057,68.90329742,30.26749992,13.04909992,5.822649956
163,54256,13884,11.22710037,36.12200165,82.97080231,137.1690063,169.9689941,187.8990021,176.6089935,133.7220001,69.41629791,30.38629913,13.25360012,5.855249882
164,54257,13885,11.31130028,36.47589874,83.80460358,137.9830017,170.2200012,188.4140015,178.298996,133.4900055,70.00029755,30.33909988,13.40979958,5.899400234
165,54258,13886,11.38980007,36.82300186,84.68009949,139.0559998,170.3309937,189.1360016,180.0249939,133.7949982,70.40540314,30.31310081,13.50949955,5.934319973
166,54259,13887,11.4513998,37.1427002,85.49639893,140.1340027,170.2460022,189.8320007,181.6849976,134.6130066,70.73429871,30.40740013,13.58069992,5.963650227
167,54260,13888,11.4616003,37.32910156,85.74909973,140.9490051,170.2440033,189.7169952,182.6799927,135.5160065,70.86530304,30.62540054,13.5763998,5.989870071
168,54261,13889,11.3987999,37.14379883,85.24079895,141.048996,170.0379944,189.8670044,183.3399963,136.7380066,71.10199738,30.80369949,13.52289963,5.973840237
169,54262,13890,11.37699986,37.00400162,84.87960052,140.9559937,169.8630066,189.6860046,183.6970062,137.1730042,71.54850006,31.00429916,13.57759953,5.973720074
170,54263,13891,11.35420036,36.77170181,84.46839905,140.9459991,170.0879974,189.4380035,184.246994,137.4470062,71.87039948,31.15239906,13.66569996,5.970870018
171,54264,13892,11.34399986,36.60760117,84.48570251,141.3059998,170.6069946,189.654007,184.4140015,137.5200043,71.92630005,31.20709991,13.70880032,5.970220089
172,54265,13893,11.3203001,36.46979904,84.53700256,141.1849976,170.2180023,189.9340057,185.0050049,137.5350037,71.86799622,31.07480049,13.64070034,5.935949802
173,54266,13894,11.29640007,36.3445015,84.44539642,140.3849945,169.3430023,189.8659973,185.4730072,137.4029999,71.76670074,30.92970085,13.56340027,5.906960011
