FID,Id,ORIG_FID,k26_40_1,k26_40_2,k26_40_3,k26_40_4,k26_40_5,k26_40_6,k26_40_7,k26_40_8,k26_40_9,k26_40_10,k26_40_11,k26_40_12
21,54031,13742,7.778289795,26.20890045,66.63310242,110.6490021,131.9669952,134.223999,124.112999,88.62609863,57.3504982,29.59059906,10.77939987,4.359539986
22,54032,13743,7.683209896,25.66069984,65.58869934,109.75,133.8690033,136.529007,124.7979965,89.31880188,57.2201004,28.97739983,10.62889957,4.276440144
23,54033,13744,7.682409763,25.26189995,65.08329773,109.3740005,136.5549927,139.2859955,125.435997,89.93560028,57.05879974,28.62120056,10.54769993,4.233620167
24,54034,13745,7.811210155,25.32250023,65.41850281,110.1989975,139.5070038,142.0769958,125.7570038,90.34999847,56.83710098,28.45299911,10.60149956,4.268139839
25,54035,13746,8.089719772,26.05170059,67.19020081,112.7809982,141.9429932,143.0980072,124.8209991,89.97910309,56.20429993,28.53899956,10.82019997,4.416989803
26,54036,13747,8.323690414,26.80879974,69.01010132,115.4069977,144.6130066,144.8809967,124.4980011,88.99590302,55.00189972,28.36700058,10.88869953,4.527490139
27,54037,13748,8.510479927,27.34950066,70.51629639,117.3990021,148.3529968,149.302002,127.1640015,89.85379791,55.69660187,28.77459908,11.04179955,4.604189873
28,54038,13749,8.716099739,27.91959953,71.87789917,119.6159973,153.1999969,157.4349976,132.8320007,92.92700195,57.72090149,29.57869911,11.17210007,4.665890217
29,54039,13750,8.94686985,28.53479958,73.17099762,121.9000015,158.5350037,168.6920013,142.6629944,99.46710205,61.30500031,30.8178997,11.41240025,4.742760181
30,54040,13751,9.330559731,29.66379929,75.31220245,124.2399979,160.5149994,169.4929962,143.6269989,100.3050003,59.86410141,30.23489952,11.49409962,4.89659977
31,54041,13752,9.922369957,31.46689987,78.75469971,127.810997,162.0829926,165.9909973,140.3789978,97.74389648,56.51589966,29.24379921,11.7244997,5.16283989
32,54042,13753,10.49860001,33.37730026,82.56539917,132.0820007,163.3209991,165.4779968,140.7330017,97.96920013,55.6427002,28.58289909,12.10389996,5.431670189
33,54043,13754,10.74730015,34.24219894,84.55960083,134.5709991,162.095993,163.5789948,140.5350037,97.27670288,54.23749924,27.11989975,12.11400032,5.512479782
34,54044,13755,10.83269978,34.65140152,85.53019714,136.7680054,160.1649933,161.1029968,139.1150055,95.27210236,52.68109894,25.81940079,11.98219967,5.507269859
35,54045,13756,10.93319988,35.02080154,86.4292984,139.5350037,159.3569946,159.8760071,137.7330017,93.67549896,51.99729919,25.25720024,11.85569954,5.495029926
36,54046,13757,10.95689964,35.0340004,85.9865036,138.7420044,158.3300018,158.5240021,136.4450073,92.40650177,51.49020004,25.18190002,11.80319977,5.522739887
37,54047,13758,10.81589985,34.55509949,84.43460083,136.4329987,156.8769989,157.0859985,135.0820007,90.84929657,51.04719925,25.03199959,11.68550014,5.475430012
38,54048,13759,10.85739994,34.60800171,84.1230011,135.9669952,157.0220032,156.6309967,134.4080048,89.89910126,51.12139893,25.29529953,11.81219959,5.523180008
39,54049,13760,11.05490017,35.13259888,85.21340179,138.2019958,159.1430054,157.4369965,135.8249969,90.4016037,52.23929977,26.10020065,12.1505003,5.633309841
40,54050,13761,11.19550037,35.39630127,85.30709839,137.2559967,158.2680054,158.5420074,138.0440063,91.48899841,53.92419815,27.05970001,12.38000011,5.736310005
41,54051,13762,11.30389977,35.62189865,85.24700165,135.5119934,156.5180054,159.8190002,140.8480072,93.95120239,56.33909988,28.2208004,12.6097002,5.849150181
42,54052,13763,11.43589973,35.84659958,85.43280029,134.1840057,155.3529968,162.0119934,144.8690033,98.70010376,59.44789886,29.57629967,12.85859966,5.96928978
43,54053,13764,11.48569965,35.99919891,85.39800262,132.5370026,155.5429993,164.7030029,149.0659943,103.4950027,62.50659943,31.01530075,13.0546999,6.0479002
44,54054,13765,11.57040024,36.20159912,85.53399658,130.6809998,156.6040039,168.5559998,154.5879974,109.2259979,65.98410034,32.68149948,13.3604002,6.137760162
45,54055,13766,11.60309982,36.1678009,85.12799835,129.2669983,158.4409943,172.3170013,160.5090027,114.0530014,68.80449677,34.22969818,13.56140041,6.181089878
46,54056,13767,11.58520031,36.02119827,84.65380096,128.2079926,161.1699982,177.4559937,167.326004,119.6039963,71.9815979,35.73379898,13.77670002,6.211540222
47,54057,13768,11.66180038,36.40269852,85.52079773,130.4060059,164.8410034,182.5820007,173.2120056,124.6380005,75.21350098,36.83710098,14.07569981,6.270959854
48,54058,13769,11.73999977,36.88410187,86.8628006,133.7489929,169.0079956,187.852005,178.496994,128.8919983,78.09909821,37.47090149,14.2816,6.320449829
49,54059,13770,11.80140018,37.33800125,88.04859924,136.996994,173.0970001,192.779007,182.375,132.0850067,80.28440094,37.72050095,14.37870026,6.349140167
50,54060,13771,11.90410042,37.82939911,89.18599701,139.2749939,175.7740021,196.4149933,184.3350067,133.1600037,81.18969727,37.72409821,14.39700031,6.378389835
51,54061,13772,12.01469994,38.34469986,90.29959869,141.5970001,178.1750031,199.8800049,186.5720062,134.9850006,81.87329865,37.57590103,14.30130005,6.391990185
52,54062,13773,12.09879971,38.66149902,90.97239685,143.0839996,180.0659943,202.4490051,188.5449982,137.2910004,82.40390015,37.25350189,14.11919975,6.394370079
53,54063,13774,12.10770035,38.92449951,91.62740326,144.0829926,181.0449982,203.5529938,190.2389984,138.5930023,82.29180145,36.78250122,13.91419983,6.389349937
54,54064,13775,12.14330006,39.18629837,92.18979645,145.098999,182.0130005,204.6380005,191.3480072,139.3329926,82.23739624,36.25979996,13.65540028,6.323870182
55,54065,13776,12.16419983,39.47269821,92.7594986,146.7649994,183.2700043,206.177002,192.5059967,140.0090027,82.33709717,35.9034996,13.47539997,6.257540226
56,54066,13777,12.14729977,39.50939941,92.48449707,147.3710022,183.375,206.727005,192.7330017,139.8470001,81.91220093,35.49499893,13.36680031,6.245409966
57,54067,13778,12.30360031,39.87879944,92.83660126,148.0249939,183.2879944,207.1029968,192.5339966,139.5119934,81.5802002,35.24039841,13.51690006,6.348249912
58,54068,13779,12.48569965,40.36320114,93.44920349,148.3820038,183.4589996,207.3220062,191.8269958,139.0870056,81.07980347,34.90370178,13.68249989,6.457849979
59,54069,13780,12.65089989,40.80989838,94.14920044,148.470993,184.1029968,207.3699951,190.8090057,138.6699982,80.30529785,34.39730072,13.73980045,6.519309998
60,54070,13781,12.75689983,41.12200165,94.728302,149.0780029,185.4409943,207.5820007,190.0039978,137.8560028,79.11009979,33.44260025,13.44159985,6.374849796
61,54071,13782,12.82289982,41.0727005,94.68730164,148.7519989,185.8289948,206.3190002,188.4230042,136.4349976,77.86100006,32.87939835,13.29160023,6.368340015
62,54072,13783,12.90120029,40.94300079,94.25450134,148.1660004,184.9680023,204.072998,185.6840057,134.0390015,76.56939697,32.38529968,13.37390041,6.449409962
63,54073,13784,12.99530029,40.96900177,94.22149658,147.9029999,184.2330017,202.8300018,184.0370026,132.4839935,75.83049774,32.13750076,13.55239964,6.562759876
64,54074,13785,13.15429974,41.2989006,94.79669952,148.4859924,183.6109924,201.3619995,182.9400024,131.2299957,75.27610016,32.13899994,13.82470036,6.668280125
65,54075,13786,13.32460022,41.74010086,95.72769928,149.720993,184.0160065,200.6000061,182.7319946,130.6690063,74.72579956,32.28720093,14.09000015,6.769249916
66,54076,13787,13.49890041,42.32509995,96.9992981,151.9940033,184.4720001,199.8179932,182.8099976,130.3959961,74.14320374,32.49689865,14.39789963,6.889160156
67,54077,13788,13.57359982,42.58309937,97.63480377,153.6589966,184.5010071,198.9609985,181.8639984,130.0079956,73.59470367,32.48870087,14.57209969,6.950890064
68,54078,13789,13.66810036,42.87620163,98.19409943,154.875,184.8000031,197.8430023,180.5749969,129.503006,73.4190979,32.56710052,14.71749973,7.012269974
69,54079,13790,13.78590012,43.20019913,98.66989899,155.6649933,185.0370026,196.9980011,179.0149994,128.8939972,73.35510254,32.75590134,14.86349964,7.07723999
70,54080,13791,13.93299961,43.56760025,99.34880066,156.1349945,184.8760071,196.404007,178.0509949,128.4069977,73.24060059,33.07889938,15.01410007,7.1353302
71,54081,13792,14.09020042,43.90530014,100.2030029,157.0310059,184.602005,195.4750061,177.0899963,127.9150009,73.08550262,33.56309891,15.15019989,7.21529007
72,54082,13793,14.22060013,44.31809998,101.0859985,158.1499939,184.9230042,195.0130005,177.0670013,128.1790009,73.1957016,33.69680023,15.22089958,7.279069901
73,54083,13794,14.36439991,44.78319931,102.0230026,159.6450043,186.1269989,194.9570007,177.3899994,129.0390015,73.58709717,33.74499893,15.24100018,7.327250004
74,54084,13795,14.40159988,45.04460144,102.5960007,160.5019989,187.4960022,195.8359985,178.6580048,130.1569977,74.08660126,33.56629944,15.00189972,7.279839993
75,54085,13796,14.39480019,45.70759964,105.2819977,166.9409943,195.9279938,200.701004,181.4160004,132.0010071,74.56729889,33.02529907,13.66409969,6.795040131
76,54101,13797,11.61550045,44.94760132,109.4229965,180.4519958,200.3500061,185.7879944,171.0110016,118.8050003,64.06020355,28.08069992,10.31970024,4.60766983
77,54102,13798,12.23709965,44.9137001,108.2559967,177.427002,196.602005,181.8280029,169.2890015,116.5619965,62.6792984,28.3743,11.22350025,5.21036005
78,54103,13799,13.04249954,44.85820007,106.9309998,174.1640015,193.3350067,176.1889954,165.1139984,113.2900009,61.32300186,28.94309998,12.49129963,6.029019833
79,54104,13800,13.54249954,45.01810074,106.4840012,173.0879974,195.4149933,173.5930023,161.3470001,110.5820007,60.58110046,29.48940086,13.35550022,6.517459869
80,54105,13801,13.61240005,44.81389999,106.1539993,172.3009949,197.0019989,171.2420044,156.8540039,107.3809967,59.27339935,29.37560081,13.54679966,6.615429878
81,54106,13802,13.67990017,44.74209976,106.3300018,172.1269989,197.7380066,168.6790009,152.4880066,104.6660004,58.22869873,29.13890076,13.57750034,6.653319836
82,54107,13803,13.65929985,44.49119949,106.1380005,170.9029999,196.4170074,165.4559937,149.1239929,102.7730026,57.68040085,28.89850044,13.3927002,6.6322999
83,54108,13804,13.59319973,44.22579956,105.7429962,169.0079956,194.572998,163.4989929,146.3630066,101.5719986,57.65990067,28.84379959,13.14410019,6.59112978
84,54109,13805,13.46389961,43.98020172,105.4049988,167.5809937,191.7539978,162.1560059,145.8549957,101.3809967,58.14350128,28.72870064,12.82190037,6.479040146
85,54110,13806,13.19169998,43.65990067,105.8919983,167.897995,190.4519958,163.6199951,148.076004,102.262001,59.42770004,28.68449974,12.09619999,6.106349945
86,54114,13807,11.63780022,40.84820175,101.512001,160.8639984,179.3890076,166.651001,151.5379944,104.3880005,60.74829865,27.34429932,10.01150036,4.785170078
87,54115,13808,11.47229958,40.03499985,99.4036026,158.1199951,176.6920013,164.727005,148.9889984,103.4440002,60.05059814,27.41080093,10.18109989,4.863480091
88,54177,13809,6.780630112,22.05179977,56.08919907,106.2659988,147.3139954,150.4600067,129.0399933,98.91419983,64.36239624,30.79949951,10.47599983,3.828279972
89,54178,13810,6.860730171,23.15089989,58.24309921,112.237999,156.8739929,167.7350006,147.7079926,113.3410034,69.01159668,32.21419907,10.98530006,3.865849972
90,54179,13811,0,0,0,0,0,0,0,0,0,0,0,0
91,54184,13812,6.558100224,22.06940079,56.41049957,110.1200027,159.8950043,175.2859955,150.2489929,110.7220001,63.65190125,28.38349915,9.663060188,3.656569958
92,54185,13813,6.566889763,22.27510071,55.75429916,107.0630035,155.4830017,173.121994,148.503006,107.6179962,60.90159988,27.1135006,9.381290436,3.659650087
93,54186,13814,6.65707016,22.76009941,56.09730148,105.4609985,151.3040009,169.7940063,145.8500061,104.1409988,57.66569901,25.67880058,9.050530434,3.674900055
94,54187,13815,6.831029892,23.66589928,57.8185997,106.1480026,149.3800049,167.2559967,143.2519989,101.6699982,54.57899857,24.4204998,8.772589684,3.707360029
95,54188,13816,6.899169922,24.27669907,59.11700058,106.6689987,147.9720001,166.6640015,143.5590057,102.0540009,53.82180023,23.78240013,8.555660248,3.685940027
96,54189,13817,6.937290192,24.63229942,60.15589905,107.2559967,147.7180023,167.9589996,148.0130005,105.6989975,54.6534996,23.72270012,8.40087986,3.643270016
97,54190,13818,6.996449947,24.83690071,60.354599,106.9609985,146.845993,168.220993,150.8910065,107.9520035,55.9992981,23.98340034,8.395830154,3.656260014
98,54191,13819,7.107110023,25.23310089,60.78310013,107.0630035,146.8339996,169.9360046,154.2660065,111.1650009,57.9715004,24.45739937,8.424799919,3.697609901
99,54192,13820,7.289169788,25.83040047,62.12189865,108.2939987,148.9799957,172.7149963,159.2140045,115.2669983,60.48509979,25.16489983,8.524129868,3.761229992
100,54193,13821,7.477499962,26.45210075,63.82590103,109.9580002,152.1790009,176.3699951,165.1369934,120.0569992,63.34180069,26.0685997,8.654210091,3.835910082
101,54194,13822,7.577960014,26.70750046,64.81020355,111.3180008,155.3549957,180.0379944,170.802002,124.7910004,66.0891037,27.06469917,8.715649605,3.877300024
102,54195,13823,7.635719776,26.57130051,64.80490112,111.9840012,159.0130005,183.8950043,175.6779938,128.6399994,68.85639954,28.35370064,8.849129677,3.912179947
103,54196,13824,7.633719921,26.3784008,64.44529724,113.2699966,163.5980072,189.276001,180.9069977,133.0789948,71.66339874,29.48870087,9.044890404,3.926049948
104,54197,13825,7.572179794,26.15119934,64.63439941,116.4550018,170.1750031,196.0800018,187.473999,137.6640015,74.49669647,30.71489906,9.324219704,3.937939882
105,54198,13826,7.230649948,25.21120071,65.18180084,121.5400009,177.0070038,203.9550018,194.8339996,142.2480011,76.75650024,31.34550095,9.308779716,3.783519983
106,54199,13827,6.882919788,24.27540016,65.07479858,125.6610031,182.6289978,210.5370026,200.8370056,146.4579926,78.04380035,31.49160004,9.161359787,3.636620045
107,54200,13828,6.697559834,23.70829964,64.56680298,126.9869995,185.4320068,214.173996,205.3119965,149.322998,78.43939972,31.47599983,9.070400238,3.570630074
108,54201,13829,6.670030117,23.66399956,64.26679993,126.336998,184.8470001,214.0420074,205.4799957,149.5359955,77.82440186,31.42609978,9.029850006,3.530100107
109,54202,13830,6.725989819,23.82649994,63.6230011,124.5370026,183.2059937,212.1450043,204.5140076,148.6320038,76.69059753,31.0454998,8.930350304,3.529350042
110,54203,13831,6.821849823,24.20030022,63.38209915,122.7559967,180.5220032,209.5590057,202.423996,146.503006,75.11599731,30.40929985,8.76996994,3.549760103
111,54204,13832,6.955860138,24.83939934,63.76070023,121.3079987,177.0599976,206.5570068,199.0910034,143.2599945,73.26760101,29.60020065,8.560640335,3.582679987
112,54205,13833,6.944310188,25.16460037,63.91600037,120.0579987,174.173996,203.647995,195.6640015,140.2960052,71.37409973,28.48390007,8.220330238,3.544709921
113,54206,13834,7.071219921,25.62000084,64.33959961,119.211998,172.4689941,202.173996,194.1929932,139.2590027,70.78220367,28.09359932,8.18817997,3.593660116
114,54207,13835,7.295869827,26.13209915,64.89849854,119.0240021,171.2689972,201.3699951,193.5950012,138.7859955,70.81919861,27.82169914,8.301329613,3.665819883
115,54208,13836,7.523479939,26.50860023,65.34290314,119.3830032,170.6889954,201.3329926,193.5650024,138.897995,71.36299896,27.7385006,8.439379692,3.761800051
116,54209,13837,7.704030037,26.69409943,65.47029877,119.6159973,169.9830017,201.5149994,193.845993,138.9420013,71.59079742,27.55929947,8.540719986,3.866729975
117,54210,13838,7.803750038,27.01370049,66.03530121,120.1350021,169.5079956,201.5390015,193.7709961,138.8049927,71.35959625,27.29590034,8.550299644,3.93592
118,54211,13839,8.068349838,28.34420013,69.07319641,123.1039963,171.1490021,203.8359985,195.2590027,139.3659973,71.15409851,26.74449921,8.521719933,4.023729801
119,54212,13840,8.405920029,29.44120026,70.80979919,124.5540009,171.6529999,204.6190033,196.2050018,139.654007,70.93730164,26.2901001,8.620070457,4.120629787
120,54213,13841,8.273400307,28.3810997,68.02330017,121.2969971,168.5850067,201.2669983,193.8079987,138.2640076,70.18569946,26.01959991,8.713410378,4.13917017
121,54214,13842,8.219719887,27.58749962,65.97409821,118.7350006,165.8339996,197.9880066,191.3760071,136.6410065,69.24549866,25.72330093,8.770139694,4.167220116
122,54215,13843,8.416049957,28.0760994,66.88680267,119.3710022,165.6439972,196.5789948,190.548996,136.2279968,68.70410156,25.57550049,8.861129761,4.241330147
123,54216,13844,8.612540245,28.54310036,67.46029663,119.4209976,165.4320068,195.3529968,189.9069977,135.9149933,67.8690033,25.40309906,8.943129539,4.324369907
124,54217,13845,8.743350029,28.86919975,68.0019989,119.375,165.5149994,194.9440002,189.7550049,135.8730011,67.19979858,25.39109993,8.990260124,4.377200127
125,54218,13846,8.811249733,29.16390038,68.45760345,118.9570007,165.4689941,194.6320038,189.625,135.9349976,66.50029755,25.51119995,9.026519775,4.424870014
126,54219,13847,8.886639595,29.47559929,69.05599976,118.9029999,165.8939972,194.2940063,189.4790039,136.1529999,66.04759979,25.73609924,9.097510338,4.489550114
127,54220,13848,8.985819817,29.7852993,69.32550049,118.6780014,166.5540009,193.5850067,188.8509979,136.6139984,65.86460114,26.05249977,9.266579628,4.544700146
128,54221,13849,9.079580307,29.99570084,69.45659637,118.2360001,167.1790009,192.8289948,188.5149994,136.9499969,65.81809998,26.28960037,9.440670013,4.590280056
129,54222,13850,9.171139717,30.10890007,69.4088974,117.5139999,167.3339996,192.8179932,188.451004,137.1889954,65.77339935,26.44580078,9.517950058,4.617129803
130,54223,13851,9.193779945,30.02070045,69.18379974,116.5429993,166.802002,192.5720062,188.076004,136.9049988,65.41459656,26.47710037,9.516690254,4.599669933
131,54224,13852,9.205530167,29.97559929,69.08840179,116.064003,166.2149963,192.5610046,187.7619934,136.6119995,65.1835022,26.48450089,9.517239571,4.590919971
132,54225,13853,9.255049706,29.97750092,69.45120239,116.5130005,165.5749969,192.5820007,187.3280029,136.5839996,65.13700104,26.56279945,9.521499634,4.589759827
133,54226,13854,9.391969681,30.1215992,69.90139771,117.461998,165.2559967,193.5379944,187.3090057,136.5209961,65.47969818,26.64999962,9.569959641,4.624080181
134,54227,13855,9.558300018,30.5258007,70.90989685,118.3249969,164.8049927,194.5269928,187.0299988,136.2169952,65.70850372,26.84230042,9.690690041,4.700689793
135,54228,13856,9.672380447,30.84059906,71.69930267,119.0169983,164.4149933,195.3699951,186.7810059,135.9620056,65.92739868,27.11450005,9.806349754,4.781290054
136,54229,13857,9.736120224,30.97920036,72.24990082,119.2539978,163.7059937,195.3390045,185.5950012,135.1269989,65.79419708,27.25639915,9.854680061,4.854710102
137,54230,13858,9.788579941,31.10639954,72.33640289,119.0770035,162.9980011,194.8320007,184.2570038,134.6139984,65.74349976,27.20219994,9.903389931,4.926839828
138,54231,13859,9.813059807,31.19129944,72.10489655,118.7340012,162.3890076,193.7960052,182.628006,134.1369934,65.65809631,27.11129951,9.967229843,4.977719784
139,54232,13860,9.809470177,31.20000076,72.03820038,118.5800018,161.8560028,192.4490051,180.6130066,132.9340057,65.37200165,26.86949921,10.0156002,4.993340015
140,54233,13861,9.879079819,31.48360062,72.46659851,119.0090027,161.0800018,191.2330017,178.875,131.5449982,65.16570282,26.89529991,10.10739994,5.044950008
141,54234,13862,9.894459724,31.60300064,72.57900238,119.3170013,160.3300018,189.7799988,176.7089996,129.9219971,64.89949799,27.02589989,10.15260029,5.076330185
142,54235,13863,9.994299889,32.01259995,73.30290222,119.6190033,160.0930023,188.6909943,174.7709961,128.8170013,64.86329651,27.32990074,10.28439999,5.158669949
143,54236,13864,10.04129982,32.23329926,73.88860321,119.5719986,160.0469971,187.1699982,172.6260071,127.1269989,64.67549896,27.44849968,10.35910034,5.222939968
144,54237,13865,10.03460026,32.20199966,74.08439636,119.5739975,159.0319977,185.1130066,170.7100067,124.8479996,64.11160278,27.36540031,10.45429993,5.241909981
145,54238,13866,10.04360008,32.19950104,74.34279633,119.802002,157.8630066,183.3639984,169.0500031,122.5839996,63.67520142,27.4076004,10.61310005,5.256909847
146,54239,13867,10.11460018,32.44910049,74.70089722,120.0830002,156.9380035,182.451004,168.1289978,121.473999,63.91019821,27.74510002,10.85569954,5.295839787
147,54240,13868,10.28030014,32.99319839,75.14900208,120.461998,157.0469971,182.2619934,168.0410004,121.6910019,65.29239655,28.50110054,11.20240021,5.404439926
148,54241,13869,10.47659969,33.62919998,76.0714035,121.5370026,158.1900024,183.2630005,168.7859955,122.8430023,67.33920288,29.52949905,11.58950043,5.533710003
149,54242,13870,10.64850044,34.25939941,77.55380249,123.6559982,160.6269989,185.7449951,170.75,124.3580017,68.61229706,30.20079994,11.88230038,5.664830208
150,54243,13871,10.72200012,34.72840118,78.71859741,126.4639969,163.0610046,188.9369965,173.6779938,126.310997,69.27919769,30.41349983,11.99190044,5.748310089
151,54244,13872,10.84759998,35.24489975,80.26719666,129.5910034,165.8359985,191.5679932,176.0090027,128.1410065,69.96260071,30.58309937,12.10509968,5.847139835
152,54245,13873,10.96759987,35.66630173,81.39160156,131.8110046,167.8359985,192.5469971,176.7120056,129.0950012,70.41880035,30.48970032,12.14760017,5.912499905
153,54246,13874,11.05249977,35.83860016,82.02680206,132.8280029,168.923996,193.1230011,176.6399994,129.8430023,70.51550293,30.28249931,12.18980026,5.944459915
154,54247,13875,11.08170033,36.05739975,82.97059631,133.8000031,169.7779999,194.1210022,176.7890015,130.9170074,70.63680267,30.22850037,12.26379967,5.953559875
155,54248,13876,11.05879974,36.12210083,83.4618988,134.1560059,169.9759979,194.6750031,177.1369934,131.3000031,70.55490112,30.15780067,12.32310009,5.951029778
156,54249,13877,11.01550007,36.00590134,83.36029816,133.6880035,169.5690002,194.2870026,177.3739929,130.9149933,70.05660248,30.0435009,12.36149979,5.945930004
157,54250,13878,10.99009991,35.79399872,83.07790375,132.7539978,169.3110046,192.8220062,176.9570007,130.5350037,69.28240204,29.98629951,12.38930035,5.940340042
158,54251,13879,11.01360035,35.80889893,83.43599701,132.7489929,169.348999,191.6970062,176.8059998,130.2189941,68.83439636,29.99810028,12.4659996,5.935510159
159,54252,13880,11.06340027,35.87540054,83.80020142,133.0359955,168.802002,190.7980042,176.6620026,130.0140076,68.50050354,30.00849915,12.55049992,5.922420025
160,54253,13881,11.11779976,35.96839905,84.03540039,133.3190002,168.4299927,190.5449982,177.0050049,129.8549957,68.39550018,30.24990082,12.72659969,5.933229923
161,54254,13882,11.1267004,35.89559937,83.90249634,133.2649994,168.0119934,190.4620056,177.4980011,130.598999,68.56230164,30.27510071,12.89459991,5.963200092
162,54255,13883,11.10289955,35.74300003,83.63079834,133.0659943,168.1649933,190.7330017,178.3769989,131.6620026,68.90540314,30.33729935,12.99230003,5.956809998
163,54256,13884,11.11919975,35.7663002,83.79570007,133.3379974,168.5339966,191.4470062,179.4880066,132.7350006,69.31430054,30.40410042,13.16899967,5.955999851
164,54257,13885,11.19499969,36.11750031,84.61979675,134.25,168.6060028,192.3329926,181.0070038,133.8200073,69.48139954,30.54339981,13.39369965,5.997769833
165,54258,13886,11.28600025,36.51689911,85.56349945,135.1820068,168.9519958,193.3289948,182.5169983,134.8639984,69.7303009,30.75370026,13.57289982,6.029600143
166,54259,13887,11.37699986,36.88019943,86.48539734,136.2949982,169.5180054,194.3670044,183.8860016,136.0039978,70.16280365,30.97739983,13.72500038,6.051650047
167,54260,13888,11.41609955,37.14160156,87.02500153,137.576004,169.7220001,195.1670074,184.2779999,136.6109924,70.60389709,31.15979958,13.7833004,6.0510602
168,54261,13889,11.36940002,37.07220078,86.85970306,138.076004,169.5429993,195.8619995,184.5549927,137.2799988,70.82520294,31.21439934,13.75059986,6.011489868
169,54262,13890,11.35859966,37.00640106,86.66970062,138.0269928,169.5370026,196.197998,184.6880035,137.7200012,70.97779846,31.18939972,13.81000042,6.012169838
170,54263,13891,11.33360004,36.84109879,86.16799927,137.3890076,169.6139984,195.6380005,184.6959991,138.2449951,70.79699707,31.06349945,13.87170029,6.018000126
171,54264,13892,11.31620026,36.86410141,86.01760101,137.2610016,169.7100067,195.0789948,185.0440063,138.1089935,70.69319916,31.00440025,13.90499973,6.023149967
172,54265,13893,11.30210018,36.81370163,85.85379791,136.8339996,169.0690002,194.7929993,185.322998,137.8959961,70.77359772,30.87879944,13.87779999,6.013249874
173,54266,13894,11.28499985,36.72589874,85.6371994,135.970993,168.0249939,194.6730042,185.2279968,137.5579987,70.71130371,30.76429939,13.875,5.999529839
