FID,Id,ORIG_FID,k26_80_1,k26_80_2,k26_80_3,k26_80_4,k26_80_5,k26_80_6,k26_80_7,k26_80_8,k26_80_9,k26_80_10,k26_80_11,k26_80_12
119,54212,13840,8.425230026,30.17440033,72.93849945,124.4520035,174.7350006,204.8159943,194.6410065,139.5160065,67.54669952,26.69529915,8.976449966,4.016819954
120,54213,13841,8.230770111,29.15099907,69.8286972,121.348999,172.4929962,201.3560028,191.9869995,137.3600006,66.56099701,26.31809998,9.069860458,4.02504015
121,54214,13842,8.133970261,28.47680092,67.66049957,118.802002,170.5279999,197.6519928,189.0390015,135.0249939,65.4763031,25.89520073,9.152059555,4.042270184
122,54215,13843,8.334830284,29.10449982,68.66490173,119.5080032,170.2920074,196.3630066,188.326004,134.1710052,65.06809998,25.67810059,9.280110359,4.104259968
123,54216,13844,8.491379738,29.65159988,69.6651001,120.2080002,170.5460052,195.397995,187.5079956,133.2810059,64.55729675,25.45809937,9.404589653,4.197700024
124,54217,13845,8.632229805,30.13549995,70.60179901,120.8219986,170.4349976,194.720993,186.9900055,133.0330048,64.27960205,25.24539948,9.46119976,4.275899887
125,54218,13846,8.744000435,30.37140083,71.24009705,121.038002,170.2440033,194.3040009,186.5319977,133.2400055,63.90990067,25.08729935,9.472459793,4.347400188
126,54219,13847,8.875880241,30.58139992,71.68340302,121.723999,170.0980072,194.2070007,185.9869995,133.798996,63.6590004,25.01950073,9.531999588,4.427239895
127,54220,13848,8.983449936,30.66189957,71.79669952,122.0559998,169.7579956,194.4309998,185.375,134.0099945,63.56209946,25.15390015,9.644880295,4.483580112
128,54221,13849,9.070549965,30.63710022,71.63490295,122.1190033,169.1580048,194.4869995,184.9570007,134.0039978,63.49720001,25.36240005,9.757080078,4.519820213
129,54222,13850,9.158929825,30.60140038,71.29070282,122.0230026,168.7140045,194.3529968,184.5709991,134.4889984,63.63010025,25.46260071,9.828900337,4.531799793
130,54223,13851,9.154540062,30.39229965,70.77899933,121.8030014,167.9190063,193.7510071,183.6860046,134.404007,63.59640121,25.54870033,9.845149994,4.517169952
131,54224,13852,9.141989708,30.21839905,70.4733963,121.6279984,167.3320007,193.2120056,183.0679932,133.6640015,63.53609848,25.62439919,9.867919922,4.52259016
132,54225,13853,9.168129921,30.20389938,70.52970123,121.9540024,166.8320007,192.9450073,182.9120026,132.8860016,63.62960052,25.83769989,9.922929764,4.559380054
133,54226,13854,9.258640289,30.46479988,70.79620361,122.052002,167.223999,193.1009979,183.072998,132.8789978,63.68320084,26.0007,10.03849983,4.631229877
134,54227,13855,9.415550232,30.92609978,71.46759796,122.3219986,167.4620056,192.970993,182.8470001,132.529007,63.70679855,26.31430054,10.24139977,4.743000031
135,54228,13856,9.54872036,31.26880074,71.86070251,122.2799988,167.798996,192.7700043,182.8300018,132.4290009,63.93740082,26.65130043,10.42129993,4.843969822
136,54229,13857,9.679450035,31.46850014,71.93180084,121.6289978,168.3999939,192.3150024,182.6699982,132.3439941,64.15630341,26.78420067,10.52900028,4.912350178
137,54230,13858,9.778940201,31.60750008,71.86340332,121.1029968,168.8209991,191.7709961,182.5720062,132.3999939,64.09570313,26.76759911,10.58590031,4.962419987
138,54231,13859,9.809439659,31.60059929,71.62760162,120.6259995,168.8990021,190.7700043,181.7400055,132.5,63.89459991,26.65920067,10.61480045,4.992199898
139,54232,13860,9.784669876,31.53420067,71.42990112,120.0350037,168.3289948,189.4129944,180.3179932,132.1300049,63.49039841,26.43289948,10.61919975,4.995409966
140,54233,13861,9.826800346,31.69099998,71.79219818,120.2919998,167.9369965,188.1620026,179.3249969,131.6100006,63.12440109,26.43490028,10.75189972,5.043059826
141,54234,13862,9.800029755,31.71369934,71.87999725,120.3509979,167.5579987,186.9519958,178.121994,131,62.76509857,26.46940041,10.80049992,5.072100163
142,54235,13863,9.899129868,31.96159935,72.61100006,120.6780014,167.3609924,186.3529968,176.7890015,130.4669952,62.76869965,26.71109962,10.95829964,5.170660019
143,54236,13864,9.958680153,32.06489944,73.00379944,120.4940033,166.6269989,185.6759949,174.6289978,129.3849945,62.62149811,26.87290001,11.08049965,5.251520157
144,54237,13865,9.910099983,32.01589966,73.31479645,120.4649963,165.8399963,183.7189941,172.5850067,127.6610031,61.98699951,26.84799957,11.10029984,5.248869896
145,54238,13866,9.860930443,32.06140137,73.88269806,120.5739975,165.2330017,181.5359955,170.522995,125.7549973,61.59690094,26.91349983,11.15789986,5.239500046
146,54239,13867,9.896849632,32.3146019,74.65670013,120.7710037,164.8240051,180.4290009,169.1940002,124.4029999,61.875,27.39039993,11.36849976,5.285429955
147,54240,13868,10.05760002,32.74020004,75.30809784,121.262001,164.2960052,180.1640015,169.7440033,123.9349976,63.02190018,28.35409927,11.75660038,5.40760994
148,54241,13869,10.31840038,33.3728981,76.27030182,122.7740021,164.5890045,181.1470032,171.5769958,124.6240005,64.73899841,29.58740044,12.18570042,5.553239822
149,54242,13870,10.53719997,34.0284996,77.51499939,125.1579971,166.6679993,183.2940063,173.9499969,125.8460007,66.01550293,30.38969994,12.49790001,5.683640003
150,54243,13871,10.64340019,34.42459869,78.4910965,127.6930008,169.4700012,185.9109955,176.1109924,127.9899979,66.90019989,30.72249985,12.58850002,5.750289917
151,54244,13872,10.78450012,34.89509964,80.03330231,130.3240051,172.1519928,187.8760071,177.7420044,129.5160065,67.67829895,30.96199989,12.67800045,5.841050148
152,54245,13873,10.90310001,35.3614006,81.25749969,132.4570007,173.5429993,189.1300049,178.451004,130.6130066,68.23179626,31.01790047,12.72599983,5.91230011
153,54246,13874,11.02999973,35.68510056,82.16459656,133.8820038,173.9100037,189.8280029,178.5879974,131.4949951,68.604599,30.98959923,12.76210022,5.965950012
154,54247,13875,11.13549995,35.99150085,83.34950256,135.5529938,173.8009949,190.2969971,179.345993,132.1210022,68.85140228,30.85490036,12.80539989,5.995470047
155,54248,13876,11.16959953,35.99200058,83.86750031,136.3240051,173.4149933,190.7059937,179.8890076,132.2649994,68.84989929,30.67029953,12.82349968,5.977940083
156,54249,13877,11.13720036,35.66159821,83.46829987,135.8059998,172.8119965,190.6490021,179.7019958,131.8170013,68.51480103,30.48150063,12.80440044,5.919149876
157,54250,13878,11.11849976,35.2757988,82.6414032,134.5549927,172.3439941,189.6580048,178.7369995,131.1880035,68.17079926,30.37059975,12.76070023,5.868569851
158,54251,13879,11.16219997,35.24430084,82.55480194,134.4889984,172.1569977,188.598999,177.6349945,130.8860016,68.04000092,30.36700058,12.8107996,5.859759808
159,54252,13880,11.19970036,35.2845993,82.70819855,134.7929993,171.651001,187.4149933,176.8269958,130.5350037,67.94129944,30.32749939,12.89869976,5.8582201
160,54253,13881,11.25839996,35.32989883,82.99120331,135.4459991,171.1040039,186.6600037,176.6490021,130.5839996,67.94159698,30.50769997,12.99520016,5.859370232
161,54254,13882,11.32489967,35.33000183,83.41419983,136.1210022,171.1929932,186.8249969,177.0050049,130.4940033,68.22450256,30.76300049,13.07219982,5.899879932
162,54255,13883,11.34809971,35.25329971,83.60739899,136.6369934,171.5700073,187.3800049,177.5079956,130.6170044,68.66940308,31.04109955,13.16230011,5.924049854
163,54256,13884,11.39869976,35.43629837,84.21929932,137.4909973,171.9669952,188.272995,178.4920044,130.6840057,69.09690094,31.36039925,13.32110023,5.947710037
164,54257,13885,11.46490002,35.56790161,84.72219849,137.7969971,172.0619965,188.8840027,179.3849945,131.2910004,69.34369659,31.60429955,13.47500038,5.997630119
165,54258,13886,11.52560043,35.67219925,85.37979889,138.3309937,172.0899963,189.5379944,180.4440002,132.0099945,69.71929932,31.72809982,13.6093998,6.055640221
166,54259,13887,11.58080006,35.82120132,86.05909729,138.9830017,172.1719971,190.0789948,181.5090027,132.7660065,70.19740295,31.82360077,13.73419952,6.11342001
167,54260,13888,11.60309982,36.00080109,86.43240356,139.7129974,171.9329987,190.4750061,182.1390076,133.4900055,70.49590302,31.84230042,13.85149956,6.159220219
168,54261,13889,11.53240013,35.81700134,86.04340363,139.3090057,171.6329956,191.0010071,183.2969971,134.0679932,70.51889801,31.61440086,13.88150024,6.162499905
169,54262,13890,11.50559998,35.67290115,85.80950165,139.1170044,171.802002,191.3049927,184.4530029,134.5859985,70.39689636,31.52249908,13.94589996,6.187240124
170,54263,13891,11.47239971,35.49060059,85.58229828,139.0079956,172.1929932,191.1779938,185.4109955,134.7590027,69.84570313,31.42830086,13.96179962,6.191820145
171,54264,13892,11.44419956,35.40790176,85.73280334,139.5839996,172.5220032,191.5189972,185.7910004,135.0119934,69.228302,31.36289978,13.99009991,6.184100151
172,54265,13893,11.41349983,35.34249878,85.68060303,139.7149963,171.7369995,191.6560059,185.6410065,135.1869965,68.7118988,31.21050072,14.01340008,6.153860092
173,54266,13894,11.39280033,35.25500107,85.40969849,139.1049957,170.3560028,191.4730072,185.522995,135.25,68.33329773,31.00349998,14.05519962,6.121319771
