OID,ID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7,VALUE_8,VALUE_9,VALUE_10,VALUE_11,VALUE_12,VALUE_13,VALUE_14,VALUE_15,VALUE_16,VALUE_17
-1,15587,200000000,12000000,0,37000000,1977000000,5000000,80000000,192000000,295000000,2526000000,139000000,0,4000000,0,409000000,1965000000,695000000
-1,15588,0,0,0,1000000,26000000,29000000,1939000000,0,185000000,4008000000,45000000,2000000,13000000,0,0,1090000000,1110000000
-1,15589,0,0,0,0,0,0,4855000000,0,1000000,3519000000,0,0,12000000,0,0,61000000,0
-1,15590,0,0,0,0,0,0,6261000000,0,1000000,1388000000,0,0,122000000,0,0,764000000,0
-1,15591,0,0,0,0,0,0,6261000000,0,8000000,1284000000,0,0,204000000,0,0,691000000,0
-1,15592,0,0,0,0,0,0,3870000000,0,2000000,1251000000,3000000,0,86000000,0,0,164000000,3160000000
-1,15593,0,0,0,0,0,0,91000000,0,0,47000000,0,0,0,0,0,25000000,8285000000
-1,15697,1000000,0,0,1000000,0,0,0,4000000,206000000,20000000,50000000,0,0,0,0,64000000,8102000000
-1,15710,0,0,0,0,0,0,0,0,54000000,0,21000000,0,0,0,0,9000000,8364000000
-1,15711,0,0,0,0,1000000,0,0,0,99000000,0,37000000,0,0,0,1000000,19000000,8379000000
-1,15712,0,0,0,0,0,0,0,0,44000000,9000000,20000000,0,0,0,0,61000000,8314000000
-1,15826,534000000,95000000,0,1000000,6000000,0,0,0,0,4000000,20000000,0,0,0,0,0,7876000000
-1,15827,1335000000,952000000,0,3000000,13000000,0,0,11000000,2000000,396000000,23000000,0,2000000,0,0,0,5711000000
-1,15828,336000000,543000000,0,0,9000000,0,0,278000000,171000000,3170000000,56000000,0,157000000,0,0,0,3816000000
-1,15829,751000000,707000000,0,0,8000000,0,0,34000000,848000000,2108000000,22000000,0,20000000,0,0,0,3950000000
-1,15830,63000000,137000000,0,0,0,0,0,0,97000000,37000000,0,0,0,0,0,0,8202000000
-1,15944,14000000,30000000,0,0,7000000,0,0,0,0,0,16000000,0,0,0,0,0,8573000000
-1,15945,1272000000,1434000000,0,4000000,985000000,0,0,18000000,0,133000000,91000000,0,0,0,0,0,4793000000
-1,15946,1798000000,2015000000,0,10000000,1969000000,0,11000000,2000000,10000000,169000000,125000000,0,4000000,0,40000000,44000000,2443000000
-1,15947,1055000000,506000000,0,34000000,3763000000,0,13000000,27000000,368000000,1971000000,163000000,1000000,31000000,0,135000000,436000000,227000000
-1,15948,37000000,0,0,17000000,1079000000,0,1540000000,89000000,579000000,5198000000,8000000,5000000,2000000,0,0,78000000,8000000
-1,15949,0,0,0,0,0,0,5810000000,0,8000000,2741000000,0,0,1000000,0,0,80000000,0
-1,15950,0,0,0,0,0,0,5872000000,0,1000000,1684000000,3000000,0,42000000,0,0,730000000,398000000
-1,15951,0,0,0,0,0,0,5078000000,0,6000000,1227000000,2000000,0,7000000,0,0,2088000000,232000000
-1,15952,0,0,0,0,0,0,4398000000,0,427000000,544000000,3000000,0,236000000,0,0,1164000000,1958000000
-1,15953,0,0,0,0,0,0,886000000,0,1000000,112000000,3000000,0,0,0,0,61000000,7577000000
-1,15954,0,0,0,0,0,0,50000000,0,0,16000000,8000000,0,0,0,0,20000000,8636000000
-1,16186,1961000000,289000000,0,5000000,76000000,0,0,2000000,21000000,39000000,23000000,0,0,0,0,0,6314000000
-1,16187,4702000000,155000000,0,41000000,218000000,1000000,0,19000000,1077000000,1827000000,15000000,0,7000000,0,0,1000000,577000000
-1,16188,1164000000,0,0,6000000,148000000,0,0,33000000,2349000000,4739000000,27000000,23000000,14000000,0,0,18000000,209000000
-1,16189,611000000,13000000,0,0,10000000,0,0,3000000,2317000000,5492000000,15000000,3000000,162000000,0,0,0,14000000
-1,16190,341000000,350000000,0,7000000,40000000,0,0,3000000,1529000000,4011000000,29000000,3000000,237000000,0,0,0,2180000000
-1,16191,0,0,0,0,0,0,0,0,2000000,32000000,0,0,1000000,0,0,0,8605000000
-1,16203,0,197000000,0,0,0,0,0,0,45000000,13000000,30000000,0,0,0,0,0,8639000000
-1,16304,0,106000000,0,0,0,0,0,0,0,0,55000000,0,0,0,0,0,8671000000
-1,16305,670000000,1544000000,0,1000000,304000000,0,0,0,0,2000000,120000000,0,0,0,0,0,6283000000
-1,16306,1307000000,1931000000,0,5000000,918000000,0,0,0,0,49000000,122000000,0,0,0,1000000,2000000,4497000000
-1,16307,1285000000,1208000000,0,32000000,3760000000,0,6000000,5000000,49000000,1298000000,106000000,3000000,3000000,0,280000000,283000000,606000000
-1,16308,154000000,29000000,0,65000000,1844000000,0,807000000,104000000,309000000,5118000000,43000000,0,2000000,0,0,200000000,157000000
-1,16309,0,0,0,0,0,1000000,4802000000,0,1000000,3991000000,0,0,3000000,0,0,34000000,0
-1,16310,0,0,0,0,0,0,6313000000,0,0,1818000000,0,0,3000000,0,0,789000000,1000000
-1,16311,0,0,0,0,0,0,5909000000,0,0,1519000000,0,0,1000000,0,0,1403000000,0
-1,16312,0,0,0,0,0,0,5856000000,0,0,533000000,0,0,0,0,3000000,2532000000,0
-1,16313,0,0,0,0,0,1000000,7373000000,0,25000000,1040000000,0,0,0,0,0,368000000,25000000
-1,16314,0,0,0,0,0,0,3673000000,0,0,1381000000,3000000,0,3000000,0,0,58000000,3806000000
-1,16547,1185000000,135000000,0,78000000,294000000,0,0,3000000,139000000,454000000,15000000,0,0,0,3000000,6000000,6520000000
-1,16548,1647000000,629000000,0,37000000,741000000,0,0,16000000,553000000,3869000000,24000000,0,77000000,0,325000000,228000000,778000000
-1,16549,436000000,7000000,0,7000000,549000000,9000000,0,30000000,287000000,6738000000,62000000,2000000,90000000,0,14000000,230000000,371000000
-1,16550,155000000,18000000,0,0,20000000,0,0,1000000,996000000,7435000000,48000000,13000000,12000000,0,0,39000000,187000000
-1,16551,51000000,27000000,0,0,12000000,0,0,0,488000000,1792000000,13000000,224000000,124000000,0,0,0,6101000000
-1,16563,0,42000000,0,0,0,0,0,95000000,257000000,17000000,33000000,0,0,0,0,0,8577000000
-1,16665,63000000,1240000000,0,0,1000000,2000000,0,0,0,0,82000000,0,0,0,0,0,7633000000
-1,16666,330000000,1561000000,0,0,44000000,0,0,0,0,4000000,68000000,0,7000000,0,0,0,6914000000
-1,16667,1090000000,1826000000,0,0,3408000000,1000000,2000000,10000000,21000000,1269000000,71000000,0,8000000,0,194000000,479000000,642000000
-1,16668,466000000,92000000,0,25000000,2152000000,6000000,909000000,274000000,615000000,3934000000,21000000,0,17000000,0,0,248000000,169000000
-1,16669,0,0,0,0,0,1000000,5418000000,0,0,3395000000,0,1000000,2000000,0,0,111000000,0
-1,16670,0,0,0,0,0,0,6405000000,0,0,1818000000,0,0,2000000,0,0,793000000,3000000
-1,16671,0,0,0,0,0,2000000,7225000000,0,0,433000000,0,0,0,0,0,1268000000,0
-1,16672,0,0,0,0,0,0,8258000000,0,0,172000000,0,0,2000000,0,0,589000000,0
-1,16673,0,0,0,0,0,7000000,7232000000,0,0,1182000000,0,0,3000000,0,0,479000000,25000000
-1,16674,0,0,0,0,0,12000000,5003000000,0,17000000,2131000000,2000000,68000000,103000000,0,0,209000000,1476000000
-1,16675,0,0,0,0,0,0,323000000,0,0,405000000,1000000,0,0,0,0,28000000,8171000000
-1,16885,23000000,660000000,0,0,0,2000000,0,9000000,0,7000000,13000000,0,0,0,0,0,8307000000
-1,16886,600000000,4105000000,0,0,2000000,6000000,0,11000000,2000000,10000000,35000000,0,0,0,0,1000000,4156000000
-1,16887,67000000,1289000000,0,0,17000000,0,0,15000000,23000000,23000000,76000000,0,14000000,0,0,0,7404000000
-1,16908,86000000,84000000,0,0,0,0,0,0,0,12000000,12000000,0,1000000,0,0,0,8826000000
-1,16909,1303000000,516000000,0,21000000,278000000,3000000,0,2000000,32000000,1046000000,50000000,0,5000000,0,155000000,110000000,5407000000
-1,16910,879000000,553000000,0,7000000,277000000,0,0,0,343000000,3870000000,72000000,0,4000000,0,628000000,1471000000,917000000
-1,16911,509000000,68000000,0,2000000,29000000,3000000,0,63000000,2375000000,4548000000,10000000,598000000,74000000,18000000,45000000,535000000,51000000
-1,16912,347000000,308000000,0,9000000,15000000,0,0,54000000,2859000000,1655000000,22000000,310000000,776000000,1000000,0,22000000,2643000000
-1,16913,2000000,21000000,0,9000000,5000000,0,0,0,159000000,13000000,17000000,0,0,0,0,0,8702000000
-1,17025,17000000,1209000000,0,0,31000000,0,0,0,0,0,55000000,0,0,0,0,0,7903000000
-1,17026,106000000,4030000000,0,0,39000000,0,0,32000000,50000000,183000000,164000000,0,23000000,0,0,0,4493000000
-1,17027,1050000000,1124000000,0,1000000,2351000000,0,1000000,0,12000000,1031000000,98000000,1000000,5000000,0,118000000,794000000,2629000000
-1,17028,831000000,58000000,0,11000000,1641000000,35000000,1320000000,256000000,382000000,3883000000,24000000,0,48000000,0,15000000,429000000,187000000
-1,17029,0,0,0,0,0,0,6664000000,0,16000000,1905000000,0,0,0,0,0,535000000,0
-1,17030,0,0,0,0,0,0,7005000000,0,3000000,1610000000,0,0,3000000,0,0,594000000,0
-1,17031,0,0,0,0,0,0,5816000000,0,0,3122000000,0,0,12000000,0,0,170000000,0
-1,17032,0,0,0,0,0,9000000,7190000000,0,7000000,1860000000,0,0,0,0,0,149000000,0
-1,17033,0,0,0,0,0,0,7297000000,0,0,1316000000,0,0,7000000,0,0,467000000,33000000
-1,17034,0,0,0,0,0,0,6939000000,0,0,2122000000,1000000,0,33000000,0,0,53000000,67000000
-1,17035,0,0,0,0,0,0,1962000000,0,0,1547000000,5000000,0,7000000,0,0,168000000,5431000000
-1,17036,0,0,0,0,0,0,1689000000,0,0,646000000,1000000,0,0,0,0,98000000,6781000000
-1,17245,494000000,5458000000,0,0,0,7000000,0,1000000,2000000,22000000,53000000,0,4000000,0,0,0,3174000000
-1,17246,2664000000,4060000000,0,2000000,74000000,6000000,0,556000000,547000000,718000000,52000000,7000000,0,0,0,6000000,428000000
-1,17247,450000000,2906000000,0,0,20000000,10000000,0,1602000000,1658000000,1227000000,100000000,4000000,278000000,0,0,1000000,864000000
-1,17248,12000000,250000000,0,0,0,2000000,0,93000000,105000000,56000000,60000000,0,0,0,0,1000000,8636000000
-1,17270,112000000,335000000,0,0,0,0,0,1000000,3000000,47000000,21000000,0,2000000,0,0,0,8694000000
-1,17271,2034000000,3751000000,0,15000000,95000000,0,0,10000000,317000000,1193000000,21000000,0,27000000,0,22000000,76000000,1559000000
-1,17272,2435000000,803000000,0,17000000,135000000,2000000,0,160000000,2563000000,2948000000,3000000,3000000,3000000,0,0,129000000,14000000
-1,17273,181000000,456000000,0,16000000,88000000,40000000,0,94000000,1912000000,2189000000,53000000,0,8000000,0,0,330000000,3753000000
-1,17274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9215000000
-1,17385,0,56000000,0,0,0,0,0,0,0,0,13000000,0,0,0,0,0,9243000000
-1,17386,29000000,4049000000,0,0,29000000,0,0,262000000,1312000000,593000000,124000000,0,45000000,0,0,1000000,2772000000
-1,17387,1733000000,2132000000,0,1000000,1984000000,0,0,32000000,75000000,633000000,77000000,0,70000000,0,46000000,185000000,2344000000
-1,17388,1282000000,146000000,0,24000000,2599000000,1000000,542000000,196000000,196000000,3476000000,38000000,0,76000000,0,52000000,302000000,286000000
-1,17389,0,0,0,0,0,0,6120000000,0,2000000,2816000000,0,0,7000000,0,0,271000000,0
-1,17390,0,0,0,0,0,0,5617000000,0,0,3200000000,0,0,14000000,0,0,472000000,9000000
-1,17391,0,0,0,0,0,14000000,3217000000,0,0,5843000000,0,0,7000000,0,0,134000000,1000000
-1,17392,0,0,0,0,0,0,2569000000,0,0,6683000000,0,0,0,0,0,60000000,0
-1,17393,0,0,0,0,0,4000000,5632000000,0,4000000,3559000000,0,0,11000000,0,0,6000000,0
-1,17394,0,0,0,0,0,0,5200000000,0,0,3413000000,26000000,0,18000000,0,0,20000000,635000000
-1,17395,0,0,0,0,0,0,25000000,0,0,15000000,0,0,0,0,0,28000000,9148000000
-1,17396,0,0,0,0,0,0,859000000,0,2000000,388000000,3000000,18000000,0,0,0,99000000,7943000000
-1,17397,0,0,0,0,0,0,14000000,0,0,114000000,3000000,28000000,5000000,0,0,5000000,9047000000
-1,17604,1000000,1482000000,0,0,0,0,1000000,0,1000000,55000000,15000000,0,0,0,0,0,7661000000
-1,17605,722000000,7892000000,0,0,1000000,0,0,11000000,38000000,231000000,13000000,0,30000000,0,0,1000000,373000000
-1,17606,1267000000,3297000000,0,0,25000000,75000000,0,1230000000,1245000000,587000000,86000000,3000000,125000000,0,0,27000000,1249000000
-1,17607,424000000,4908000000,0,0,77000000,15000000,0,703000000,2055000000,790000000,6000000,45000000,163000000,0,0,0,30000000
-1,17608,7000000,2330000000,0,0,5000000,3000000,0,88000000,139000000,125000000,24000000,0,5000000,0,0,0,6586000000
-1,17631,165000000,1345000000,0,0,1000000,0,0,15000000,1000000,112000000,17000000,0,7000000,0,0,0,7553000000
-1,17632,3417000000,4470000000,0,3000000,27000000,2000000,0,52000000,181000000,721000000,8000000,0,13000000,0,0,12000000,406000000
-1,17633,1052000000,2912000000,0,10000000,17000000,48000000,0,367000000,1439000000,1634000000,55000000,3000000,158000000,14000000,0,66000000,1441000000
-1,17634,41000000,813000000,0,4000000,15000000,0,0,34000000,472000000,246000000,81000000,4000000,412000000,3000000,0,0,7187000000
-1,17635,24000000,2011000000,0,1000000,20000000,0,0,147000000,710000000,943000000,27000000,0,102000000,0,0,0,5231000000
-1,17636,0,38000000,0,0,0,0,0,5000000,58000000,26000000,6000000,0,0,0,0,0,9179000000
-1,17746,177000000,4969000000,0,47000000,211000000,0,0,202000000,1023000000,373000000,36000000,74000000,69000000,34000000,0,0,2097000000
-1,17747,1209000000,2565000000,0,4000000,945000000,10000000,0,773000000,1281000000,1171000000,40000000,63000000,30000000,252000000,0,218000000,848000000
-1,17748,1076000000,121000000,0,2000000,2798000000,4000000,382000000,151000000,605000000,3478000000,51000000,0,16000000,0,0,210000000,418000000
-1,17749,0,0,0,0,0,0,7345000000,0,28000000,1473000000,3000000,0,11000000,0,0,280000000,172000000
-1,17750,0,0,0,0,0,0,5561000000,0,0,3564000000,0,0,2000000,0,0,279000000,3000000
-1,17751,0,0,0,0,0,9000000,5494000000,0,0,3751000000,0,0,12000000,0,0,46000000,0
-1,17752,0,0,0,0,0,0,6933000000,0,4000000,2432000000,0,0,9000000,0,0,31000000,0
-1,17753,0,0,0,0,0,0,6865000000,0,10000000,2365000000,0,0,7000000,0,0,43000000,22000000
-1,17754,0,0,0,0,0,0,8459000000,0,0,321000000,6000000,0,11000000,0,0,171000000,441000000
-1,17755,0,0,0,0,0,0,7639000000,0,298000000,212000000,3000000,9000000,37000000,0,0,52000000,1062000000
-1,17756,0,0,0,0,0,0,6919000000,0,934000000,1345000000,5000000,111000000,27000000,5000000,0,58000000,5000000
-1,17757,0,0,0,0,0,0,964000000,0,39000000,2963000000,38000000,1958000000,26000000,0,0,225000000,3099000000
-1,17809,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,9405000000
-1,17810,0,1000000,0,6000000,0,0,0,2000000,35000000,0,29000000,0,0,0,0,0,9239000000
-1,17963,0,43000000,0,0,6000000,0,0,59000000,3000000,18000000,12000000,0,0,0,0,0,9268000000
-1,17964,2000000,846000000,0,7000000,4000000,0,0,41000000,0,175000000,73000000,0,0,0,0,0,8164000000
-1,17965,1000000,652000000,0,0,2000000,0,0,6000000,10000000,311000000,85000000,0,7000000,0,0,0,8335000000
-1,17966,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310000000
-1,17967,9000000,333000000,0,0,10000000,2000000,0,29000000,206000000,210000000,42000000,0,1000000,0,0,2000000,8468000000
-1,17968,39000000,656000000,0,0,1000000,0,0,414000000,353000000,126000000,126000000,0,0,0,0,0,7694000000
-1,17992,468000000,1626000000,0,0,4000000,0,0,8000000,1000000,193000000,86000000,0,1000000,0,0,0,7022000000
