OID,ID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7,VALUE_8,VALUE_9,VALUE_10,VALUE_11,VALUE_12,VALUE_13,VALUE_14,VALUE_15,VALUE_16,VALUE_17
-1,32229,0,6974000000,0,0,0,0,2000000,1902000000,103000000,341000000,437000000,0,1000000,2000000,0,0,2430000000
-1,32230,0,9423000000,0,0,0,0,0,2319000000,7000000,8000000,201000000,0,13000000,0,0,0,348000000
-1,32231,0,10996000000,0,0,0,0,0,940000000,183000000,50000000,6000000,0,1000000,11000000,0,0,5000000
-1,32232,0,11314000000,0,0,0,0,0,970000000,0,4000000,20000000,0,10000000,0,0,0,1000000
-1,32233,0,12150000000,0,0,0,0,0,26000000,3000000,1000000,2000000,0,10000000,0,0,0,0
-1,32234,0,7696000000,0,0,0,0,0,518000000,1837000000,2247000000,0,0,19000000,2000000,0,0,0
-1,32235,0,5471000000,0,0,0,0,0,2560000000,4035000000,110000000,0,0,16000000,0,0,0,0
-1,32236,0,11094000000,0,0,0,0,0,257000000,784000000,151000000,33000000,0,0,0,0,0,0
-1,32237,0,9468000000,0,0,0,0,0,173000000,587000000,291000000,1263000000,0,0,0,0,1000000,409000000
-1,32238,0,11500000000,0,0,0,0,0,86000000,9000000,4000000,231000000,0,3000000,0,0,0,486000000
-1,32239,0,12192000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32240,0,12311000000,0,0,0,0,0,1000000,3000000,0,0,0,4000000,0,0,0,0
-1,32241,0,12191000000,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0
-1,32242,0,12315000000,0,0,0,0,0,0,2000000,0,0,0,2000000,0,0,0,0
-1,32243,0,12173000000,0,0,0,0,0,19000000,0,0,0,0,0,0,0,0,0
-1,32244,0,12256000000,0,0,0,0,0,56000000,5000000,2000000,0,0,0,0,0,0,0
-1,32245,0,11965000000,0,0,0,0,0,0,1000000,2000000,200000000,0,0,0,0,0,24000000
-1,32246,0,12286000000,0,0,0,0,0,20000000,4000000,8000000,0,0,1000000,0,0,0,0
-1,32247,0,12190000000,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0
-1,32248,0,11880000000,0,0,0,0,0,335000000,67000000,37000000,0,0,0,0,0,0,0
-1,32249,0,1133000000,0,0,0,0,0,1214000000,4631000000,535000000,126000000,179000000,151000000,2074000000,0,3000000,2146000000
-1,32250,0,615000000,0,0,0,0,0,3000000,2577000000,3987000000,160000000,870000000,62000000,3976000000,0,0,69000000
-1,32251,0,165000000,0,0,0,1000000,0,10000000,2312000000,2558000000,343000000,1801000000,97000000,3236000000,0,1000000,1668000000
-1,32252,0,321000000,0,0,0,0,0,154000000,168000000,14000000,367000000,2000000,2000000,32000000,0,3000000,11256000000
-1,32253,0,1000000,0,0,0,0,0,0,24000000,11000000,43000000,0,0,0,0,6000000,12107000000
-1,32254,0,5000000,0,0,0,0,0,0,1110000000,1805000000,300000000,2408000000,235000000,3648000000,0,31000000,2777000000
-1,32255,0,1531000000,0,0,0,0,0,492000000,3528000000,2944000000,0,530000000,40000000,3127000000,0,0,0
-1,32256,0,1208000000,0,0,0,4000000,0,716000000,4184000000,5011000000,81000000,426000000,293000000,209000000,0,0,187000000
-1,32257,0,1136000000,0,9000000,0,126000000,5000000,616000000,3160000000,6018000000,0,909000000,24000000,123000000,0,34000000,32000000
-1,32258,0,0,0,13000000,0,1000000,50000000,13000000,6000000,11943000000,0,154000000,0,12000000,0,0,0
-1,32259,0,0,0,0,0,0,1163000000,0,0,11051000000,0,75000000,30000000,0,0,0,0
-1,32260,0,0,0,0,0,18000000,81000000,0,0,11957000000,0,107000000,2000000,27000000,0,0,0
-1,32261,0,0,0,0,0,0,3000000,0,963000000,11351000000,0,0,0,0,0,0,2000000
-1,32262,0,0,0,0,0,0,2000000,0,3000000,5147000000,2000000,5000000,11000000,0,0,67000000,6955000000
-1,32318,0,902000000,0,0,0,0,0,0,0,0,147000000,0,0,0,0,0,11270000000
-1,32319,0,537000000,0,0,0,0,0,360000000,13000000,39000000,17000000,0,11000000,10000000,0,0,11205000000
-1,32320,0,7154000000,0,0,0,0,0,1546000000,385000000,710000000,47000000,271000000,288000000,329000000,0,0,1589000000
-1,32321,0,6436000000,0,0,0,0,0,5187000000,221000000,333000000,0,4000000,1000000,8000000,0,0,2000000
-1,32322,0,5943000000,0,2000000,0,0,0,6023000000,104000000,203000000,1000000,0,16000000,10000000,0,0,17000000
-1,32323,0,3032000000,0,0,0,0,0,2068000000,9000000,111000000,1528000000,2000000,35000000,2000000,0,0,5405000000
-1,32324,0,1323000000,0,0,0,0,0,187000000,0,11000000,242000000,0,0,0,0,0,10556000000
-1,32329,0,5171000000,0,0,0,0,0,1926000000,340000000,587000000,1191000000,2000000,111000000,36000000,0,0,2828000000
-1,32330,0,8535000000,0,0,0,0,0,3511000000,7000000,197000000,13000000,0,5000000,0,0,0,51000000
-1,32331,0,6754000000,0,0,0,0,0,5149000000,140000000,80000000,1000000,2000000,4000000,61000000,0,0,1000000
-1,32332,0,10322000000,0,0,0,0,0,1718000000,34000000,34000000,0,0,0,84000000,0,0,0
-1,32333,0,12180000000,0,0,0,0,0,97000000,0,37000000,5000000,0,0,0,0,0,0
-1,32334,0,11371000000,0,0,0,0,0,637000000,13000000,146000000,3000000,0,15000000,0,0,0,7000000
-1,32335,0,8639000000,0,0,0,35000000,0,3226000000,58000000,304000000,19000000,0,22000000,1000000,0,0,15000000
-1,32336,0,4808000000,0,0,0,0,0,5959000000,444000000,182000000,308000000,3000000,10000000,109000000,0,0,369000000
-1,32337,0,345000000,0,0,0,0,0,2253000000,1074000000,42000000,1218000000,18000000,142000000,504000000,0,0,6723000000
-1,32339,0,2344000000,0,0,0,0,0,598000000,54000000,103000000,34000000,55000000,87000000,46000000,0,0,8998000000
-1,32340,0,664000000,0,0,0,0,0,310000000,4000000,120000000,82000000,85000000,7000000,6000000,0,0,10914000000
-1,32341,1000000,694000000,0,0,0,0,0,196000000,10000000,32000000,50000000,0,3000000,0,0,0,11333000000
-1,32342,1000000,2129000000,0,0,0,0,0,445000000,23000000,52000000,125000000,0,12000000,0,0,0,9405000000
-1,32343,0,1356000000,0,0,0,0,0,270000000,6000000,89000000,35000000,21000000,30000000,0,0,0,10512000000
-1,32347,0,3959000000,0,0,0,0,0,1000000,0,6000000,155000000,0,4000000,0,0,0,8194000000
-1,32348,0,686000000,0,0,0,0,0,0,1000000,71000000,81000000,0,0,0,0,2000000,11351000000
-1,32349,1000000,97000000,0,0,0,0,0,69000000,0,9000000,55000000,0,4000000,0,0,0,12084000000
-1,32350,5000000,3097000000,0,1000000,0,0,0,3000000,0,5000000,192000000,0,0,0,0,0,8889000000
-1,32351,0,3354000000,0,0,0,0,0,18000000,8000000,49000000,74000000,0,21000000,0,0,0,8795000000
-1,32352,0,7150000000,0,0,0,0,0,1000000,1000000,15000000,31000000,0,0,0,0,0,4994000000
-1,32353,0,3746000000,0,0,0,0,0,60000000,13000000,85000000,20000000,0,5000000,0,0,0,8390000000
-1,32354,0,163000000,0,0,0,0,0,19000000,3000000,21000000,32000000,0,4000000,0,0,0,11950000000
-1,32355,0,1323000000,0,0,0,0,0,1000000,0,0,57000000,0,0,0,0,0,10938000000
-1,32356,0,149000000,0,0,0,0,0,10000000,0,0,10000000,0,0,0,0,0,12023000000
-1,32386,0,0,0,0,0,0,0,0,15000000,3000000,4000000,0,0,0,0,0,12297000000
-1,32488,0,0,0,0,0,2000000,0,0,73000000,152000000,1000000,0,0,0,0,188000000,11872000000
-1,32489,0,0,0,0,0,0,0,0,7000000,48000000,6000000,0,0,0,0,144000000,12211000000
-1,32490,0,0,0,0,0,0,0,0,0,10000000,3000000,0,0,0,0,1000000,12274000000
-1,32499,0,8000000,0,0,0,0,0,118000000,261000000,2000000,108000000,0,2000000,0,0,0,11917000000
-1,32500,0,2214000000,0,0,0,0,0,5620000000,3729000000,58000000,85000000,1000000,52000000,16000000,0,0,513000000
-1,32501,0,6907000000,0,1000000,1000000,0,1000000,1983000000,1905000000,1143000000,12000000,130000000,250000000,68000000,1000000,9000000,5000000
-1,32502,0,8198000000,1000000,0,4000000,13000000,14000000,967000000,2207000000,751000000,43000000,0,51000000,3000000,9000000,23000000,4000000
-1,32503,0,9135000000,0,0,3000000,0,0,2947000000,98000000,177000000,15000000,0,41000000,0,0,0,0
-1,32504,0,9586000000,0,0,0,0,0,1508000000,892000000,180000000,121000000,0,1000000,0,0,0,0
-1,32505,0,11185000000,0,0,0,10000000,0,538000000,279000000,319000000,82000000,0,3000000,0,0,0,0
-1,32506,0,12285000000,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0
-1,32507,0,12105000000,0,0,0,18000000,0,132000000,0,161000000,0,0,0,0,0,0,0
-1,32508,0,12271000000,0,0,0,0,0,1000000,0,0,14000000,0,2000000,0,0,0,0
-1,32509,0,12286000000,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0
-1,32510,0,12371000000,0,0,0,0,0,0,4000000,7000000,0,0,24000000,0,0,0,10000000
-1,32511,0,12117000000,0,0,0,0,0,0,1000000,1000000,10000000,0,5000000,0,0,0,154000000
-1,32512,0,12200000000,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,214000000
-1,32513,0,12248000000,0,0,0,0,0,4000000,0,4000000,4000000,0,0,0,0,0,28000000
-1,32514,0,12412000000,0,0,0,0,0,0,0,2000000,2000000,0,0,0,0,0,0
-1,32515,0,12288000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32516,0,10519000000,0,0,0,30000000,0,802000000,474000000,455000000,105000000,0,13000000,0,0,0,18000000
-1,32517,0,9890000000,0,0,0,1000000,0,1132000000,7000000,53000000,881000000,0,0,0,0,0,324000000
-1,32518,0,10918000000,0,0,0,18000000,0,331000000,2000000,87000000,730000000,0,0,0,0,0,330000000
-1,32519,0,11072000000,0,0,0,0,0,447000000,220000000,513000000,0,0,36000000,0,0,0,0
-1,32520,0,11603000000,0,0,0,4000000,0,188000000,249000000,336000000,3000000,0,11000000,0,0,0,22000000
-1,32521,0,12288000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32522,0,12416000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32523,0,12286000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0
-1,32524,0,12288000000,0,0,0,0,0,106000000,18000000,4000000,0,0,0,0,0,0,0
-1,32525,0,12288000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32526,0,12415000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0
-1,32527,0,12247000000,0,0,0,0,0,41000000,0,0,0,0,0,0,0,0,0
-1,32528,0,7887000000,0,0,0,0,0,1499000000,1553000000,1291000000,13000000,0,73000000,0,0,0,100000000
-1,32529,0,3898000000,0,0,0,0,0,864000000,1421000000,1588000000,864000000,1000000,3000000,0,0,0,3649000000
-1,32530,0,601000000,0,0,0,0,0,85000000,483000000,324000000,168000000,0,0,0,0,1000000,10754000000
-1,32586,0,686000000,0,0,0,0,0,116000000,3000000,1000000,26000000,0,13000000,0,0,0,11571000000
-1,32589,0,3900000000,0,0,0,0,1000000,801000000,68000000,13000000,1203000000,0,189000000,0,0,0,6113000000
-1,32590,0,11850000000,0,0,0,0,0,521000000,0,0,28000000,0,0,0,0,0,17000000
-1,32591,0,10423000000,0,0,0,0,0,1858000000,1000000,0,0,0,6000000,0,0,0,0
-1,32592,0,9513000000,0,0,0,0,0,2892000000,0,0,5000000,0,5000000,0,0,0,1000000
-1,32593,0,12249000000,0,0,0,0,0,39000000,0,0,0,0,0,0,0,0,0
-1,32594,0,12027000000,0,0,0,0,0,74000000,284000000,26000000,0,0,5000000,0,0,0,0
-1,32595,0,11310000000,0,0,0,0,0,302000000,658000000,11000000,0,0,7000000,0,0,0,0
-1,32596,0,12196000000,0,0,0,0,0,49000000,28000000,5000000,134000000,0,4000000,0,0,0,0
-1,32597,1000000,10801000000,0,0,0,0,0,155000000,624000000,275000000,422000000,0,0,0,0,0,10000000
-1,32598,0,11234000000,0,0,0,0,0,113000000,49000000,161000000,751000000,0,27000000,0,0,0,81000000
-1,32599,0,12283000000,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0
-1,32600,0,12414000000,0,0,0,0,0,1000000,1000000,0,0,0,0,0,0,0,0
-1,32601,0,12287000000,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0
-1,32602,0,12409000000,0,0,0,0,0,1000000,4000000,0,0,0,2000000,0,0,0,0
-1,32603,0,12224000000,0,0,0,0,0,58000000,6000000,0,0,0,0,0,0,0,0
-1,32604,0,11268000000,0,0,0,0,0,714000000,99000000,19000000,244000000,0,7000000,0,0,0,65000000
-1,32605,0,10818000000,0,0,0,0,0,1201000000,18000000,17000000,113000000,0,102000000,0,0,0,19000000
-1,32606,0,12409000000,0,0,0,0,0,4000000,1000000,1000000,0,0,1000000,0,0,0,0
-1,32607,0,12270000000,0,0,0,0,0,3000000,1000000,5000000,8000000,0,1000000,0,0,0,0
-1,32608,0,12193000000,0,0,0,0,0,200000000,17000000,5000000,1000000,0,0,0,0,0,0
-1,32609,0,6042000000,0,0,0,15000000,0,3634000000,1836000000,187000000,35000000,19000000,143000000,370000000,0,7000000,0
-1,32610,0,1634000000,0,0,0,0,0,2125000000,3008000000,194000000,68000000,207000000,55000000,4981000000,0,0,144000000
-1,32611,0,74000000,0,0,0,0,0,1215000000,3684000000,55000000,73000000,32000000,26000000,6995000000,0,0,134000000
-1,32612,0,183000000,0,0,0,0,0,766000000,3371000000,84000000,286000000,36000000,852000000,6027000000,0,1000000,810000000
-1,32613,0,134000000,0,0,0,2000000,0,157000000,597000000,69000000,438000000,2585000000,273000000,5410000000,0,11000000,2612000000
-1,32614,0,562000000,0,0,0,0,0,142000000,1256000000,99000000,23000000,3703000000,180000000,6446000000,0,0,5000000
-1,32615,0,624000000,0,0,0,0,0,80000000,6873000000,3341000000,0,274000000,105000000,991000000,0,0,0
-1,32616,0,39000000,0,0,0,0,0,53000000,1848000000,10161000000,66000000,56000000,4000000,3000000,0,2000000,184000000
-1,32617,0,180000000,0,0,1000000,8000000,493000000,157000000,652000000,10130000000,0,507000000,47000000,113000000,0,0,0
-1,32618,0,27000000,0,37000000,0,0,670000000,16000000,94000000,10952000000,0,461000000,0,31000000,0,0,0
-1,32619,0,0,0,0,0,39000000,1362000000,0,0,11006000000,0,9000000,0,0,0,0,0
-1,32620,0,0,0,0,0,782000000,441000000,0,0,11050000000,0,0,15000000,0,0,0,0
-1,32621,0,0,0,0,0,0,313000000,0,0,12103000000,0,0,0,0,0,0,0
-1,32622,0,0,0,0,0,0,5000000,0,608000000,11444000000,0,67000000,4000000,0,0,7000000,153000000
-1,32623,0,0,0,0,0,0,30000000,0,217000000,4237000000,0,1000000,0,15000000,0,41000000,7875000000
-1,32677,0,358000000,0,0,0,0,0,1215000000,0,4000000,45000000,0,1000000,0,0,0,10665000000
-1,32678,0,346000000,0,0,0,0,0,9000000,5000000,17000000,43000000,0,0,0,0,1000000,11995000000
-1,32679,0,7665000000,0,0,0,0,0,2017000000,41000000,278000000,52000000,2000000,8000000,16000000,0,0,2209000000
-1,32680,0,8850000000,0,0,0,0,0,3083000000,131000000,195000000,55000000,16000000,11000000,31000000,0,0,44000000
-1,32681,0,5713000000,0,0,0,0,0,5688000000,195000000,107000000,0,13000000,259000000,310000000,0,0,3000000
-1,32682,0,9580000000,0,0,0,0,0,1612000000,68000000,78000000,274000000,6000000,6000000,10000000,0,0,782000000
-1,32683,0,2407000000,0,1000000,0,0,0,2274000000,241000000,52000000,766000000,0,16000000,87000000,0,0,6444000000
-1,32684,2000000,351000000,0,1000000,0,0,0,133000000,311000000,12000000,515000000,0,23000000,136000000,0,0,10932000000
-1,32687,0,25000000,0,0,0,0,0,0,0,0,42000000,0,1000000,0,0,0,12220000000
-1,32688,0,139000000,0,0,0,0,0,386000000,81000000,48000000,76000000,1000000,22000000,4000000,0,0,11659000000
-1,32689,0,5369000000,0,0,0,0,0,5990000000,176000000,131000000,50000000,0,65000000,16000000,0,0,491000000
-1,32690,0,4924000000,0,0,0,0,0,7324000000,17000000,38000000,19000000,0,35000000,1000000,0,0,58000000
-1,32691,0,3942000000,0,0,0,0,0,7858000000,215000000,149000000,15000000,0,15000000,0,0,0,94000000
-1,32692,0,10295000000,0,0,0,0,0,1214000000,10000000,150000000,188000000,0,6000000,0,0,0,425000000
-1,32693,0,12395000000,0,0,0,0,0,3000000,0,14000000,4000000,0,0,0,0,0,0
-1,32694,0,12265000000,0,0,0,0,0,12000000,0,1000000,9000000,0,1000000,0,0,0,0
-1,32695,0,11923000000,0,0,0,2000000,0,384000000,2000000,94000000,6000000,0,0,0,0,0,5000000
-1,32696,0,6564000000,0,0,0,3000000,0,5279000000,303000000,129000000,0,0,0,7000000,0,0,3000000
-1,32697,1000000,3701000000,0,0,0,0,0,4191000000,162000000,101000000,100000000,2000000,53000000,66000000,0,8000000,4031000000
-1,32698,0,1239000000,0,0,0,0,0,332000000,0,103000000,89000000,0,0,0,0,0,10525000000
-1,32699,0,644000000,0,0,0,0,0,102000000,0,70000000,30000000,0,3000000,0,0,0,11567000000
-1,32700,0,4428000000,0,0,0,0,0,1070000000,11000000,214000000,143000000,33000000,35000000,1000000,0,0,6353000000
-1,32701,0,5544000000,0,0,0,0,0,205000000,64000000,353000000,204000000,120000000,4000000,56000000,0,4000000,5862000000
-1,32702,1000000,2849000000,0,0,0,0,0,584000000,269000000,320000000,101000000,334000000,19000000,1126000000,0,0,6685000000
-1,32703,2000000,5524000000,0,0,0,0,0,398000000,65000000,347000000,72000000,118000000,70000000,75000000,0,0,5745000000
-1,32704,1000000,3358000000,0,0,0,1000000,0,407000000,54000000,214000000,70000000,113000000,59000000,42000000,0,0,7969000000
-1,32707,2000000,3862000000,0,0,0,0,0,22000000,10000000,74000000,113000000,0,35000000,0,0,0,8298000000
-1,32708,0,3252000000,0,0,0,0,0,9000000,15000000,14000000,107000000,0,0,0,0,0,8891000000
-1,32709,0,3000000,0,0,0,0,0,0,0,0,41000000,0,0,0,0,0,12372000000
-1,32710,0,5000000,0,0,0,0,0,3000000,0,0,41000000,0,0,0,0,0,12239000000
-1,32860,0,8000000,0,0,0,0,0,593000000,13000000,16000000,37000000,1000000,0,0,0,0,11524000000
-1,32861,0,7035000000,0,0,0,0,0,3266000000,56000000,13000000,240000000,0,9000000,0,0,0,1700000000
-1,32862,0,4731000000,0,2000000,0,0,0,1627000000,4635000000,344000000,11000000,36000000,59000000,707000000,0,0,40000000
-1,32863,0,8145000000,0,0,0,2000000,0,2176000000,1681000000,75000000,36000000,0,38000000,166000000,0,0,0
-1,32864,0,2260000000,0,0,0,0,1000000,3334000000,6509000000,51000000,1000000,0,36000000,0,0,0,0
-1,32865,0,3002000000,0,1000000,0,1000000,0,2275000000,6365000000,667000000,1000000,0,7000000,0,0,0,0
-1,32866,0,11400000000,0,0,0,0,0,99000000,606000000,87000000,0,0,0,0,0,0,0
-1,32867,0,11919000000,0,0,0,3000000,0,131000000,116000000,146000000,0,0,4000000,0,0,0,0
-1,32868,0,11973000000,0,0,0,11000000,0,58000000,17000000,122000000,0,0,11000000,0,0,0,0
-1,32869,0,12147000000,0,0,0,0,0,1000000,11000000,32000000,0,0,1000000,0,0,0,0
-1,32870,0,12314000000,0,0,0,0,0,0,1000000,2000000,0,0,2000000,0,0,0,0
-1,32871,0,12192000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32872,0,12289000000,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,29000000
-1,32873,0,12115000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000000
-1,32874,0,12315000000,0,0,0,0,0,0,0,0,3000000,0,1000000,0,0,0,0
-1,32875,0,12192000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32876,0,12319000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32877,0,11951000000,0,0,0,22000000,0,72000000,2000000,145000000,0,0,0,0,0,0,0
-1,32878,0,10293000000,0,0,0,13000000,0,576000000,151000000,817000000,295000000,0,19000000,0,0,0,155000000
-1,32879,0,9049000000,0,1000000,0,0,0,1780000000,523000000,819000000,12000000,0,8000000,0,0,0,0
-1,32880,0,12058000000,0,0,0,0,0,110000000,73000000,78000000,0,0,0,0,0,0,0
-1,32881,0,12192000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32882,0,12319000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,32883,0,11417000000,0,0,0,0,0,9000000,298000000,468000000,0,0,0,0,0,0,0
-1,32884,0,8966000000,0,0,0,0,0,103000000,1928000000,1322000000,0,0,0,0,0,0,0
-1,32885,0,12189000000,0,0,0,0,0,0,2000000,1000000,0,0,0,0,0,0,0
-1,32886,0,12318000000,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0
-1,32887,0,12152000000,0,0,0,0,0,36000000,0,0,0,0,4000000,0,0,0,0
-1,32888,0,11548000000,0,0,0,0,0,310000000,159000000,302000000,0,0,0,0,0,0,0
-1,32889,0,2177000000,0,0,0,0,0,2005000000,3658000000,1765000000,870000000,0,7000000,0,0,0,1710000000
-1,32890,0,195000000,0,0,0,0,0,73000000,210000000,94000000,323000000,0,1000000,0,0,0,11423000000
-1,32947,0,87000000,0,0,0,0,0,9000000,1000000,0,42000000,0,0,0,0,0,12053000000
-1,32949,0,3938000000,0,0,0,0,0,580000000,18000000,27000000,331000000,0,56000000,0,0,0,7242000000
-1,32950,0,10955000000,0,0,0,0,0,1342000000,5000000,11000000,0,0,6000000,0,0,0,0
-1,32951,0,9391000000,0,0,0,0,0,2735000000,3000000,1000000,0,0,62000000,0,0,0,0
-1,32952,0,10390000000,0,0,0,0,0,1929000000,0,0,0,0,0,0,0,0,0
-1,32953,0,12179000000,0,0,0,0,0,10000000,0,1000000,0,0,2000000,0,0,0,0
-1,32954,0,12313000000,0,0,0,0,0,2000000,0,0,0,0,4000000,0,0,0,0
-1,32955,0,12182000000,0,0,0,0,0,1000000,2000000,0,0,0,7000000,0,0,0,0
-1,32956,0,12100000000,0,0,0,0,0,4000000,9000000,20000000,163000000,0,23000000,0,0,0,0
-1,32957,0,11760000000,0,0,0,0,0,14000000,69000000,195000000,128000000,0,1000000,0,0,0,25000000
-1,32958,0,11256000000,0,0,0,0,0,72000000,28000000,239000000,616000000,0,20000000,0,0,0,88000000
-1,32959,0,11201000000,0,0,0,0,0,101000000,17000000,44000000,731000000,0,9000000,0,0,0,89000000
-1,32960,0,11644000000,0,0,0,0,0,110000000,38000000,3000000,462000000,0,0,0,0,0,62000000
-1,32961,0,12071000000,0,0,0,0,0,59000000,11000000,2000000,48000000,0,0,0,0,0,1000000
-1,32962,0,12046000000,0,0,0,0,0,35000000,5000000,2000000,184000000,0,0,0,0,0,47000000
-1,32963,0,11218000000,0,0,0,0,0,85000000,31000000,7000000,726000000,0,5000000,0,0,0,120000000
-1,32964,0,12140000000,0,0,0,0,0,14000000,8000000,1000000,146000000,0,1000000,0,0,0,9000000
-1,32965,0,11926000000,0,0,0,0,0,135000000,6000000,3000000,120000000,0,2000000,0,0,0,0
-1,32966,0,12233000000,0,0,0,0,0,0,0,1000000,85000000,0,0,0,0,0,0
-1,32967,0,12084000000,0,0,0,0,0,13000000,7000000,20000000,59000000,0,9000000,0,0,0,0
-1,32968,0,12277000000,0,0,0,0,0,5000000,1000000,4000000,31000000,0,1000000,0,0,0,0
-1,32969,0,10860000000,0,0,0,0,0,279000000,813000000,236000000,1000000,0,3000000,0,0,0,0
-1,32970,0,855000000,0,0,0,0,0,827000000,5661000000,835000000,187000000,295000000,20000000,488000000,0,16000000,3135000000
-1,32971,0,875000000,0,66000000,3000000,0,0,703000000,5564000000,258000000,18000000,282000000,21000000,2800000000,0,16000000,1586000000
-1,32972,0,1000000,0,0,0,0,0,32000000,6131000000,467000000,439000000,1093000000,0,2737000000,0,1000000,1418000000
-1,32973,0,0,0,0,0,0,0,0,431000000,237000000,750000000,6762000000,19000000,3031000000,0,1000000,961000000
-1,32974,0,706000000,0,0,0,0,1000000,121000000,3706000000,4006000000,195000000,2523000000,106000000,918000000,0,0,37000000
-1,32975,0,344000000,0,3000000,3000000,0,7000000,59000000,2462000000,8503000000,2000000,486000000,28000000,277000000,0,17000000,1000000
-1,32976,0,130000000,0,0,1000000,3000000,569000000,77000000,646000000,10196000000,0,15000000,0,0,0,682000000,0
-1,32977,0,131000000,0,14000000,1000000,3000000,1939000000,186000000,48000000,9721000000,0,71000000,0,0,0,78000000,0
-1,32978,0,0,0,0,0,0,1871000000,0,0,10069000000,0,246000000,0,0,0,6000000,0
-1,32979,0,0,0,0,0,0,4406000000,0,0,7863000000,0,49000000,1000000,0,0,0,0
-1,32980,0,0,0,0,0,15000000,1993000000,0,0,10166000000,0,0,18000000,0,0,0,0
-1,32981,0,0,0,0,0,132000000,155000000,0,0,12031000000,0,1000000,0,0,0,0,0
-1,32982,0,0,0,0,0,0,93000000,0,7000000,12037000000,0,12000000,36000000,5000000,0,0,2000000
-1,32983,0,0,0,0,0,0,6000000,0,374000000,11805000000,0,10000000,1000000,1000000,0,66000000,56000000
-1,32984,0,0,0,0,0,0,17000000,0,2000000,5682000000,1000000,268000000,25000000,0,0,79000000,6118000000
-1,32985,0,0,0,0,0,0,0,0,0,204000000,0,0,0,0,0,24000000,12091000000
-1,33037,0,968000000,0,0,0,0,0,1439000000,0,13000000,61000000,0,6000000,0,0,0,9705000000
-1,33038,1000000,2184000000,0,0,0,0,0,467000000,69000000,124000000,62000000,0,19000000,0,0,1000000,9392000000
-1,33039,0,7896000000,0,0,0,0,0,2595000000,808000000,251000000,1000000,5000000,22000000,610000000,0,0,4000000
-1,33040,0,5110000000,0,0,0,0,0,6452000000,327000000,308000000,14000000,1000000,12000000,49000000,0,0,46000000
-1,33041,0,4997000000,0,0,0,0,0,4282000000,569000000,208000000,106000000,5000000,102000000,202000000,0,0,1721000000
-1,33042,0,1840000000,0,0,0,0,0,1819000000,58000000,67000000,434000000,1000000,72000000,0,0,0,8028000000
-1,33043,1000000,1795000000,0,0,0,0,0,3350000000,297000000,174000000,233000000,6000000,1210000000,66000000,0,4000000,5056000000
-1,33044,0,825000000,0,0,0,0,4000000,802000000,583000000,102000000,192000000,2000000,108000000,47000000,0,1000000,9653000000
-1,33047,0,9000000,0,0,0,0,0,0,0,0,14000000,0,0,0,0,0,12169000000
-1,33048,0,24000000,0,0,0,0,0,3000000,18000000,16000000,57000000,13000000,6000000,34000000,0,0,12148000000
-1,33049,0,4036000000,0,0,0,0,0,4234000000,339000000,281000000,219000000,95000000,14000000,314000000,0,0,2660000000
-1,33050,0,4142000000,0,0,0,0,0,2671000000,75000000,293000000,373000000,0,222000000,0,0,0,4543000000
-1,33051,0,8538000000,0,2000000,0,0,0,2217000000,36000000,309000000,254000000,0,28000000,0,0,0,808000000
-1,33052,0,12086000000,0,0,0,0,0,65000000,2000000,30000000,0,0,0,0,0,0,9000000
-1,33053,0,12264000000,0,0,0,0,0,3000000,0,51000000,1000000,0,0,0,0,0,0
-1,33054,0,12172000000,0,0,0,0,0,12000000,0,3000000,5000000,0,0,0,0,0,0
-1,33055,0,12312000000,0,0,0,0,0,2000000,0,0,3000000,0,2000000,0,0,0,0
-1,33056,0,11646000000,0,0,0,0,0,471000000,1000000,47000000,4000000,2000000,0,21000000,0,0,0
-1,33057,0,9719000000,0,0,0,5000000,0,1842000000,22000000,147000000,246000000,0,0,0,0,0,338000000
